الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال
وزارة التعليم,"12 March, 2025",توريد مستلزمات طبية لقسم التموين الطبي بمستشفى الملك فهد الجامعي بالخبر رقم: 52942,32500.0
البيئة والمياه والزراعة,"12 March, 2025",توريد مواد وقطع غيار كهربائية (multimeter digital) الهيئة السعودية للمياه وحدة انتاج الوجه الساحل الغربي.,4186.0
وزارة البلديات والإسكان,"12 March, 2025",تأمين وتوريد مياه محلاه لمبانى ومرافق  البلدية ,0.0
وزارة البلديات والإسكان,"12 March, 2025",طباعة بنرات لبلدية الدليميه,35965.0
وزارة البلديات والإسكان,"12 March, 2025",مشروع صيانة وخرط هوبات معدات وسيارات لبلدية الدليميه,94553.0
وزارة الصحة,"12 March, 2025",توفير كتب إلكترونية,34172.54
المجلس الصحي السعودي والمراكز التابعة له,"12 March, 2025",توريد رخص أكروبات ريدر ,32800.0
وزارة البلديات والإسكان,"12 March, 2025",تأمين وتوريد (مطبوعات) للبلدية ـــ بلدية محافظة بقيق,99475.0
وزارة البلديات والإسكان,"12 March, 2025",توريد مواد لورشة الحدادة لبلدية محافظة النبهانية,97781.05
وزارة البلديات والإسكان,"12 March, 2025",توريد أعلام,87400.0
وزارة البلديات والإسكان,"12 March, 2025", استئجار سيارة,99843.0
وزارة البلديات والإسكان,"12 March, 2025",تأمين جهاز واي فاي وشريحة انترنت للمكتب التنفيذي ,47840.0
وزارة التعليم,"12 March, 2025",تأمين مركبات للقاء التشاوري التاسع ,70872.2
البيئة والمياه والزراعة,"12 March, 2025",الاشتراك في خدمة نبأ والتحقق من الايبان,89700.0
وزارة الصحة,"12 March, 2025",تأجير قاعة مع وجبة لعدد 70 شخص تتضمن تجهيز بروجكتر  لإقامة ملتقى الموظفين ,6930.0
وزارة النقل,"12 March, 2025",استئجار سيارات لجولة معالي الوزير بمنطقة المدينة المنورة,17940.0
وزارة الصحة,"12 March, 2025",تأمين مطبوعات,98785.0
وزارة البلديات والإسكان,"12 March, 2025",توريد زي موحد لعمال بلدية أضم,19665.0
وزارة البلديات والإسكان,"12 March, 2025",تأمين أحبار الطابعات بالبلدية,49998.55
وزارة البلديات والإسكان,"12 March, 2025",صيانة اللوحات الارشادية ببلدية محافظة الكامل,97980.0
وزارة البلديات والإسكان,"12 March, 2025", صيانة التمديدات الكهربائية والاضاءة لميدان العفجة في الخرج,497559.0
هيئة الهلال الأحمر السعودي,"12 March, 2025",حفل فوز هيئة الهلال الأحمر السعودي بجائزة الملك عبدالعزيز للجودة,0.0
وزارة البلديات والإسكان,"12 March, 2025",توريد وتأمين مبيدات حشرية بلدية محافظة بيشة ,362480.0
وزارة البلديات والإسكان,"12 March, 2025",توريد أحبال زينة لاحياء شرق عرعر,96945.0
وزارة البلديات والإسكان,"12 March, 2025",توريد أحبال زينة لاحياء غرب عرعر,96945.0
وزارة البلديات والإسكان,"12 March, 2025",توريد سلك لزوم اعمال الصيانة الذاتية ,98894.25
وزارة البلديات والإسكان,"12 March, 2025",توريد خلطة اسفلتية لامانة منطقة الحدود الشمالية ,97865.0
وزارة البلديات والإسكان,"12 March, 2025",توريد لوحات إعلانية,275609.0
وزارة البلديات والإسكان,"12 March, 2025",توريد كشافات لامانة منطقة الحدود الشمالية ,96404.5
وزارة البلديات والإسكان,"12 March, 2025",عملية توريد اعلام لامانة منطقة الحدود الشمالية ,97324.5
وزارة البلديات والإسكان,"12 March, 2025",الاشتراك في خدمة مقيم ,14260.0
وزارة الصحة,"12 March, 2025",منافسة تأمين الإحتياج اللازم لتنجيد مركبات المراكز الخارجية ADR-2025-32 ,0.0
البيئة والمياه والزراعة,"12 March, 2025",تعبئة المياه لري شتلات حدباء قذله ,99360.0
الهيئة العامة للمنافسة,"12 March, 2025",تجهيزات لفعالية داخلية في شهر ابريل 2025م للهيئة العامة للمنافسة,23115.0
وزارة الخدمة المدنية,"12 March, 2025",مشروع مراجعة القوائم المالية وفقاً لأساس الاستحقاق المحاسبي لمعهد الإدارة العامة للعام المالي 2024م,63250.0
وزارة البيئة والمياه والزراعة,"12 March, 2025",التدقيق الداخلي والخارجي لعدد من شهادات الايزو,0.0
وزارة البلديات والإسكان,"12 March, 2025",تأمين بنزين 91,96857.6
وزارة المالية,"12 March, 2025",أعمال التحسينات لمنطقة التبادل التجاري، ومظلة حافلات الحجاج ومظلات انتظار المسافرين بمنفذ جديدة عرعر البري,3836355.84
البيئة والمياه والزراعة,"12 March, 2025",60017186 - توريد قطع غيار ميكانيكية لمحطات تحلية راس الخير,6267.5
وزارة البلديات والإسكان,"12 March, 2025",توريد وتركيب وصيانة كاميرات وبوابة سيارات و وسائل سلامة ,98910.35
وزارة البلديات والإسكان,"12 March, 2025",توريد وصيانة ثيل طبيعي وليات زراعية لأعمال الصيانة ,182528.0
وزارة التعليم,"12 March, 2025",مشروع إقامة حفل الخريجين الـ 19 لجامعة تبوك,2292492.08
وزارة البلديات والإسكان,"12 March, 2025",تأمين مطبوعات ,7015.0
وزارة البلديات والإسكان,"12 March, 2025",استئجار سيارات موديل 2025 ببلدية مدينة الأجفر,699999.75
وزارة البلديات والإسكان,"12 March, 2025",عملية صيانة وتوريد مواد بناء لحاجة البلدية لتحسين المشهد الحضري,97983.0
وزارة البلديات والإسكان,"12 March, 2025",عملية صيانة وتوريد حاويات نفايات لحاجة البلدية لمركز بئر عسكر ومركز عاكفة ,95795.0
وزارة البلديات والإسكان,"12 March, 2025",عملية صيانة وتوريد أدوات لقسم التشغيل والصيانة لزوم بلدية بئر عسكر,79975.6
وزارة البلديات والإسكان,"12 March, 2025",توريد وإصلاح وسائط معدات نقل,237984.45
وزارة البلديات والإسكان,"12 March, 2025",احتفالية عيد الفطر المبارك 1446هـ بلدية محافظة بيشة,78430.0
وزارة البلديات والإسكان,"13 March, 2025", تأمين محروقات بنزين 91 وديزل لسيارات ومعدات  بلدية الشعبة حسب البيان المرفق,99349.65
وزارة البلديات والإسكان,"13 March, 2025",توريد قطع وادوات كهربائية ,99446.25
وزارة البلديات والإسكان,"13 March, 2025",صيانة مجسمات ,97232.5
وزارة البلديات والإسكان,"13 March, 2025",مشروع صيانة المجسمات و الاشكال الرمضانية في مدينة القيصومة,0.0
وزارة البلديات والإسكان,"13 March, 2025",مشروع توريد الخرسانة الباردة لصيانة الطرق في مدينة القيصومة,96600.0
وزارة البلديات والإسكان,"13 March, 2025",صيانة وتوريد مبيدات زراعيه وأدوات مخبريه لبلدية يدمه,99130.0
وزارة النقل,"13 March, 2025",تمديد ألياف بصرية لمكتب فرع الوزارة في المدينة المنورة,99245.0
البيئة والمياه والزراعة,"13 March, 2025",توريد مواد وادوات انظمة اتصال - CONVERTER SIGNAL - للهيئة السعودية للمياه لادارة نقل مياه انابيب الشقيق بالساحل الغربي,20294.05
البيئة والمياه والزراعة,"13 March, 2025",توريد مواد ومعدات ميكانيكية - TOOL BOX - للهيئة السعودية للمياه لمنظومة انتاج فرسان بالساحل الغربي ,11500.0
وزارة الصحة,"13 March, 2025",تطوير بيئة العمل خاصة بقسم تنمية الإيرادات والضمان الصحي بمستشفى الأسياح العام,79436.25
وزارة البلديات والإسكان,"13 March, 2025",إقامة احتفال عيد الفطر لعام 1446 بلدية الحريق,0.0
وزارة المالية,"13 March, 2025",توريد رخص للبرامج Figma & Figjam ,99860.25
وزارة التعليم,"13 March, 2025",تنظيم حفل التخرج للطلاب والطالبات للعام 1446هـ,485374.75
وزارة البلديات والإسكان,"13 March, 2025",صيانة اللوحات الاستثمارية لبلدية الحلوة ,73427.5
البيئة والمياه والزراعة,"13 March, 2025",توريد مواد وقطع غيار ميكانيكية - BODY GASKET OEM PART - GASKET FLAT RING - للهيئة السعودية للمياه لمنظومة انتاج الشعيبة ومنظومة انتاج ينبع بالساحل الغربي ,20700.0
وزارة البيئة والمياه والزراعة,"13 March, 2025",تامين مصفيات  للمعد ات العاملة بالمؤسسة,99618.75
وزارة البلديات والإسكان,"13 March, 2025",تأمين ادوات سباكة وكهرباء لاعمال الصيانة لبلدية محافظة عيون الجواء,98210.0
وزارة البلديات والإسكان,"13 March, 2025",تأمين حصادات زراعية لاعمال صيانة الحدائق لبلدية محافظة عيون الجواء,99475.0
وزارة البلديات والإسكان,"13 March, 2025",إصلاح خارجي // كريتا رقم 1375,6000.0
وزارة البلديات والإسكان,"13 March, 2025",عملية صيانة ومسح الطرق الترابية بوادي بيش,98928.75
وزارة التعليم,"13 March, 2025",تأمين وتركيب وتصميم الهوية والمطبوعات الدعائية لحفل التخرج الدفعة التاسعة عشر جامعة الباحة,57592.0
وزارة التعليم,"13 March, 2025",توريد مستلزمات طبية لقسم التموين الطبي بمستشفى الملك فهد الجامعي بالخبر رقم:57406,13800.0
وزارة التعليم,"13 March, 2025",توريد مستلزمات طبية لقسم التموين الطبي بمستشفى الملك فهد الجامعي بالخبر رقم:57463,89640.0
وزارة البلديات والإسكان,"13 March, 2025",استئجار أجهزة ومعدات والات أخرى احتفال عيد الفطر لعام 1446هـ بلدية الحريق,56810.0
وزارة البلديات والإسكان,"13 March, 2025", صيانة العاب الحدائق بمركز قصيباء وطلحة ,99555.5
وزارة البلديات والإسكان,"13 March, 2025",الدعم الفني ومتابعة المشاريع بابوعريش,99360.0
وزارة البلديات والإسكان,"13 March, 2025",عملية صيانة لوحات ومجسمات بمناسبة عيد الفطر المبارك,99015.0
وزارة البلديات والإسكان,"13 March, 2025",صيانة الحاضنات في السوق الداخلي بابوعريش,98187.0
البيئة والمياه والزراعة,"13 March, 2025",توريد مواد وقطع غيار (bottle-analyzers laboratory) لمنظومة انتاج مياه الشعيبة بالساحل الغربي,7101.25
وزارة النقل,"13 March, 2025",تأمين قطع غيار معدات فرع وزارة النقل والخدمات اللوجستية بمنطقة القصيم,32384.0
وزارة البلديات والإسكان,"13 March, 2025",تأمين قطع غيار واستهلاكي لزوم ادارة العامه لتشغيل والصيانة رقم السياره (1444-1168-1407),13225.0
وزارة البلديات والإسكان,"13 March, 2025",تأمين مواد نظافة,39916.5
هيئة الهلال الأحمر السعودي,"13 March, 2025",توريد عدد (3) رافعات شوكية 2025م,202170.0
وزارة البلديات والإسكان,"13 March, 2025",توريد مبيدات لبلدية السعيرة ,24978.0
وزارة البلديات والإسكان,"13 March, 2025",توريد كساوي عمال بلدية السعيرة,29900.0
وزارة البلديات والإسكان,"13 March, 2025",توريد أسفلت بارد لبلدية السعيرة,99360.0
وزارة البلديات والإسكان,"13 March, 2025",تقليم وقص وتشكيل الأشجار مع تجذيب وتكريب النخيل بالشوارع والطرق الرئيسية بالسعيرة,98900.0
وزارة البلديات والإسكان,"13 March, 2025",توريد وتركيب العاب أطفال,99889.0
وزارة البلديات والإسكان,"13 March, 2025",توريد انترلوك ( بلاط اسمنتي ) لبلدية القليب بالمنطقة الشرقية,99015.0
وزارة الصحة,"13 March, 2025",تأمين احتياج فعاليات م الملك سلمان ,95220.0
وزارة البلديات والإسكان,"13 March, 2025",صيانة مجرى المياه الكبريتية بالعين الحارة ,99061.0
وزارة البلديات والإسكان,"13 March, 2025",صيانة خزان ممشى أم الدبا,98641.25
هيئة الهلال الأحمر السعودي,"13 March, 2025",تجهيز وصيانة المباني والمراكز الاسعافية بمشعر منى لحج1446 هـ,494730.0
هيئة الهلال الأحمر السعودي,"13 March, 2025",تجهيز وصيانة المباني والمراكز الإسعافية بمشعر  عرفات لحج 1446 هـ  ,439208.0
وزارة البلديات والإسكان,"13 March, 2025",مشروع تقديم الخدمات الاستشارية في قياس التحول الرقمي لأمانة منطقة القصيم,7999860.0
هيئة الهلال الأحمر السعودي,"13 March, 2025",تجهيز وصيانة المباني والمراكز الاسعافية بمشعر مزدلفة لحج 1446هـ,496340.0
وزارة البلديات والإسكان,"13 March, 2025",تأمين ثيل صناعي مع الغراء اللاصق ,98928.75
البيئة والمياه والزراعة,"13 March, 2025",تقديم دراسات لتقييم كفاءة البكتيريوفاج كمكافحة حيوية للسالمونيلا في مشاريع الدواجن في المملكة,4998705.0
هيئة تطوير منطقة حائل,"13 March, 2025",توفير رخص مستخدمي أنظمة,496613.13
وزارة البلديات والإسكان,"13 March, 2025", توريد مجسمات وزينات العيد للعام 1446ه ,78200.0
وزارة السياحة,"13 March, 2025",الدعم التقني لتصميم وتطوير لوحات متصفح الوزارة,99986.75
وزارة الرياضة,"13 March, 2025",إعداد وتصميم وتنفيذ خدمات وزارة الرياضة في الحج,3045200.0
وزارة البلديات والإسكان,"13 March, 2025",منافسة إعادة تأهيل شبكة الري التابعة لبلدية عريعرة ,99820.0
وزارة البلديات والإسكان,"13 March, 2025",تأمين وتوريد مستلزمات معرض باحة قانون - أمانة منطقة الباحة,17436.3
مجلس الوزراء,"13 March, 2025",مراجعة وتدقيق القوائم المالية لعامي 2022م و 2023 ومراجعة الحساب الختامي للعام 2024م,40250.0
وزارة البيئة والمياه والزراعة,"13 March, 2025",تنفيذ الربط التقني مع منصات المؤسسة ومنح تراخيص لاستخدام أنظمة الطقس وتدريب الموظفين على استخدامها,462300.0
وزارة الصحة,"13 March, 2025",منافسة تأمين محروقات للمركبات الخدمية والحافلات التابعة للمحافظات بتجمع نجران الصحي  BDR-2025-002,499823.35
وزارة الصحة,"13 March, 2025",منافسة تأمين احتياج قطع غيار مركبات المحافظات التابعة لتجمع نجران الصحي ADR-2025-41,499019.5
مشروع المملكة للإفادة من الهدي والأضاحي,"13 March, 2025",الدعم الفني لنظام التحكم بالدخول,199915.94
مشروع المملكة للإفادة من الهدي والأضاحي,"13 March, 2025", فحص طبي قبل التوظيف,99475.0
وزارة البلديات والإسكان,"13 March, 2025",تأمين مسجد متنقل ودورات مياه متنقلة لخدمة زوار مهرجان مزاد الإبل,299575.0
وزارة البلديات والإسكان,"13 March, 2025",تأمين مسرح وفعاليات لمهرجان مزاد الإبل النسخة الثانية,299966.0
المكتب الاستراتيجي لتطوير منطقة الباحة,"13 March, 2025",تهيئة أجنحة الاستقبال الرئيسية لاستقبال الوفود الاستثمارية الرسمية الخاصة بتطوير منطقة الباحة,18238781.5
وزارة الصحة,"13 March, 2025",تأمين طلبات الادارة المساعدة للتخطيط بفرع وزارة الصحة بنجران,99590.0
وزارة البلديات والإسكان,"14 March, 2025",عملية صيانة جدار وقاعدات المجسمات الترحيبية باللهابة والقرى التابعة لها لبلدية اللهابه,99705.0
وزارة البلديات والإسكان,"14 March, 2025",عملية منافسة صيانة الدهانات لأرصفة شوارع اللهابه لبلدية اللهابه,98900.0
وزارة البلديات والإسكان,"14 March, 2025",صيانة من مادة الكلادينج مثبته لقاعدات وجدار على هيكل حديدي حسب المذكور في جدول الكميات باللهابة والقرى التابعة لها,99360.0
وزارة البلديات والإسكان,"14 March, 2025",تنفيذ أعمال الدعاية والإعلان لمزاد الإبل 1446,298080.0
وزارة الصحة,"14 March, 2025",تأمين احتياج قسم الصيانة بإدارة الخدمات  بفرع وزارة الصحة بنجران  زيوت ومشتقاتها ADR25-002,497651.0
وزارة الصحة,"14 March, 2025",تأمين قطع غيار مركبات قسم الصيانة بادارة الطب الشرعي  بفرع وزارة الصحة بمنطقة نجرانADR-001,0.0
وزارة الصحة,"14 March, 2025",تأمين احتياج  قسم الصيانة بإدارة الطب الشرعي  بفرع وزارة الصحة بمنطقة نجران- زيوت  ومشتقاتها ADR-001,0.0
وزارة البلديات والإسكان,"14 March, 2025",تأمين فرق شعبية لمدة 3 أيام لفعاليات أمانة الطائف لعيد الفطر ,97058.4
وزارة البلديات والإسكان,"14 March, 2025",استئجار مسارح وشاشات لعيد الفطر المبارك 1446هـ ,99529.44
وزارة البلديات والإسكان,"14 March, 2025",تأمين توزيعات وضيافة لفعاليات عيد الفطر المبارك ,93437.5
وزارة الصحة,"15 March, 2025",تسجيل منسوبي المجلس في المؤتمرات,190316.43
وزارة البلديات والإسكان,"15 March, 2025",أعمال صيانة لوحات الشوارع المضيئة لبلدية السليل,96600.0
وزارة البلديات والإسكان,"15 March, 2025",تأمين وتوريد مبيدات لمكافحة الكلاب الضالة في يبرين وحرض,99578.5
وزارة البلديات والإسكان,"15 March, 2025",تأمين وتوريد شينكو لبلدية يبرين,99503.75
وزارة البلديات والإسكان,"15 March, 2025",تأمين ومحروقات ديزل لبلدية يبرين شهر يناير 2025م,28129.0
وزارة البلديات والإسكان,"15 March, 2025",تأمين ومحروقات بنزين لبلدية يبرين شهر يناير 2025م,27753.64
وزارة البلديات والإسكان,"16 March, 2025",استئجار سيارة دفع رباعي لبلدية محافظة يدمه,23600.0
هيئة الهلال الأحمر السعودي,"16 March, 2025", توريد مياه استهلاكية بالصهاريج للمراكز الاسعافية الغير مشمولة بشبكة المياه العامة لمنطقة جازان,34164.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة وتوريد كيابل واسلاك كهربائية ,98670.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة وتوريد بحص ابيض,98900.0
البيئة والمياه والزراعة,"16 March, 2025", اقامة ورش عمل لأهداف  واستراتيجيات الهيئة لعام 2025,3499910.0
وزارة البلديات والإسكان,"16 March, 2025",توريد إسمدة زراعية ,20424.0
وزارة البلديات والإسكان,"16 March, 2025",تأمين وجبة سحور للأيتام يوم القرقيعان 2025,0.0
وزارة البلديات والإسكان,"16 March, 2025",إصلاح خارجي // اكسبديشن رقم 1233,1500.0
وزارة الموارد البشرية والتنمية الاجتماعية,"16 March, 2025",حجزسكن لمعالي الوزير ومرافقة بمدينة جدة,11385.0
الهيئة العامة للغذاء والدواء,"16 March, 2025",تأمين إطار لمركبة بالهيئة العامة للغذاء والدواء,6900.0
وزارة الصحة,"16 March, 2025",فعالية عيد الفطر 2025م,6988.55
وزارة التعليم,"16 March, 2025",تأمين احبار ومستلزمات الطابعات لطباعة اعلانات الطلاب والجامعة لاحتياج مطبعة الجامعة.,99935.0
وزارة الإعلام,"16 March, 2025",الدراسة الإكتوارية لمنافع الموظفين ,8050.0
وزارة البلديات والإسكان,"16 March, 2025",طلب بدل لزوم موظفين اداره التخطيط والاحتياج,2208.0
وزارة البلديات والإسكان,"16 March, 2025",بشأنطلب تأمين بدلة رسمية لوازم أفراد الامن والسلامة المستلمين في جميع المواقع الامنية التابعة للأمانة ,19803.0
وزارة البلديات والإسكان,"16 March, 2025",توريد ادوات كهربائية لبلدية محافظة ضرية,497106.1
وزارة البلديات والإسكان,"16 March, 2025",توريد كشافات لانارة الاشجار بمحافظة ضرية,497432.5
وزارة البلديات والإسكان,"16 March, 2025",توريد ليات زينة لبلدية محافظة ضرية,98532.0
وزارة البلديات والإسكان,"16 March, 2025",توريد وصيانة وتركيب كلادنج لبلدية محافظة ضرية,98670.0
وزارة البلديات والإسكان,"16 March, 2025",توريد بلدورة اسمنتيه لبلدية محافظة ضرية,96600.0
وزارة البلديات والإسكان,"16 March, 2025",توريد مجسمات كور مضيئة جمالية لبلدية محافظة ضرية,18400.0
وزارة البلديات والإسكان,"16 March, 2025",توريد بلك لبلدية محافظة ضرية,88780.0
وزارة التعليم,"16 March, 2025",تجهيز مسرح و حفل التخرج لعام 2025/2024 م,498525.0
وزارة التعليم,"16 March, 2025",طباعة وتصميم  بنرات وبطاقات الدعوات وتصميم دروع المتفوقين واعلام وسواري من PVC وتصميم بوث استديو تصوير عدد8 مقاس 3x3 وطباعة وتصميم لوحات ارشادية استيل,468050.0
وزارة التعليم,"16 March, 2025",تأمين أوراق واحبار الطابعات لطباعة نماذج الطلاب والجامعة لاحتياج مطبعة الجامعة .,99475.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة غطاسات ومضخات لبلدية محافظة البدائع ,42500.0
وزارة البلديات والإسكان,"16 March, 2025",تأمين وتوريد مبيدات لبلدية محافظة البدائع ,25825.0
وزارة الصحة,"16 March, 2025",فعالية إفطار رمضاني لمنسوبي الإدارات التنفيذية لتجمع مكة المكرمة الصحي,29210.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة طابعات,8050.0
وزارة البلديات والإسكان,"16 March, 2025",توريد بلاط سيراميك لبلدية محافظة المذنب,95565.0
وزارة البلديات والإسكان,"16 March, 2025",توريد علم المملكة العربية السعودية لبلدية محافظة المذنب,99140.0
وزارة الموارد البشرية والتنمية الاجتماعية,"16 March, 2025",تقديم خدمات الخبير الإكتواري للقوائم المالية لهيئة رعاية الأشخاص ذوي الإعاقة,26047.5
وزارة البلديات والإسكان,"16 March, 2025",توريد مواد لمستلزمات الورشة لبلدية محافظة المذنب,99930.0
وزارة البلديات والإسكان,"16 March, 2025",رفع وخفض مناهيل وبراييز لبلدية محافظة المذنب,99624.5
وزارة البلديات والإسكان,"16 March, 2025",صيانة النيوجيرسي لبلدية محافظة المذنب ,99475.0
وزارة البلديات والإسكان,"16 March, 2025",توريد مجسمات جمالية لعيد الفطر المبارك لبلدية محافظة رياض الخبراء.,497950.0
وزارة البلديات والإسكان,"16 March, 2025", توريد أعمدة إنارة مجلفنة وأذرع وكشافات لأعمال الصيانة الذاتية,299400.0
البيئة والمياه والزراعة,"16 March, 2025",برنامج تدريبي لمنسوبي المركز بعنوان (مفاهيم وتطبيقات الذكاء الاصطناعي),65550.0
وزارة البلديات والإسكان,"16 March, 2025",توريد أدوات سباكة وتمديدات زراعية,16830.46
وزارة المالية,"16 March, 2025", ورشة عمل تفاعلية لمكتب فريق العمل الدائم ,43200.0
وزارة البلديات والإسكان,"16 March, 2025",توريد أشجار وشتلات ,47955.0
وزارة البلديات والإسكان,"16 March, 2025",منافسة إعادة تأهيل مظلات مواقف السيارات التابعة لبلدية عريعرة ,97529.2
وزارة البلديات والإسكان,"16 March, 2025",منافسة تنفيذ السلامة المرورية للأرصفة ومعابر المشاة بشوارع متالع وعريعرة ,99820.0
وزارة الصحة,"16 March, 2025",خدمات الأنشطة التدريبية بالمركز الوطني لتعزيز الصحة النفسية  ,99000.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة واستبدال لوحة اليونيبول مقابل السوق المركزي ,0.0
جهات خاصة بمنافسات,"16 March, 2025",تنظيم وترتيب احتفال عيد الفطر المبارك 2025م  بمجمع ارادة والصحة النفسية بجدة - خدمات ارادة,18929.0
وزارة البلديات والإسكان,"16 March, 2025",توريد مجسمات جمالية لبلدية الخبراء ,88113.0
وزارة التعليم,"16 March, 2025",اصلاح مركبة اثر تعرضها لحادث مروري نوع شفرولية تاهو,3264.39
وزارة التعليم,"16 March, 2025",استقبال  وتسكين المناقشين وضيوف الجامعة,34503.0
هيئة تطوير المنطقة الشرقية,"16 March, 2025",تجديد رخص قواعد البيانات لمنصة سرد,84104.1
وزارة البلديات والإسكان,"16 March, 2025",توريد وتامين مبيدات لبلدية محافظة قرية العليا,50000.05
وزارة البلديات والإسكان,"16 March, 2025",اصلاح خارجي // تاهو رقم 1409,9000.0
وزارة البلديات والإسكان,"16 March, 2025",تامين وتوريد مواد النظافة لبلدية محافظة قرية العليا,61539.95
وزارة البلديات والإسكان,"16 March, 2025",تجديد اشتراك خدمة مقيم شامل لبلدية أضم,6440.0
جهات خاصة بمنافسات,"16 March, 2025",حجز قاعة لقاءات,387100.01
وزارة السياحة,"16 March, 2025",تقديم الخدمات الاستشارية لتقييم الخدمات الرقمية والبيانات لتمكين الوجهات السياحية,1979572.0
مشروع المملكة للإفادة من الهدي والأضاحي,"16 March, 2025",الاندماج الوظيفي للموظفين الجدد,92000.0
وزارة البلديات والإسكان,"16 March, 2025",استئجار سيارة 7 ركاب خمسة أبواب دفع رباعي لبلدية وادي جازان,99912.0
مكتب تحقيق الرؤية,"16 March, 2025",تنفيذ فعالتين للتعريف عن جودة الحياة بالمملكة التابعة لمركز برنامج جودة الحياة,0.0
وزارة البلديات والإسكان,"16 March, 2025",توريد قطع غيار معدات بلدية الحيانية والبرك,63761.75
وزارة البلديات والإسكان,"16 March, 2025",صيانة طريق العبسية (الشدنة),97232.5
وزارة البلديات والإسكان,"16 March, 2025",تأمين ملابس لعمال البلدية مع طباعة الشعار,98440.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة دورات المياه العامة لملعب ببلدية عسفان,197179.0
وزارة البلديات والإسكان,"16 March, 2025",عملية صيانة سور الكراج التابع لبلدية عسفان,98900.0
وزارة البلديات والإسكان,"16 March, 2025",عملية صيانة مجسمات العيد ببلدية عسفان,98670.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة وتأهيل اعمال ردم وتسوية أماكن تجمع مياه الامطار بجانب كوبري عسفان الغربي,98762.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة دهانات أرضية مجسم خريطة المملكة التابع لبلدية عسفان,98394.0
وزارة البلديات والإسكان,"16 March, 2025",بشأن الإفطار الرمضاني والعيد            ,0.0
مشروع المملكة للإفادة من الهدي والأضاحي,"16 March, 2025",توريد خدمات تسويقية للعملاء,27945.0
مشروع المملكة للإفادة من الهدي والأضاحي,"16 March, 2025",خدمات استشارية للمكتب التمثيلي في مملكة المغرب,78660.0
هيئة تطوير مكة,"16 March, 2025",إفطار رمضاني لمنسوبي هيئة تطوير منطقة مكة المكرمة لعام 1446ه ,54000.0
الهيئة العامة للطيران المدني,"16 March, 2025",مشروع إصلاح المولدات في الصالة الملكية بمطار خليج نيوم,99820.0
وزارة البلديات والإسكان,"16 March, 2025",إقامة الدوري الرمضاني لكرة القدم لعام 1446,0.0
وزارة البلديات والإسكان,"16 March, 2025",توريد مجسمات جمالية بمناسبة العيد,97750.0
وزارة البلديات والإسكان,"16 March, 2025",طلبات لتجهيز احتفال العيد الفطر,0.0
وزارة البلديات والإسكان,"16 March, 2025",عملية تأمين أعمدة ومواد كهرباء لمدخل مركز أم الشفلح التابعه لبلدية اللهابه,97149.7
وزارة البلديات والإسكان,"16 March, 2025",عملية منافسة تأمين مواد زراعيه لمدخل مركز أم الشفلح التابعه لبلدية اللهابه,97083.0
وزارة البلديات والإسكان,"16 March, 2025",عملية منافسة تأمين مواد نظافه لبلدية اللهابه,0.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة دهانات الأرصفة بالقرى التابعة لبلدية اللهابة حسب المذكور في جدول الكميات,0.0
وزارة البلديات والإسكان,"16 March, 2025",عملية منافسة تأمين بنزين 91 لسيارات البلديه لبلدية اللهابه,99092.05
وزارة البلديات والإسكان,"16 March, 2025",عملية منافسة صيانة دهانات ارصفة الطرق بمركز القرعاء واللصافه وام الشفلح التابعه لبلدية اللهابه,0.0
وزارة البلديات والإسكان,"16 March, 2025",عملية منافسة تأمين ديزل لمعدات والآلات البلدي لبلدية اللهابه,96535.6
وزارة البلديات والإسكان,"16 March, 2025",عملية منافسة تأمين مستلزمات ومواد لمعالجة التشوه البصري لمدخل ام الشفلح التابعه لبلدية اللهابه,97068.34
وزارة البلديات والإسكان,"16 March, 2025",ترحيل مخلفات مجهولة المصدر ببلدية الحيانية والبرك,126500.0
وزارة البلديات والإسكان,"16 March, 2025",‏‏توريد محروقات ديزل لمعدات بلدية عين دار,0.0
وزارة البلديات والإسكان,"16 March, 2025",صيانة الكاسر البحري في الشاطئ الرملي لبلدية محافظة الخفجي,99618.75
وزارة البلديات والإسكان,"16 March, 2025",تأمين فرش لمقر الضيافة,0.0
وزارة البلديات والإسكان,"17 March, 2025",تجهيزات الاحتفال بعيد الفطر المبارك ببلدية الساحل,96600.0
وزارة البلديات والإسكان,"17 March, 2025",تجهيزات الهوية الجديدة ببلدية الساحل,99952.25
وزارة البلديات والإسكان,"17 March, 2025",توريد خيش زراعي لحماية الأشجار والشتلات ,98037.5
وزارة البلديات والإسكان,"17 March, 2025",تأمين وتوريد أدوات صيانة لأعمال الصيانة ,99872.33
وزارة الموارد البشرية والتنمية الاجتماعية,"17 March, 2025",نظام الحضور والانصراف,62100.0
وزارة البلديات والإسكان,"17 March, 2025",توريد اكياس للنفايات  واللحوم ,99590.0
