الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال
وزارة المالية,"5 March, 2025",دراسة معيارية حول مكافحة تهريب المخدرات والمؤثرات العقلية,4847250.0
هيئة تطوير الأحساء ,"5 March, 2025",دراسة جدوى المركز اللوجستي,1333074.87
وزارة البلديات والإسكان,"5 March, 2025",تامين وتوريد قطع غيار لقصاصات النجيل ببلدية محافظة قرية العليا,99288.13
وزارة البلديات والإسكان,"5 March, 2025",عملية الصيانة الوقائية لجاهزية المباني للحالات المطرية لمرافق بلدية محافظة طريف,88895.0
وزارة البلديات والإسكان,"5 March, 2025",صيانة ومعالجة الكتابات المشوهة للمنظر العام التشوه البصري لبلدية البطحاء,99475.0
وزارة الرياضة,"5 March, 2025",مشروع إعداد وتصميم وتنفيذ برامج ومبادرات رياضية في محافظة الاحساء,0.0
وزارة الصحة,"5 March, 2025",احتياج الصيانة الطبية  بمستشفى وادي الدواسر العام  للبطاريات غير قابلة للشحن,26795.0
وزارة الصحة,"5 March, 2025",SUTURE VICRYL SZ 0 NEEDLE CTX 50MM 1/2 C ROUND BODIED COATED (POLYGLACTIN 910) VIOLET BRAIDED 90 CM ABSORBABLE,64152.0
وزارة النقل,"5 March, 2025",توريد وتركيب بوابات دخول السيارت فرع وزارة النقل والخدمات اللوجستية بمنطقة مكة المكرمة,19837.5
وزارة البلديات والإسكان,"5 March, 2025",صيانة شبكات الري ومضخات بحدائق وساحات بلدية البطحاء,99532.5
وزارة البلديات والإسكان,"5 March, 2025",توريدبلدورات لبلدية البطحاء,99935.0
وزارة التجارة ,"5 March, 2025",الرصد الاعلامي,499968.25
وزارة البلديات والإسكان,"5 March, 2025",توريد ليات زينة لبلدية البطحاء,99820.0
وزارة البلديات والإسكان,"5 March, 2025",توريد ديزل لسيارات ومعدات بلدية الصرار,83000.0
وزارة البلديات والإسكان,"5 March, 2025",صيانة معدات بلدية شري,99457.75
وزارة الصحة,"5 March, 2025","RFQ 3258037  TUBE VACUTAINER, K2 EDTA / GEL, 8.5 ML, SIZE 16X100, HEMOGARD LIGHT LAVENDER CAP, PACK/100",65000.0
وزارة البلديات والإسكان,"5 March, 2025",توريد أسمنت لبلدية الخبراء ,67390.0
وزارة الرياضة,"5 March, 2025",إعداد وتصميم وتنفيذ برامج ومبادرات رياضية في منطقة الحدود الشمالية,200617.5
وزارة الصحة,"5 March, 2025","منافسة تامين مستلزمات طبية PAPER PRINT TYPE I,PAPER ECG,PAPER THERMAL لمستشفيات تجمع نجران الصحي KA-2025-011",498000.0
وزارة البلديات والإسكان,"5 March, 2025",توريد رمل واسمنت ,97060.0
وزارة البلديات والإسكان,"5 March, 2025",توريد كفرات بوب كات ,29325.0
وزارة البلديات والإسكان,"5 March, 2025",صيانة وتأهيل المزروعات المتهالكة بلدية البطحاء,99475.0
وزارة البلديات والإسكان,"5 March, 2025",توريد أجهزة ومستلزمات تقنية لإدارة التحول الرقمي,62604.85
وزارة البلديات والإسكان,"5 March, 2025",مشروع توريد محروقات  لبلدية الدليمية,404400.0
وزارة البلديات والإسكان,"5 March, 2025",توريد وتركيب لوحات اعلانية للمواقع الاستثمارية بمحافظة الليث والنطاق التابع لها ,58765.0
وزارة البلديات والإسكان,"5 March, 2025",اعمال صيانة مشاتل بلدية محافظة الغاط ,88895.0
وزارة البلديات والإسكان,"5 March, 2025",توريد وتنفيذ تصميم مطبوعات,56692.7
البيئة والمياه والزراعة,"5 March, 2025",توريد قطع غيار تكييف لمنظومة انتاج الجبيل 60017144 الساحل الشرقي ,257634.5
وزارة الرياضة,"5 March, 2025",إعداد وتصميم وتنفيذ برامج ومبادرات رياضية لذوي الإعاقة في منطقة عسير,0.0
وزارة البلديات والإسكان,"5 March, 2025",منافسة أعمال ردم الحفر والمستنقعات بعريعرة ,99360.0
وزارة الصحة,"5 March, 2025",منافسة تأمين زيوت ومشتقاتها لمركبات المحافظات التابعة لتجمع نجران الصحي ADR-2025-27,498640.0
وزارة الاقتصاد والتخطيط,"5 March, 2025",تشغيل خدمات الأمن السيبراني,18837000.0
مركز برنامج التحول الوطني,"5 March, 2025",توفير خدمات دعم محتويات التواصل الرقمي لمركز برنامج التحول الوطني,76576.2
المؤسسة العامة للموانئ,"5 March, 2025",توريد مطبوعات لميناء الملك فهد الصناعي بالجبيل,87917.5
مجمع الملك عبدالعزيز للمكتبات الوقفية,"5 March, 2025",دورة تدريبية (مهارات التواصل الفعال للمراجع الداخلي) عن بعد بتاريخ 13-17 ابريل 2025 المقامة  من الجمعية السعودية للمراجعين الداخليين لموظف إدارة المراجعة الداخلية بمجمع الملك عبدالعزيز للمكتبات الوقفية ,2300.0
وزارة البلديات والإسكان,"5 March, 2025",توريد مواد بناء لمنتزهات الحاجب لبلدية محافظة عنيزة,0.0
وزارة الصحة,"5 March, 2025",تامين احتياج مكتب المدير العام بفرع وزارة الصحة بنجران ,92460.0
وزارة البلديات والإسكان,"5 March, 2025",توريد اديترات لمعدات بلدية محافظة عنيزة,346725.0
وزارة الصحة,"5 March, 2025",تطوير بيئة العمل لإدارة نواقل المرض بفرغ وزارة الصحة ,0.0
وزارة البلديات والإسكان,"6 March, 2025",إقامة حفل ختامي لمهرجان تمور الجوف الحادي عشر,99302.5
وزارة البلديات والإسكان,"6 March, 2025",توريد احجار مختلفة الاحجام لصيانة الجزر الوسطية والتدخلات الجمالية- بلدية محافظة حبونا   ,96213.6
وزارة النقل,"6 March, 2025",تأمين قطع غيار معدات فرع وزارة النقل والخدمات اللوجستية بمنطقة القصيم,29773.5
وزارة البلديات والإسكان,"6 March, 2025",منافسة توريد كفرات لبلدية الدليمية,496179.0
وزارة البلديات والإسكان,"6 March, 2025",مشروع صيانة القرية التراثيه لبلدية الدليميه,488865.0
وزارة البلديات والإسكان,"6 March, 2025",صيانة مبنى بلدية الدليميه,489440.0
وزارة البلديات والإسكان,"6 March, 2025",مشروع استئجار معدات لبلدية الدليميه,482034.0
وزارة البلديات والإسكان,"6 March, 2025",مشروع توريد سور من الاسمنت بورد لبلدية الدليميه,494500.0
البيئة والمياه والزراعة,"6 March, 2025", ازالة الشبك والمخلفات للطريق الرئيسي بمنظومة انتاج الشقيق  ,89930.0
وزارة البلديات والإسكان,"6 March, 2025",توريد ديزل - بلدية محافظة الأسياح,98900.0
وزارة البلديات والإسكان,"6 March, 2025",تأمين وتوريد قطع غيار معدات    ,0.0
وزارة التعليم,"6 March, 2025",تأمين و تجهيز موقع حفل تخرج الدفعة 19لطلاب وطالبات جامعة الباحة ,277794.0
وزارة البلديات والإسكان,"6 March, 2025",مستلزمات وغرفة عمليات أجاويد 3 الرمضانية ,73715.0
المؤسسة العامة للموانئ,"6 March, 2025",نقل الأصول الموجودة في الهيئة العامة للموانئ,26450.0
وزارة البلديات والإسكان,"6 March, 2025",توريد بلاط اسمنتى متشابك (انترلوك),281750.0
وزارة البلديات والإسكان,"6 March, 2025",توريد حديد وادوات كهربائية لصيانة بعض المجسمات بالميادين,87308.0
وزارة البلديات والإسكان,"6 March, 2025",صيانة وتأهيل بعض الميادين بمحافظة طبرجل,289685.0
وزارة التعليم,"6 March, 2025",تأمين قطع غيار لجهاز fourier-transform infrared spectroscopy  ,17250.0
وزارة البلديات والإسكان,"6 March, 2025",صيانة مظلة الالعاب بالحديقة العامة,97888.0
وزارة التعليم,"6 March, 2025",تصميم وطباعة مطبوعات برنامج الولاء الوظيفي,29716.0
مشروع المملكة للإفادة من الهدي والأضاحي,"6 March, 2025",أعمال البنيه التحتيه لتمديد الخط الساخن ,8625.0
وزارة البلديات والإسكان,"6 March, 2025",طلب ترميم مقدمة المركبه تاهو////////1444,1800.0
وزارة البلديات والإسكان,"6 March, 2025",تامين ديزل لمحطة بلدة رابغ,51525.75
وزارة البلديات والإسكان,"6 March, 2025",صيانة واستبدال قطع غيار لمعدات بلدية أحد المسارحة,99475.0
هيئة الهلال الأحمر السعودي,"6 March, 2025",توفير رخصة برنامج ترحيل البلاغات لعدد 725 فرقة اسعافية,4712355.0
وزارة البلديات والإسكان,"6 March, 2025",توريد أدوات و مواد لصيانه المباني  لبلديه محافظه الدلم ,97721.25
وزارة البلديات والإسكان,"6 March, 2025",تأمين أسمدة لزوم قسم الزراعة لتحسين الغطاء النباتي لبلدية مليجة,99176.0
الهيئة العامة للترفيه,"6 March, 2025",تجديد خدمة التصديق الرقمي,79350.0
وزارة البلديات والإسكان,"6 March, 2025",توريد سخانات مياه لبلدية محافظة رأس تنورة ,99820.0
وزارة البلديات والإسكان,"6 March, 2025",صيانة الكيابل الكهربائية بشوارع ومرافق بلدية مليجة,99187.5
وزارة الصحة,"6 March, 2025","تأمين SOL RFT GLUCOSE WATER 5%, 90ml ORAL BOTTLE",2090.0
وزارة البلديات والإسكان,"6 March, 2025",صيانة المسطحات الخضراء لتحسين المشهد الحضري بمليجة وانطاع,99245.0
وزارة البلديات والإسكان,"6 March, 2025",تأمين مستلزمات ضيافة لزوم مبنى البلدية,11350.5
وزارة البلديات والإسكان,"6 March, 2025",مشروع فعالية عيد الفطر المبارك لعام 1446هـ  ,47650.0
وزارة التعليم,"6 March, 2025",تأمين الهدايا التذكارية لمشاركة الجامعة بالمعرض المقام في رواندا ,19375.2
وزارة البلديات والإسكان,"6 March, 2025",صيانة لوحات كانتليفر على الطرق التابعة لبلدية محافظة المذنب,499058.6
وزارة البلديات والإسكان,"6 March, 2025",صيانة لوحات البنر في المحافظة,86112.0
وزارة البلديات والإسكان,"6 March, 2025",صيانة مجسم الساعة بمحافظة المذنب,0.0
وزارة البلديات والإسكان,"6 March, 2025",تأهيل الشوارع والطرق والتقاطعات ببلدية تمير-الوفر,250470.0
وزارة البلديات والإسكان,"6 March, 2025",توريد محروقات الي خزانات بلدية الشبحة,4.2
وزارة البلديات والإسكان,"6 March, 2025",توريد خرسانة بيضاء نص بوصة,33350.0
وزارة البلديات والإسكان,"6 March, 2025",صيانة وإعادة تأهيل السوق الشعبي لبلدية محافظة خليص,95910.0
وزارة النقل,"6 March, 2025",تجهيز لقاء معالي الوزير مع كتاب الرأي والإعلاميين,99958.0
وزارة البلديات والإسكان,"6 March, 2025",تجهيزات مبادره بسطه خير السعوديه التابعه لوزاره البلديات والاسكان,94070.0
وزارة النقل,"6 March, 2025",تجهيز زيارة معالي الوزير وقادة منظومة النقل لمنطقة المدينة المنورة,99895.9
هيئة الهلال الأحمر السعودي,"6 March, 2025",فحص وصيانة وتعبئة أسطوانات الاكسجين لمنطقة مكة المكرمة لعام 1446هـ,56637.5
وزارة النقل,"6 March, 2025",إعداد تقرير محاسبي متخصص في دراسة الأثر المترتب على اثبات فئة الذمم المدينة,28750.0
هيئة تطوير منطقة عسير,"6 March, 2025",تقييم عقاري لأرض استثمارية,30000.0
وزارة البلديات والإسكان,"6 March, 2025",توريد اشجار و زهور لصيانة الحدائق و الممرات - بلدية محافظة حبونا  ,96715.0
وزارة البلديات والإسكان,"6 March, 2025",توريد واطلاق وتفعيل اجهزة تترا لأعمال الطوارئ,29440.0
وزارة البلديات والإسكان,"6 March, 2025",توريد خرسانة مع صبها بالمواقع التي تحددها البلدية ,247499.91
وزارة البلديات والإسكان,"6 March, 2025",صيانة ابار بالعيساوية والقري التابعة لها ,248700.0
وزارة البلديات والإسكان,"6 March, 2025",توريد اشكال من قطاعات الحديد المزخرفة المضاءة,99130.0
وزارة البلديات والإسكان,"6 March, 2025",توريد ديزل ,0.0
الهيئة العامة للغذاء والدواء,"6 March, 2025",تأمين مواد تحليل للكشف عن الميكروبات ,99698.0
وزارة البلديات والإسكان,"6 March, 2025",توريد وتركيب نظام كاميرات مراقبة وإعادة تعبئة طفايات الحريق لمباني البلدية والمستودعات,0.0
وزارة التعليم,"6 March, 2025",تقديم برامج تدريبية لمنسوبي جامعة المجمعة ,217350.0
المكتب الإستراتيجي لتطوير منطقة جازان,"6 March, 2025",تنظيم فعالية لزيارة سمو النائب ورئيس اللجنة الاشرافية للمكتب ,0.0
مكتب تحقيق الرؤية,"6 March, 2025",مشاركة مركز برنامج جودة الحياة في ملتقى المبدعين من ذوي الإعاقة,0.0
مركز جودة الحياة,"6 March, 2025",اشتراك في بيانات مؤشر نسبة مساحة المولات بالمتر المربع على الفرد,94636.95
وزارة الاقتصاد والتخطيط,"6 March, 2025",متطلبات فنية لإقامة ورشة عمل مسوح القوى العاملة,97060.0
هيئة المحتوى المحلي والمشتريات الحكومية,"6 March, 2025",توريد وتجديد الدعم الفني لرخص مايكروسوفت لعام 2025م,228599.3
مركز مشاريع البنية التحتية بمنطقة الرياض,"6 March, 2025",‏ترقية قاعة الاجتماعات بمتطلبات البروتوكول والمراسم,90355.5
مركز مشاريع البنية التحتية بمنطقة الرياض,"6 March, 2025",طباعة التقرير السنوي بنسخ فاخرة لعام 2024 RIPC,17077.5
وزارة البلديات والإسكان,"6 March, 2025",توريد فوانيس 200 واط لزوم أعمال الصيانة ,284165.0
وزارة البلديات والإسكان,"6 March, 2025",توريد مجسمات ولوحات وانارة لزوم عيد الفطر للعام 1446م,290260.0
وزارة الصحة,"6 March, 2025",منافسة تأمين مستلزمات فعاليات للمشاركة في تكريم الموظفين بإدارة الحج والعمرة بالمنافذ AD-009,490015.0
وزارة الصحة,"6 March, 2025",منافسة تأمين احتياج لوازم تنجيد مركبات المستشفيات الخارجية  ADR-2025-28,0.0
وزارة الصحة,"6 March, 2025",تأمين احتياجات  لإدارة الموارد البشرية بفرع وزارة الصحة بنجران ,92621.0
وزارة البلديات والإسكان,"6 March, 2025",منافسة عملية تأمين و توريد مستلزمات كهربائية لصيانة إنارة الطرق و الشوارع بالرفيعة ,99659.0
وزارة البلديات والإسكان,"6 March, 2025",صيانة ونقل لوحات لبلدية القريع بني مالك ,82800.0
وزارة البلديات والإسكان,"6 March, 2025",عملية منافسة صيانة المحولات الكهربائية لأعمدة الإنارة باللهابة والقرى التابعة لها,99843.0
وزارة البلديات والإسكان,"6 March, 2025",تأمين وتوريد وتركيب بنرات لمناسبات بلدية القريع بني مالك للعام 2025م,0.0
وزارة البلديات والإسكان,"6 March, 2025",توريد حديد و مواد متنوعه ,54682.62
وزارة البلديات والإسكان,"6 March, 2025",توريد مبيدات لمكافحة الحشرات,62441.5
وزارة البلديات والإسكان,"6 March, 2025", منافسة صيانة مسطحات الخضراء لتحسين المشهد الحضرى لبلدية اللهابه والقرى التابعة لها,99475.0
وزارة البلديات والإسكان,"6 March, 2025",منافسة تأمين أسمده لزوم قسم الزراعة لتحسين الغطاء النباتي الزراعي لبلدية اللهابه,98900.0
وزارة البلديات والإسكان,"6 March, 2025",منافسة صيانة العاب الأطفال لبلدية اللهابه والقرى التابعة لها,99302.5
وزارة البلديات والإسكان,"6 March, 2025",توريد أدوات زراعية لشبكات الري,136850.0
وزارة البلديات والإسكان,"6 March, 2025",منافسة صيانة وتوريد خرسانة أسمنتيه مسلحه للبلديه اللهابه,99187.5
وزارة البلديات والإسكان,"6 March, 2025",تورد خرسانة مسلحة ,150075.0
وزارة البلديات والإسكان,"6 March, 2025",توريد فلاتر ,48426.5
وزارة البلديات والإسكان,"6 March, 2025",توريد كفرات,39939.5
وزارة الطاقة والصناعة والثروة المعدنية,"7 March, 2025",توريد دروع تكريم المشاركين في تدشين الأكاديمية ,4802.4
وزارة الصحة,"7 March, 2025",تأمين قطع غيار مركبات قسم الصيانة بإدارة نواقل المرض بفرع وزارة الصحة بمنطقة نجران ,495949.0
وزارة البلديات والإسكان,"8 March, 2025",تــوريد وطباعة وصيانة لوحـات وبنـرات لـزوم الاحتفـال بعيد الفطر1446هـ - بلديــة محافظــة بدرالجنــوب,18151.6
وزارة البلديات والإسكان,"8 March, 2025",توريد مطبوعات واستيكرات ومستلزمات مبادرة أجاويد 3,79580.0
وزارة الصحة,"8 March, 2025",تأمين زيوت ومشتقاتها  لقسم الصيانة بإدارة نواقل المرض بفرع وزارة الصحة بنجران ,0.0
وزارة الصحة,"8 March, 2025",تأمين احتياجات لإدارة الازمات والكوارث  بفرع وزارة الصحة بنجران ,93541.0
وزارة البلديات والإسكان,"8 March, 2025",تجهيز فعاليات عيد الفطر المبارك 1446,229356.0
وزارة البلديات والإسكان,"8 March, 2025",منافسة عملية صيانة و توريد زينة شهر رمضان المبارك بطريق الملك عبدالله بالرفيعة ,99935.0
وزارة البلديات والإسكان,"8 March, 2025",منافسة عملية تأمين و توريد سارية علم لبلدية الرفيعة ,99889.0
وزارة البلديات والإسكان,"8 March, 2025",منافسة عملية صيانة مظلة بلدية الرفيعة ,99567.0
وزارة البلديات والإسكان,"8 March, 2025",منافسة عملية صيانة مدخل مركز البويبيات لبلدية الرفيعة,99820.0
وزارة البلديات والإسكان,"9 March, 2025",عملية منافسة تأمين أثاث وأجهزه لمكتبه لمكتب رئيس البلدية لبلدية اللهابه,99647.5
وزارة البلديات والإسكان,"9 March, 2025",عملية تأمين مواد متنوعه لقسم الزراعة  وقسم المشاريع وقسم الصيانه لبلدية اللهابه,99567.0
وزارة البلديات والإسكان,"9 March, 2025",عملية صيانة دورات مياه مكتب رئيس البلدية ودورة مياه وقاعة الاجتماعات لبلدية اللهابه,99686.6
وزارة البلديات والإسكان,"9 March, 2025",عملية منافسة صيانة خيمة بيت شعر وأعمال كسر حجر وبردورات باستراحة البلدية بلدية اللهابه,99700.4
البيئة والمياه والزراعة,"9 March, 2025",تغطية إعلامية لجولة الجياد العربية للفترة من 9-12 ابريل 2025 لمركز الملك عبدالعزيز للخيل العربية الاصيلة.,98000.0
وزارة الطاقة والصناعة والثروة المعدنية,"9 March, 2025",توفير نظام التحكم بالدخول للشبكة للمركز السعودي للشراكات الإستراتيجية الدولية,215050.0
وزارة العمل والتنمية الاجتماعية,"9 March, 2025",اعمال توريد قطع غيار مصاعد مباني الوحدات التدريبية بمنطقة تبوك,58995.0
وزارة البلديات والإسكان,"9 March, 2025",توريد مجسمات جماليه لعيد الفطر ,99784.35
وزارة البلديات والإسكان,"9 March, 2025",صيانة شيول الفركاوة وبالدوزر ,0.0
وزارة الصحة,"9 March, 2025",ACCOMMODATION FOR SPEAKERS AND TRAINERS,5980.0
وزارة الصحة,"9 March, 2025","A TRAVEL TICKET FROM ISTANBUL, TURKEY BUSINESS CLASS BACK & FORTH",28500.0
وزارة التعليم,"9 March, 2025",توريد المياه المحلاة لمواقع جامعة الملك خالد بتهامه,3125562.0
وزارة الصحة,"9 March, 2025",تأمين QCII translational software,78121.8
وزارة البلديات والإسكان,"9 March, 2025",صيانة وتأهيل وتوسعة بعض الطرق المتفرقة بوادي بن هشبل,829035.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة المسطحات الخضراء والألعاب بالحدائق بوادي بن هشبل,434240.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة ومعالجة التشققات والحفر بالطرق التابعة لبلدية وادي بن هشبل,760955.0
وزارة التعليم,"9 March, 2025",تجديد الدعم الفني على أجهزة النسخ الاحتياطي لمدة 24 شهر ,84304.2
وزارة التعليم,"9 March, 2025",توريد اشرطة النسخ الاحتياطي,0.0
وزارة البيئة والمياه والزراعة,"9 March, 2025",تأمين و توريد قطع غيار للمعدات العاملة بالمؤسسة,51138.2
وزارة الخدمة المدنية,"9 March, 2025",توريد توزيعات لمنسوبي المعهد بمناسبة عيد الفطر المبارك للعام 1446هـ,46920.0
صندوق التنمية العقارية,"9 March, 2025",تجهيز وتشغيل مشاركات الصندوق العقاري في الفعاليات والمعارض المحلية ,5100000.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة صهاريج لنقل المياة ,30705.0
وزارة الصحة,"9 March, 2025",توريد وتامين غسالات لسكن التمريض بمستشفى وادي الدواسر العام ,23184.0
وزارة البلديات والإسكان,"9 March, 2025",توريد خلطة أسفلتيه حارة لقسم التشغيل والصيانة بلدية محافظة المجمعة ,299620.08
البيئة والمياه والزراعة,"9 March, 2025",توريد مواد وقطع غيار تكييف - COMPRESSOR AIR CONDITIONING - للهيئة السعودية للمياه لمنظومة انتاج جدة بالساحل الغربي,77970.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة بوابات الدخول والخروج لمقر البلدية - بلدية محافظة الرس,98210.0
البيئة والمياه والزراعة,"9 March, 2025",توريد مواد وقطع غيار ميكانيكية - O-RING ELASTOMERIC - GASKET SPIRAL WOUND - للهيئة السعودية للمياه لمنظومة انتاج جدة بالساحل الغربي,2875.0
وزارة المالية,"9 March, 2025",خدمة توفير باقة الرد الالي ,7460.05
وزارة المالية,"9 March, 2025",اتفاقية اطارية تقديم خدمات النقل الترددي لمبنى امانة اللجان الزكوية والضريبية والجمركية في مدينة الرياض,13225.0
وزارة البلديات والإسكان,"9 March, 2025",تأمين وتوريد بتموس مخصب وأسمدة ومبيد فطري لمشتل بلدية الزلفي,76866.0
البيئة والمياه والزراعة,"9 March, 2025",توريد مواد وقطع غيار استهلاكية - ANALYSER LABORATORY - UV VIEWING CABINET - SAMPLER UNIT - للهيئة السعودية للمياه لمنظومة انتاج القنفذة بالساحل الغربي,56902.25
وزارة البلديات والإسكان,"9 March, 2025",صيانة حاويات نظافة لبلدية محافظة القنفذة,69862.5
وزارة السياحة,"9 March, 2025",تقديم الخدمات الاستشارية لدراسة تكلفة وممارسة الأعمال في القطاع السياحي  للعام 2025م,4900000.0
وزارة البلديات والإسكان,"9 March, 2025",مبادرة اجاويد ( بلدية محافظة بيشة ) ,85039.0
وزارة البلديات والإسكان,"9 March, 2025",توريد ديزل لبلدية محافظة النبهانية,470400.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة ميدان ابطال الصحة لبلدية محافظة النبهانبة,498410.0
وزارة البلديات والإسكان,"9 March, 2025",طلب تأمين اطارات لسيارات الأمانة لزوم الادراة العامة للتشغيل والصيانة و بلدية العيون,39606.0
الهيئة العامة لعقارات الدولة,"9 March, 2025",حضور مؤتمر عقود الفيديك لمنسوبي الهيئة العامة لعقارات الدولة,0.0
وزارة البلديات والإسكان,"9 March, 2025",توريد محروقات لمعدات وسيارات البلدية ,98910.0
وزارة التعليم,"9 March, 2025",أداة تقييم تكامل دليل نشاط النظام الامني وملحقاته  ,43125.0
وزارة التعليم,"9 March, 2025",أداة مراقبة وتحليل مواقع الويب المظلم وأسماء المواقع ,57356.25
وزارة التعليم,"9 March, 2025",توريد مياة لكليات جامعة القصيم بالنظاق الغربي ,99820.0
وزارة النقل,"9 March, 2025",بشان تامين قطع غيار لزوم سيارات الفرع وزارة النقل بجازان,20437.23
وزارة التعليم,"9 March, 2025",تأمين وحدة كشف عيون لقسم البصريات بكلية العلوم الطبية التطبيقية ,97482.0
وزارة التعليم,"9 March, 2025",طلب صيانه أجهزة تقنية بكلية الاعمال والاقتصاد,44988.0
مدينة الملك عبدالعزيز للعلوم والتقنية,"9 March, 2025",توريد هليوم مسال معبأ في خزانات 750 لتر ,99187.5
وزارة البلديات والإسكان,"9 March, 2025",توريد وتركيب بوابات بمستودعات الأمانة الرئيسي - أمانة منطقة الباحة,92736.0
وزارة التعليم,"9 March, 2025",خدمات استشاريه لمكتب إدارة المشاريع بجامعة الملك خالد,9900000.0
هيئة الهلال الأحمر السعودي,"9 March, 2025",توريد علم بشعار الهيئة ,31625.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة واستبدال الإنارة لعيد الفطر,99199.0
وزارة البلديات والإسكان,"9 March, 2025",بخصوص طلب تأمين اعلام سارية لدوار بلدية سيهات وعنك بمحافظة القطيف ,99015.0
وزارة الاتصالات وتقنية المعلومات,"9 March, 2025",برنامج تطوير ذوي الإمكانات العالية,949934.5
وزارة البلديات والإسكان,"9 March, 2025",اعداد الرفوعات المساحية للقطع  الاستثمارية الخام في مدينة حائل ,95450.0
وزارة البلديات والإسكان,"9 March, 2025",معالجة حفر الشوارع - بلدية محافظة بيشة ,921150.0
الهيئة العامة للطيران المدني,"9 March, 2025",تركيب استكرات للمركبات الهيئة العامة للطيران المدني,27600.0
وزارة المالية,"9 March, 2025",تحديث وتشغيل البنية المؤسسية,4350105.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة وتأهيل اللوحات الدعائية بنطاق بلدية محافظة الجموم ,98716.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة وتأهيل ملحقات ملاعب كرة القدم بنطاق بلدية محافظة الجموم,0.0
الهيئة الملكية للجبيل وينبع,"9 March, 2025",إفطار رمضاني لموظفي برنامج الخدمات الصحية بالهيئة الملكية بينبع ,49990.5
وزارة البلديات والإسكان,"9 March, 2025",تأمين وتوريد دهانات لزوم اعمال قسم المرافق,97405.0
وزارة البلديات والإسكان,"9 March, 2025",تأمين وتوريد بردورات ,91908.0
جهات خاصة بمنافسات,"9 March, 2025",الاشتراك في الخدمات القانونية لشبكة المحامين العرب.,31599.66
وزارة البلديات والإسكان,"9 March, 2025",تأمين وتوريد اسمنت بورتلاندي ,90160.0
وزارة البلديات والإسكان,"9 March, 2025",توريد انترلوك بمقاسات مختلفة ,95795.0
وزارة البلديات والإسكان,"9 March, 2025",توريد وتامين علم السعودية خارجي ,61525.0
وزارة البلديات والإسكان,"9 March, 2025",تأمين وتوريد ادوات ومستلزمات لمبادرة أجاويد ,36570.0
وزارة الصحة,"9 March, 2025",منافسة تامين ادوية عاجلة DENOSUMAB 60MG PREFILLED SYRINGE لمستشفيات تجمع نجران الصحي ALA-2025-003,735000.0
وزارة البلديات والإسكان,"9 March, 2025",تامين و توريد أدوات نظافة إصحاح بيئي ,39019.5
وزارة النقل,"9 March, 2025",لقاء إصلاح السيارة نوع راف فور التابعة لفرع وزارةالنقل والخدمات اللوجستية بمنطقة نجران ,9716.35
هيئة تطوير المنطقة الشرقية,"9 March, 2025",منصات عرض في عدة مواقع بمدينة الخبر,78890.0
وزارة النقل,"9 March, 2025",لقاء تأمين قطع غيار للسيارات فرع وزارة النقل والخدمات اللوجستية بمنطقة نجران ,6555.0
وزارة الصحة,"9 March, 2025",منافسة تامين صناديق حفظ الوثائق والمحفوظات لمستشفيات والمراكز الصحية والادارات التابعة لتجمع نجران الصحي MS-2025-001,496800.0
وزارة النقل,"9 March, 2025",لقاء تأمين قطع غيار للسيارات فرع وزارة النقل والخدمات اللوجستية بمنطقة نجران ,7475.0
البيئة والمياه والزراعة,"9 March, 2025",توريد مواد صناعية زيوت توربينات (oil turbine) لمنظومة انتاج مياه جدة بالساحل الغربي,36225.0
البيئة والمياه والزراعة,"9 March, 2025",توريد مواد وقطع غيار مختبرات (analyzers laboratory) لمنظومة نقل مياه الشقيق بالساحل الغربي,10120.0
وزارة الصحة,"9 March, 2025",منافسة تأمين محروقات للمركبات الخدمية والحافلات التابعة للمحافظات بتجمع نجران الصحي BDR-2025-001,0.0
وزارة البلديات والإسكان,"9 March, 2025",توريد كفرات وبطاريات للسيارات ومعدات بلدية الارطاوية  ,73002.0
وزارة البلديات والإسكان,"9 March, 2025",توريد وتركيب زينة رمضان بمحافظة ضرية,98935.65
وزارة البلديات والإسكان,"9 March, 2025",توريد غطاسات ودينموات لبلدية محافظة ضرية,0.0
وزارة البلديات والإسكان,"9 March, 2025",صيانة وتركيب اغطية مضلات لبلدية محافظة ضرية,42601.0
وزارة البلديات والإسكان,"9 March, 2025",توريد بحص ابيض لبلدية محافظة ضرية,98382.5
وزارة البلديات والإسكان,"9 March, 2025",تامين وتوريد مطبوعات لبلدية محافظة ينبع ,51290.0
وزارة البلديات والإسكان,"9 March, 2025",عملية تأهيل السلامة المرورية للطرق والأرصفة بمحافظة فرسان وقراها,92460.0
وزارة البلديات والإسكان,"9 March, 2025",عملية صيانة الدهانات لشوارع وارصفة محافظة فرسان وقراها,81238.3
وزارة البلديات والإسكان,"9 March, 2025",تأمين وتوريد قطع غيار وصيانة لسيارات البلدية ,329710.75
