Name,Description,Date,Amount
أدارة الموارد الذاتية بصحة جدة,مشروع تطوير شبكة مخارج الغازات بمستشفى الثغر العام بجدة ,2023-03-05,109999.92
وزارة البيئة والمياه والزراعة,إنشاء وتجهيز مزادات الأسماك بالقطيف,2023-01-03,2227033.65
هيئة الزكاة والدخل,توريد مياة لميناء ضباء,2022-08-18,563304.96
وزارة البيئة والمياه والزراعة,إنشاء وتجهيز مزادات الأسماك بالرايس,2023-03-19,2556979.0
الهيئة العامة لعقارات الدولة,نظام إدارة الحوكمة والمخاطر والالتزام والمراجعة الداخلية,2022-10-20,2808531.0
المديرية العامة للشؤون الصحية بمنطقة جازان,استكمال التأثيث الغير طبي لصالح مستشفى جازان العام ومستشفى الامير محمد بن ناصر ومستشفى الامل والصحه النفسيه,2022-11-16,1176546.0
المركز السعودي للشراكات الاستراتيجية الدولية,تقديم برنامج تدريبي لمنسوبي المركز السعودي للشراكات الإستراتيجية الدولية,2022-08-11,189199.15
جامعة شقراء,منافسة نقل طالبات جامعة شقراء للعام الجامعي 1444 هـ,2022-08-16,6172740.0
المركز الوطني لأدارة النفايات,ربط المركز الوطني لإدارة النفايات بالشبكة الآمنة الحكومية ,2022-11-24,326500.42
جامعة الملك عبدالعزيز,تأمين ملابس رياضية لإدارة النشاط الرياضي بعمادة شؤون الطلاب للأنشطة والمهارات بشطر الطالبات,2022-10-05,27635.65
الجامعة السعودية الالكترونية,الدعم الفني لنظام الحضور والانصراف لمدة (3 سنوات),2022-11-01,364991.25
إدارة التعليم بمحافظة الطائف,توريد المياه المحلاة للمدارس التابعة للإدارة العامة للتعليم بمحافظة الطائف بنين وبنات ومكاتب التعليم الخارجية التابعة لها,2022-12-15,15265915.1
إدارة التعليم بمنطقة مكة المكرمة,صيانة المعامل والمختبرات والأجهزة والوسائل التعليمية لمدارس التعليم العام للعام المالي 1443 - 1444هـ,2022-08-01,240856.0
أمانة منطقة الرياض,تأمين وتوريد كفرات لمعدات وسيارات البلديه ,2022-07-28,165809.3
هيئة الزكاة والدخل,نظافة وصيانة وتشغيل المباني الجمركية وملحقاتها بميناء جازان ,2022-08-15,925801.0
إدارة التعليم بمحافظة القويعية,صيانة وإصلاح الملحق الواقع بجوار مجمع لجع  التعليمي للبنين ,2022-11-17,717600.0
برنامج الخدمات الصحية بالهيئة الملكية بينبع, توريد  وتركيب عدد (15) وحدة تكييف لقسم المغسلة بمبنى الخدمات الفنية ,2022-12-08,200000.0
بلدية محافظة البكيرية,صيانة وتشغيل الانظمة و الشبكات ببلدية محافظة البكيرية,2022-09-07,2947800.0
هيئة الهلال الأحمر السعودي,توريد مطبوعات ,2022-08-21,289799.13
المؤسسة العامة للتدريب التقني والمهني,تأمين آلة تصوير متعددة الوظائف للمنشآت التدريبية,2022-10-30,900000.0
جامعة الملك عبدالعزيز,تأمين على جميع السيارات جامعة الملك عبدالعزيز ضد الغير لمدة سنة ,2022-08-16,149960.0
المؤسسة العامة لتحلية المياه المالحة,توريد قطع غيار كهرباء لمحطات الشعيبة - الساحل الغربي .,2022-10-17,183000.0
أمانة منطقة تبوك,توريد بلدورات,2022-08-02,123510.0
بلدية عريعرة,مشروع حدائق وممرات مشاة وساحات (م2),2022-10-05,1660398.75
الهيئة السعودية للسياحة,تأهيل وتشطيب مقر الهيئة السعودية للسياحة الجديد,2022-10-23,62355943.55
الهيئة الملكية للجبيل وينبع - الإدارة العامة بالجبيل,تشغيل وصيانة شبكات الري,2023-03-07,139122295.6
مستشفى الملك فيصل التخصصي ومركز الأبحاث, تصنيع و توريد وتركيب لافتات اكريليك  لعرض لائحة حقوق المرضى ومسؤولياتهم في وحدات المرضى المنومين ومناطق الانتظار ,2023-02-23,79343.39
هيئة الزكاة والدخل,زيادة  التراخيص الانظمة الوصول و الهوية   ,2022-09-15,5475866.6
معهد الادارة العامة,إعادة طرح توفير وجبة إفطار المتدربين للحلقات التطبيقية بمعهد الإدارة العامة وفروعه,2022-10-05,176034.38
مدينة الملك سعود الطبية,تصميم واعداد وثائق الطرح والمنافسة لمشروع انشاء مبنى اكاديمية طب الأسرة ة والطب المنزلي,2022-09-08,496800.0
أمانة منطقة الرياض,شراء شيول بحفار خلفي ,2022-09-12,672750.0
وزارة الطاقة,التأمين ضد الغير على مركبات وزارة الطاقة ,2022-09-06,59225.0
إدارة التعليم بمنطقة تبوك,‏‏توريد قطع غيار مستلزمات الصيانة للمدارس ,2022-10-02,1219448.5
الهيئة العامة للأمن الغذائي,تشغيل مركز أمن المعلومات والشبكات في الإدارة العامة,2022-09-14,2470752.0
مستشفى الملك فيصل التخصصي ومركز الابحاث-جدة,تقديم خدمات الصيانة لأجهزة الأشعة المتنقلة  (DRX-Revolution & DRX-Revolution Plus) المصنعة من قبل كيرستريم (Carestream),2022-10-24,483000.0
مدينة الملك سعود الطبية,مشروع إحلال محطة غاز الهواء الطبي للبرج الطبي الأول,2022-10-05,1037534.6
بلدية محافظة رجال المع,سفلتة وارصفة وإنارة لطريق المستشفى الجديد بالمحافظة,2022-09-08,2209404.15
مدينة الملك سعود الطبية,مشروع إحلال محطة غلايات البرج الطبي الأول بمدينة الملك سعود الطبية,2022-10-12,2164221.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تقديم الدعم الفني وخدمات التشغيل والتراخيص لنظام الفوترة ومركز القيادة والتحكم ومعدات شبكات الكمبيوتر لقسم البنية التحتية لتكنولوجيا المعلومات في مستشفى الملك فيصل التخصصي ومركز الأبحاث - المدينة المنورة,2022-10-20,4999900.0
امانة محافظة حفر الباطن,توريد مستلزمات الصيانة المباشرة للشوارع لأمانة محافظة حفر الباطن,2022-08-29,6332670.5
مجلس شؤون الأسره,ملتقى الطفولة الثالث بعنوان (مستقبلنا بين ايدينا),2022-08-15,1199999.52
امانة محافظة حفر الباطن,توريد مستلزمات الصيانة المباشرة للإضاءة للأمانة محافظة حفر الباطن,2022-08-29,3461909.41
وزارة الموارد البشرية و التنمية الاجتماعية,مشروع تجديد تراخيص مايكروسوفت,2022-12-19,22999851.78
المركز الوطني للرقابه على الالتزام البيئي,الخدمات المدارة لمنصة التصاريح والتراخيص,2022-12-14,2188478.8
هيئة الزكاة والدخل,توريد مواد ومستلزمات الحظائر والتدريب 2022م للمركز الوطني للوسائل الحية بهيئة الزكاة والضريبة والجمارك,2022-09-27,4589507.0
أمانة منطقة الرياض,تأمين وتوريد مواد ثظافه لبلديه محافظه الدلم ,2022-07-28,86020.0
أمانة منطقة الباحة,سفلتة وأرصفة وإنارة للأمانة والبلديات التابعة (إنشاء وتطوير جادة الباحة) - أمانة منطقة الباحة -,2022-10-18,7908550.0
المؤسسة العامة لتحلية المياه المالحة,توريد قطع غيار ميكانيكية لادارة انظمة نقل مياه الجبيل  Submersible Pump 60006573,2022-09-28,119016.0
المركز السعودي للأعتماد,تصميم وتنفيذ بوث للمركز في المعرض السعودي للبنية التحتية ,2022-08-24,193085.0
أمانة منطقة القصيم,تامين انجيلة صناعية,2022-10-02,650325.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,استبدال الحواجز القديمة بنظام حواجز أحدث وعالية السرعة,2023-05-18,394900.8
إدارة التعليم بمنطقة نجران,صيانة طارئة لمدرسة متوسطة وثانوية صهيب بن سنان بنين,2023-04-03,279162.5
جامعة المجمعة,تطوير نظام برنامج الاختبارات الإلكترونية بجامعة المجمعة .,2022-11-02,300495.0
أمانة منطقة الباحة, تقييم ودراسة جدوى مبدئية للعقارات البلدية التابعة لأمانة منطقة الباحة-أمانة منطقة الباحة-,2022-12-05,347875.0
إدارة التعليم بمنطقة الحدود الشمالية,توريد وتركيب مظلات المدرسة الابتدائية الثانية الثلاثون بعرعر,2022-08-16,170775.0
وزارة الصناعة والثروة المعدنية,تطوير تجربة وواجهات المستخدم,2022-11-02,885500.0
إدارة التعليم بمنطقة نجران,صيانة طارئة للمستودعات الرئيسية بالمنطقة,2022-10-28,165404.5
إدارة التعليم بمنطقة نجران,صيانة طارئة لمدرسة معاذ بن جبل الابتدائية,2022-09-29,254865.3
مستشفى الملك خالد التخصصي للعيون,توريد نظام موازن تحميل الشبكة و توزيع الجهد الشبكي للخوادم والانظمة التقنية,2022-09-21,828250.96
وزارة البيئة والمياه والزراعة,تنفيذ حملات للإرشاد الزراعي والتعريف بالتقنيات الحديثة في جميع مناطق المملكة,2023-01-10,12677600.0
إدارة التعليم بمنطقة نجران,صيانة طارئة لمبنى التدريب والابتعاث  بنين ,2022-09-29,215711.25
بلدية محافظة الرس,صيانة شبكة الانارة بمحافظة الرس,2022-10-24,7487880.0
المؤسسة العامة لتحلية المياه المالحة,توريد وتركيب كيبل  لإمداد الطاقة لحالات الطوارئ أثناء استبدال المحول الرئيسي للمجمع السكني بمنظومة انتاج الجبيل,2022-11-16,564188.85
بلدية بني سعد,توريد نجيلة صناعية لصيانة مواقع تابعة لبلدية بني سعد,2022-10-02,227700.0
إدارة التعليم بالمنطقة الشرقية,تأمين طاولات وكراسي طلابية لمدارس المنطقة الشرقية,2022-09-25,1068961.8
الهيئة السعودية للبيانات والذكاء الاصطناعي,مشروع تفعيل التواصل الاستراتيجي مع مكاتب البيانات     ,2022-09-12,2788750.0
وزارة السياحة,تأمين مواد الضيافة للوزارة,2022-08-23,3477600.0
المركز الوطني للتنمية الصناعية,اشتراك في منصة الكترونية تحتوي على قاعدة بيانات تفصيلية لقطاع الصناعات الغذائية والقطاعات الفرعية والمنتجات لسوق المحلي والإقليمي والعالمي,2022-09-21,281451.0
الهيئة العامة للنقل,تأمين طابعات مكتبية ليزر ملونة للهيئة العامة للنقل,2022-11-14,110400.0
معهد الادارة العامة,تأمين مركبة سيدان 5 ركاب متوسطة الحجم ,2022-08-25,141734.99
وزارة البيئة والمياه والزراعة,إقامة مهرجان البطاطس بمنطقة حائل لعام 2022م,2022-09-21,241500.0
المركز الوطني للأرصاد,مشروع طلب إزالة أبراج الرادارت الغير مستخدمة من مطارات جازان والرياض وجدة ,2022-10-06,138000.0
الهيئة الملكية للجبيل وينبع - الرئاسة,حصر و جرد و تقييم الأصول الثابتة لبناء الأرصدة الافتتاحية,2022-11-01,27427501.15
التجمع الصحي بمكة المكرمة,تامين برامج التدريب الادري بالتجمع الصحي بمكة المكرمة,2022-11-17,227513.7
أمانة منطقة تبوك,تامين اجهزة رش مبيدات (بلدية محافظة تيماء),2022-09-15,243800.0
الهيئة العامة للطيران المدني,منافسة مشروع توريد وتركيب مولدات احتياطية وتغير نظام الاضاءات الى تقنية (LED) للصالة الملكية بمطار الملك خالد الدولي بالرياض,2023-02-15,2770200.0
جامعة الملك خالد,صيانة وتشغيل أجهزة ونظام الحضور والإنصراف بجامعة الملك خالد,2022-08-24,499974.0
وزارة الموارد البشرية و التنمية الاجتماعية, خدمات توريد رصيد رسائل نصية لوكالة التحول الرقمي,2022-09-25,4830000.0
تجمع الرياض الصحي الثاني,الصيانة والنظافة والتشغيل الغير طبي لمستشفى تمير العام,2023-02-15,29000000.0
وزارة البيئة والمياه والزراعة,دعم وتطوير الانتاج العضوي بجميع مناطق المملكة العربية السعودية,2022-11-02,4100000.0
المؤسسة العامة لتحلية المياه المالحة,الصيانة التصحيحية والدورية لوحدات التكييف للعمائر والفلل لمدة (6) شهور بالمجمع السكني لمنظومة الإنتاج بالخبر,2022-09-15,574425.0
الشئون الصحية بمنطقة مكة المكرمة,تطوير وترميم مبنى مقر إدارة الوفيات بمجمع الطوارئ بالمعيصم لعام 1443هـ ,2022-08-24,198375.0
بلدية محافظة عنيزة,تأمين بنرات و أعلام لبلدية محافظة عنيزة,2022-08-23,344540.0
المركز السعودي للشراكات الاستراتيجية الدولية,توفير اشتراك في منصة اعلامية لحلول معلومات الأعمال للمركز السعودي للشراكات الإستراتيجية الدولية,2022-08-11,121237.6
المديرية العامة للشؤون الصحية بالمنطقة الشرقية,تأمين حواجز بذراع للبوابات التابعة لمديرية الشئوون الصحية بالشرقية ,2022-09-01,291396.2
صندوق التنمية الزراعية,توريد وتركيب نظام مراقبة أداء التطبيقات على الشبكة (APM),2022-10-03,935000.6
الهيئة الملكية للجبيل وينبع - الرئاسة,منافسة وثائق التأمين الشامل للسنة التأمينية 2022 -2023م ,2022-08-16,18896293.1
جامعة المجمعة, نقل وتركيب عيادات كلية الاسنان بالزلفي من المبنى القديم الى المبنى الجديد ,2022-07-27,523365.0
بلدية محافظة الاسياح,صيانة الطرق بمحافظة الأسياح,2023-01-18,3400044.0
وزارة الصحة  -  الديوان العام,تشغيل وصيانة ودعم منصة أوتار لمراكز مراقبة السموم بوزارة الصحة ,2023-01-22,20496450.0
أمانة منطقة الرياض,اعمال ردم وتسوية لمواقع متعددة (اصحاح بيئي),2023-03-08,121612.5
أمانة منطقة الرياض,توريد مواد زراعية لحاجة المشتل والحدائق ,2022-08-17,287992.15
الهيئة السعودية للبيانات والذكاء الاصطناعي, نظام ادارة تقنية المعلومات الايزو  ,2022-09-12,394450.0
المؤسسة العامة لتحلية المياه المالحة,إصلاح للأعمال المدنية  والمعمارية لمنصة محطات المستقبل في محطة الجبيل ,2022-11-13,790000.0
الهيئة العامة للغذاء والدواء,تقديم خدمات ترجمة وتدقيق لغوي,2022-09-11,1380000.0
وزارة الشئون البلدية والقروية والأسكان,توريد وتشغيل رخص منصة الدعم الفني (ميكروفوكس HP) 		,2022-12-27,14999947.98
أمانة منطقة الرياض,صيانة الغطاسات ودفاعات الأبار الخاصة بالمسطحات الخضراء والحدائق والشلالات ببلدية محافظة الزلفي,2022-10-11,417320.74
أمانة المنطقة الشرقية,مشروع سفلتة وارصفه وإنارة ج 1بالدمام للعام 2022م,2022-10-02,11994097.5
أمانة منطقة الباحة,بشان طلب تامين زيوت للمعدات والسيارات ,2022-11-06,97290.0
الهيئة العامة للغذاء والدواء,تعيين طرف ثالث لسحب العينات من المنافذ الحدودية والمنشآت الخاضعة لرقابة الهيئة ,2023-03-15,9999925.05
أمانة منطقة الرياض,توريد ديزل لمحطة البلدية ,2022-09-11,191076.73
أمانة المنطقة الشرقية,مشروع عقد تنفيذ أعمال جائزة الأمين للتميز وفعاليات يوم الجودة العالمي الإدارة العامة للجودة والتميز المؤسسي بأمانة المنطقة الشرقية,2022-08-08,1488818.76
وزارة الاسكان,مشروع توريد وتشغيل رخص الخوادم الافتراضية,2022-12-27,17995396.94
وزارة الشئون البلدية والقروية والأسكان,توريد وتشغيل رخص منصة الاتصالات الإدارية.,2022-12-22,18897375.0
أمانة منطقة الرياض,توريد بنزين 91 لمحطة البلدية ,2022-09-11,294816.81
هيئة الزكاة والدخل, كراسة توفير حل متكامل لتقديم بيئة معزولة توفر الحماية الأمنية التقنية لبيئة النسخ الاحتياطي,2022-09-12,14446616.25
أمانة منطقة حائل,نظافة محافظة بقعاء والقرى والمدن التابعة لها,2022-11-21,1610460.0
أمانة محافظة الطائف, تنفيذ خدمات البنية التحتية لشبكة النقل العام بالحافلات بمدينة الطائف,2022-10-02,12919272.5
صندوق تنمية الموارد البشرية, تشغيل مراكز التوظيف (المنطقة رقم 3 ) ,2022-12-06,178994802.1
صندوق تنمية الموارد البشرية,تشغيل مراكز التوظيف (المنطقة رقم 2) ,2022-12-06,180010789.15
الهيئة العامة للترفيه,التأمين الطبي لمنسوبي الهيئة العامة للترفيه 2022-2023م,2022-10-02,16586256.8
الهيئة العامة للغذاء والدواء,توريد وتركيب وتشغيل نظام التحكم الأمني لتجارب بيت الحيوان بمجمع الميناء الجاف,2022-10-02,134478.24
الهيئة السعودية للبيانات والذكاء الاصطناعي,مشروع تنمية القدرات الوطنية في إدارة البيانات وحوكمتها وحماية البيانات الشخصية - (المرحلة الثانية) DNCDMP2,2022-09-28,9840705.25
صندوق تنمية الموارد البشرية, تشغيل مراكز التوظيف (المنطقة رقم 1) ,2022-12-06,178994802.1
وزارة البيئة والمياه والزراعة,إنشاء وتجهيز مصنع إعداد وتجهيز البن بمنطقة عسير,2022-12-28,15053905.72
وزاة التجارة,مشروع قناة تكامل الخدمات لوزارة التجارة المرحلة الثانية ,2022-08-30,4498570.0
الهيئة العامة للترفيه,توفير شاشات العرض,2022-08-24,1641627.3
الهيئة السعودية للبيانات والذكاء الاصطناعي,البوابات الإلكترونية لإنهاء إجراءات السفر في مطار الأمير محمد بن عبدالعزيز الدولي بالمدينة المنورة  (MED e-Gates),2023-03-31,19665058.27
المركز الوطني لنظم الموارد الحكومية,مشروع زيادة سعة البيانات ,2022-08-30,3785800.0
بلدية محافظة خميس  مشيط,توفير حزمة رسائل جوال(SMS),2022-08-29,24840.0
المديرية العامة للشؤون الصحية بمنطقة عسير,نقل النفايات الطبية الصادرة عن المنشآت الصحية,2022-10-17,6399999.31
إدارة التعليم بمحافظة شرورة,صيانة المظلات والسواتر لعدد من المدارس في تعليم شرورة,2022-11-27,468869.35
المديرية العامة للشؤون الصحية بمنطقة عسير,معالجة نفايات الرعاية الصحية الخطرة الصادرة عن المنشآت الصحية,2022-10-17,5486519.19
المديرية العامة للشؤون الصحية بمنطقة عسير,توريد المستهلكات والمستلزمات لنفايات الرعاية الصحية الخطرة,2022-12-14,19765259.0
بلدية العرضية الشمالية,توريد وتركيب كشافات ليد لبلدية العرضية الشمالية,2022-08-19,195500.0
جامعة نجران,تشغيل عيادات طب الأسنان بجامعة نجران,2023-03-21,20700000.0
جامعة المجمعة,تقديم خدمة التأمين ( ضد الغير ) على المركبات التابعة لجامعة المجمعة ,2022-07-27,237187.5
أمانة منطقة الرياض,توريد مكابس نفاية ,2022-09-13,1457625.0
أمانة العاصمة المقدسة,تنفيذ قنوات رئيسية وفرعية لتصريف مياه الأمطار شرق مكة المكرمة (مرحلة رابعة),2023-01-04,45879250.0
إدارة التعليم بمحافظة الليث,ترميم مجموعة من مدارس الطفولة المبكرة بالليث,2022-08-24,488900.0
المديرية العامة للشؤون الصحية بمنطقة عسير,جمع وتخزين نفايات الرعاية الصحية الخطرة بالمنشآت الصحية,2022-12-05,17319391.92
إدارة التعليم بمحافظة الأحساء, صيانة وإصلاح دورات المياه لعدد من مدارس البنين ( المجموعة الأولى ) بمحافظة الاحساء  ,2022-11-01,2167671.8
الهيئة الملكية لمدينة الرياض,مركز الاتصال الموحد لايقاف الأراضي في مدينة الرياض 2022,2022-10-31,4594971.89
بلدية العرضية الشمالية,توريد وتركيب كاميرات مراقبة لبلدية العرضية الشمالية ,2022-08-19,244444.0
إدارة التعليم بمحافظة الليث,الصيانة الطارئة للهياكل المعدنية للصالات الرياضية لمدارس محافظة الليث,2022-08-24,389400.0
أمانة منطقة عسير,تأمين سيارات بنظام التأجير,2022-09-05,17604274.06
إدارة التعليم بمحافظة الليث,الترميم بعزل الاسطح لمجموعة من المدارس بمحافظة أضم,2022-08-24,340111.35
جامعة جدة,مشروع متطلبات السلامة  الانشائية بمقر الجامعة في خليص والكامل   ,2023-02-16,6187172.5
الهيئة العامة للغذاء والدواء,تفعيل اختبارات الفعالية للقاحات البشرية,2022-09-18,613300.25
إدارة التعليم بمحافظة الليث,الترميم بعزل الاسطح لمجموعة من المدارس بمحافظة الليث,2022-08-24,278401.2
إدارة التعليم بمحافظة الليث,الصيانة الطارئة لمجموعة من المظلات الداخلية والخارجية لمجموعة من مدارس البنات ,2022-08-24,297850.0
جامعة الملك سعود,خدمات تسجيل حقوق الملكية الفكرية وصيانتها  في جامعة الملك سعود – معهد ريادة الأعمال,2022-12-14,4054729.04
أمانة منطقة القصيم,تأمين كيابل,2022-07-27,915428.75
بلدية محافظة بقيق,استكمال تأمين وتوريد مستلزمات الصيانة المباشرة (كهرباء) في محافظة بقيق لعام 1443ه ــ بلدية محافظة بقيق ,2022-09-21,572872.5
المؤسسة العامة لتحلية المياه المالحة,توريد قطع غيار ميكانيكية لمنظومة انتاج راس الخير Mechanical Seals 60006534,2022-12-19,811699.1
معهد الادارة العامة,توفير قاعات فندقية مع ضيافة للبرامج التدريبية لمركز الأعمال بمعهد الإدارة العامة ,2022-10-05,2972750.0
المؤسسة العامة لتحلية المياه المالحة,الربط بشبكة وزارة الداخلية MIFON,2022-09-29,2581405.0
جامعة الملك سعود,مشروع تجديد برنامج خدمات المستفيدين (Manage Engine Service Desk plus),2022-09-15,836552.55
بلدية محافظة الخرمة,صيانة مبنى الخدمات ببلدية محافظة الخرمة,2022-09-05,149384.22
بلدية الخبراء والسحابين,ادوات ومعدات خفيفة وستر سلامة لبلدية الخبراء,2022-09-19,42550.0
أمانة منطقة الرياض,توريد وتركيب الإنارة التجميلية جسر طريق الملك سلمان تقاطع طريق الملك فهد,2022-10-17,1033102.5
هيئة الزكاة والدخل,توريد طابعات خاصة بالبطاقات الجمركية ,2022-08-23,429065.0
إدارة التعليم بمنطقة الجوف,استكمال انشاء متوسطة طلعة عمار ,2022-11-27,2696889.29
إدارة التعليم بمنطقة مكة المكرمة,صيانة مدارس ( أبي شعيب الابتدائية للبنات - الابتدائية الثالثة بالجموم - ايهالا العليا الابتدائية للبنات - متوسطة أم محجن وثانوية نفيسة بنت الحسن بالكامل),2022-07-21,388930.0
إدارة التعليم بمحافظة الليث,الصيانة الطارئة لإزالة الأتربة حول أسوار المدارس لقطاع مدارس محافظة الليث,2022-10-05,202733.5
إدارة التعليم بمنطقة مكة المكرمة,صيانة مكتب التعليم جنوب مكة المكرمة,2022-07-21,306279.5
أمانة منطقة تبوك,توريد اعمدة انارة لبلدية الشبحة,2022-07-31,57500.0
إدارة التعليم بمحافظة عنيزة,عملية صيانة وإصلاح وتشغيل العـشب الطبيعي وملحقاته والاشجار للملعب الأساسي والرديف بمجمع الملاعب الرياضية بادارة التعليم بمحافظة عنيزة,2022-07-27,2015517.6
الهيئة الملكية للجبيل وينبع - الإدارة العامة بالجبيل,استئجار سيارات للأغراض الاشرافية والأمن الصناعي,2023-03-07,33894617.0
إدارة التعليم بمحافظة ينبع,صيانة واصلاح وتشغيل اجهزة التبريد والتكيف والتدفئة في المباني التعليمية المجموعة الثالثة قطاع ينبع النخل (بنين/ بنات),2023-02-19,1198254.0
بلدية محافظة الجموم,صيانة الأبار الارتوازية لري المزروعات التابعة لمرافق بلدية محافظة الجموم,2022-09-16,245180.0
أمانة منطقة القصيم,تأمين أثاث لأمانة منطقة القصيم,2022-08-03,399999.9
إدارة التعليم بمحافظة ينبع,صيانة وإصلاح وتشغيل أجهزة التبريد والتكييف والتدفئة في المباني التعليمية (المجموعة الأولى ) (ينبع البحر /بنين),2023-02-19,1299925.5
هيئة الرقابة النووية و الإشعاعية,تقديم خدمات التوظيف للموارد البشرية واستقطاب الكفاءات,2022-08-10,313778.42
أمانة منطقة نجران,مستلزمات الكوارث والأزمات (أمانة منطقة نجران),2022-11-01,52980787.5
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تقديم الصيانه وخدمات الدعم الفني لصيانة الجهاز الطبي ( MOBITRON ),2023-01-03,4000000.0
بلدية الربوعة,توريد حاويات وأكياس نفايات,2022-07-26,135930.0
بلدية محافظة الخرمة,توريد إطارات ولساتك لبلدية محافظة الخرمة,2022-09-11,372940.4
أمانة منطقة حائل,صيانة وتنفيذ خطوط مرورية عاكسة لحارات الطرق بالمحافظة,2022-11-16,183540.0
المؤسسة العامة لتحلية المياه المالحة,"توريد مولد كهربائي (GENERATOR,ELECT,ENGINE) لمنظومة انتاج الشعيبة - المستقبل 60006529 ELE SHO - LCD",2022-11-15,2173913.1
وزارة البيئة والمياه والزراعة,إنشاء وتجهيز مركز الخدمات التسويقية للمنتجات الزراعية بمنطقة القصيم,2023-01-23,23000000.0
المركز الوطني لتنمية الحياة الفطرية,مشروع خدمات الطباعة الشبكية,2022-09-20,1849959.0
هيئة الزكاة والدخل,تطوير وتحسين البنية التحتية,2022-08-10,3450000.0
مدينة الملك سعود الطبية,توريد نظم التشغيل والأنظمة والبرمجيات المرخصة على الخادمات والحاسبات الشخصية والوحدات الطرفية المعتمدة على تقنية Microsoft لمدينة الملك سعود الطبية,2022-10-17,9918529.99
هيئة رعاية الأشخاص ذوي الاعاقة,تقديم عدد من الدورات التدريبية لمنسوبي هيئة رعاية الأشخاص ذوي الإعاقة,2022-08-31,917712.5
المركز الوطني للتنمية الصناعية,تطوير وتحديث أنظمة ومعدات وأجهزة الاتصالات في المركز ,2022-09-21,955484.4
مدينة الملك سعود الطبية,توريد أجهزة طرفية لتشغيل النظام الطبي بمدينة الملك سعود الطبية بالرياض,2022-09-08,426190.0
بنك التنمية الاجتماعية,مشروع منافذ بيع مؤقتة للأسر المنتجة لفعاليات اليوم الوطني (سوق الدار 92),2022-08-24,9896397.45
بلدية الفرشة,استئجار اجهزة ومعدات والات اخرى لبلدية الفرشة (بوكلين),2022-07-27,178020.0
تجمع الرياض الصحي الثاني,مشروع نظام الأشعة وأرشفة الصور الطبية المركزي في تجمع الرياض الصحي الثاني (Centralized PACS),2023-06-06,15995350.0
أمانة منطقة الرياض,توريد أعمدة إنارة 8 متر,2022-09-07,490245.5
إدارة التعليم بمحافظة القنفذة,تأمين أثاث وتجهيزات برامج صعوبات التعلم والتربية الفكرية والتوحد وتعدد العوق,2022-12-08,560935.5
وزاة التجارة,تطوير وتجديد نظام الاتصالات الصوتي والمرئي,2022-09-27,4910004.35
أمانة محافظة جدة,تشغيل وصيانة الجسور والعبارات المستلمة من وزارة النقل داخل النطاق العمراني لمدينة جدة  المجموعة الأولى  16943,2023-01-16,44665482.5
أمانة محافظة جدة,صيانة وتحسين طريق الملك عبد العزيز 16927,2023-02-08,90170408.0
صندوق التنمية السياحي,دعم و تجديد رخص الموقع الخارجي لصندوق التنمية السياحي,2022-08-05,1896571.66
وزارة البيئة والمياه والزراعة,تشغيل وصيانة ونظافة مرافئ الصيد البحري بمنطقة جازان,2022-10-24,14490000.0
وزارة البيئة والمياه والزراعة,إقامة مهرجان الحمضيات بمدينة حائل لعام 2022م,2022-09-06,273125.0
إدارة التعليم بمحافظة ينبع,صيانة وإصلاح وتشغيل أجهزة التبريد والتكييف والتدفئة في المباني التعليمية (المجموعة الثانية) (قطاع ينبع البحر/ بنات),2023-02-19,1540080.0
تجمع الشرقية الصحي,تأمين طرف ثالث (تأمين ضد الغير ) للمركبات الاسعافية والخدمية بتجمع الشرقية الصحي ,2022-09-26,213060.5
الهيئة السعودية للبيانات والذكاء الاصطناعي,أبحاث ودراسات الأمن السيبراني (CSRS),2022-08-29,5363899.0
بلدية بني سعد,توريد ألعاب أطفال لبلدية بني سعد,2022-10-02,316643.3
بلدية القيصومه,توريد مواد بناء وزراعية وكهربائية وسباكة لدى بلدية القيصومة .,2022-08-28,572585.0
إدارة التعليم بمحافظة ينبع,صيانة واصلاح وتشغيل اجهزة التبريد والتكيف والتدفئة في المباني التعليمية المجموعة الرابعة قطاع العيص (بنين/ بنات),2023-02-19,1131900.0
وزارة النقل والخدمات اللوجستية-  الديوان العام,توريد وتركيب كاميرات إضافية لمبنى الوزارة الرئيسي,2022-10-09,832375.75
أمانة منطقة الرياض,توريد وتركيب الإنارة التجميلية لنفق طريق الأمير تركي الأول مع طريق مكة المكرمة,2022-09-01,6985801.5
أمانة منطقة الرياض,تأمين بلدورة وأنترلوك ومصدات لبلدية محافظة الزلفي,2022-10-04,897000.0
أمانة منطقة نجران,توريد حاويات نظافة بلدية محافظة حبونا,2022-11-03,866874.98
مجلس شؤون الأسره,مشروع صحة وسلامة الطفل وتعليمه في العالم الرقمي,2022-08-18,399999.9
وزارة الموارد البشرية و التنمية الاجتماعية,توحيد تطبيقات الجوال,2022-09-08,3996250.0
المؤسسة العامة للري,تامين مركبات لزوم الاعمال الميدانية للمؤسسة والفروع التابعة لها,2022-09-06,2437563.0
مجلس شؤون الأسره,تشغيل المنصة الإعلامية لمجلس شؤون الأسرة,2022-08-01,1282250.0
