Name,Description,Date,Amount
إدارة التعليم بمنطقة جازان, صيانة ومعالجة اسطح المدارس التعليمية ومعالجة التسريبات قطاع ابو عريش المجموعة الرابعة (روضة حاكمة ابو عريش بنات - روضة جميلة بالمجصص بنات - ابتدائية  البيض الأعلى بنات - البيض الأعلى بنين -ب/م البيض الأعلى بنات - روضةو الطفولة المبكرة بحاكمة ابي عريش بنات -ثانوية حاكمة ابي عريش مقررات ومسارات بنات -المتوسطة والاولى بحاكمة ابي عريش بنات-الطفولة المبكرة بحاكمة ابي عريش بنات ) ,2023-05-15,1868865.0
إدارة التعليم بمنطقة جازان,صيانة ومعالجة اسطح المدارس التعليمية ومعالجة التسريبات قطاع ابو عريش المجموعة الخامسة (الاساملة بنين ابتدائية بحرة بنات - البيض الأعلى بنين - ثانوية البديع والقرفي بنات-خبت سعيد- البديع والقرفي بنين-ب+م الخشابية بنات   ),2023-05-15,2019285.0
إدارة التعليم بمنطقة جازان,صيانة ومعالجة اسطح المدارس التعليمية ومعالجة التسريبات قطاع ابو عريش المجموعة الثانية (الثانوية الرابعة وهالة بنت خويلد-المتوسطة الثالثة والابتدائية الخامسة بنات -الطفولة المبكرة وروضة حسناء بنت معاوية-الثانوية الرابعة وثانوية هالة بنت خويلد بنات- الابتدائية الاولى ببرنامج ضعاف السمع بابو عريش بنات- المتوسطة الرابعة بابو عريش بنات  ),2022-11-21,1975010.0
إدارة التعليم بمنطقة جازان,صيانة ومعالجة اسطح المدارس التعليمية ومعالجة التسريبات قطاع ابو عريش المجموعة الثالثة (راح الجاجة بنين- روضة راح الحجاجة بنات- ابتدائية وروضة عياش بنات- رمادة السفلي الابتدائية بنين -رمادة السفلي بنين-متوسطة وثانوية السادلية بنات-روضة وابتدائية عياش بنات - ابتدائية ابو الجهوة بنات  ),2023-04-13,1769160.0
إدارة التعليم بمنطقة جازان,صيانة ومعالجة اسطح المدارس التعليمية ومعالجة التسريبات قطاع ابو عريش المجموعة الأولى ( ابتدائية البخاري ومتوسطة ابن باز - ثانوية موسى بن نصير-المتوسطة الرابعة بابوعريش بنات -تحفيظ القران الكريم بابو عريش بنين-المتوسطة الثانية وبرنامج التربية الفكرية بنات-ثانوية ابوعريش الاولى بنين )			,2022-09-19,1655494.0
الهيئة السعودية للملكية الفكرية,خدمات تشغيل مركز معلومات الملكية الفكرية ,2022-06-26,2493504.0
أمانة محافظة الطائف,صيانة وتشغيل الطرق المستلمة من وزارة النقل عقد 311 بمحافظة الطائف لمدة 1095 يوم ,2023-03-02,8755657.25
أمانة منطقة حائل,سفلتة وارصفة وانارة لبلدية محافظة سميراء (تطوير الطرق التابعة لمحافظة سميراء),2022-08-16,869400.0
جامعة الحدود الشمالية,توريد وتركيب مكيفات جديدة لفرع الجامعه برفحاء,2022-08-22,298972.4
إدارة التعليم بمنطقة حائل,تأمين مياه لمتكب تعليم فيد والمدارس التابعة له,2022-11-13,85560.0
إدارة التعليم بمنطقة حائل,تأمين مياه المجموعة الثانية ( الروضة والغزالة ),2022-11-13,91287.0
إدارة التعليم بمنطقة حائل,تأمين مياه للمباني الإدارية والمدارس التابعة لمكتب تعليم موقق,2022-11-13,93150.0
إدارة التعليم بمنطقة حائل,تأمين مياه لمتب التعليم بسميراء والمدارس التابعة له,2022-11-13,156240.0
بلدية محافظة القريات,دراسات وإشراف على مشاريع بلدية محافظة القريات,2022-08-16,1435199.99
إدارة التعليم بمنطقة تبوك,نقل وترحيل المقررات الدراسية من مستودعات تبوك المركزية إلى مدارس تبوك وضواحياها ومحافظاتها,2022-07-27,385825.0
إدارة التعليم بمنطقة حائل,تأمين مياه لمكتب تعليم الشنان,2022-11-13,70680.0
جامعة الملك خالد,تأمين اختيارات الكتب من معرض الرياض الدولي للكتاب 2021م.,2022-07-27,215538.75
بلدية جوف بني هاجر,صيانة وتحسين الطرق المتهالكة بجوف بني هاجر,2022-08-14,207517.5
المديرية العامة للشؤون الصحية بمنطقة جازان,صيانة وإحلال صالة المستفيدين وتحسين بيئة العمل بمستشفى العيدابي العام ,2022-08-30,1149630.94
أمانة منطقة جازان,درء اخطار السيول وتصريف مياه الامطار (توريد مضخات غاطسة),2023-01-12,4945000.0
المركز الوطني لتنمية الغطاء النباتي ومكافحة التصحر,"إنشاء مأوى للغزلان بطول (2,100م.ط)بمنتزه القصيم الوطني",2022-08-08,665850.0
صندوق التنمية الثقافي,بناء مكتبة صور وتدعيم المحتوى,2022-06-30,700000.0
أدارة الموارد الذاتية بصحة جدة,تنفيذ دورات وأنشطة تدريبية لموظفي مستشفى الملك فهد العام بجدة,2022-10-21,1057278.95
وزارة البيئة والمياه والزراعة,تقديم خدمات نقاط البيع لتوطين مهنة الزراعة بالمملكة,2022-11-02,24200000.0
بلدية تنومة,تامين قاطع صيانة لوحدة الكهرباء ببلدية تنومة,2022-06-12,396531.5
جامعة الحدود الشمالية,تأمين احتياج معامل كلية الصيدلة برفحاء,2022-08-25,522836.44
بلدية تنومة,صيانة التشوهات البصرية للاسفلت,2022-06-12,431652.5
أمانة منطقة حائل,توريد محروقات لأمانة حائل ,2022-07-19,3191040.0
مدينة الأمير محمد بن عبد العزيز الطبية,تأثيث مبنى المكتب التنفيذي لمدينه الأمير محمد بن عبدالعزيز الطبية,2022-07-27,144558.01
وزارة الرياضة,توريد وتركيب سنترال الاتصالات لوزارة الرياضة,2023-01-18,4405581.0
إدارة التعليم بمحافظة وادي الدواسر,صيانة واصلاح وتشغيل المباني التعليمية المجموعة الثانية بنين,2022-09-29,4192560.0
جامعة الامام محمد بن سعود الاسلامية,تشغيل وصيانة ونظافة مباني الحضانة ورياض الأطفال  بمدينة الملك عبدالله للطالبات,2022-09-12,6843552.0
بلدية تنومة,صيانة وسائل السلامة المرورية للشوار والطرق ,2022-06-12,437000.0
أمانة منطقة الحدود الشمالية,توريد أعلام لتجميل أعمدة الانارة في الشوارع بمدينة عرعر,2022-09-21,120635.0
المديرية العامة للشؤون الصحية بمنطقة جازان,مشروع صيانة واحلال وتطوير اعمال عزل سطح مستشفى فرسان العام ,2022-05-29,2481700.0
بلدية محافظة محايل عسير,توريد مواد بترولية لمحطة محروقات بلدية محافظة محايل عسير ,2022-06-26,1796250.0
التجمع الصحي بمنطقة القصيم,تطوير غرف العمليات والعزل بمركز الأمير سلطان لطب وجراحة القلب بالقصيم,2022-09-14,4885228.85
مدينة الملك عبدالعزيز للعلوم والتقنية,مشروع تنفيذ وإدارة مؤتمرات ومعارض المدينة  ,2022-08-07,4928900.0
المؤسسة العامة لتحلية المياه المالحة,  مشروع تأهيل عدة مباني في منظومة انتاج الجبيل,2022-12-19,4530425.67
بنك التنمية الاجتماعية,تجديد الدعم لمراكز البيانات بالبنك,2022-07-30,400694.5
بلدية محافظة ظهران الجنوب,صيانة اللوحات الارشادية ,2022-06-20,197765.5
إدارة التعليم بمنطقة القصيم,عملية إعاشة معاهد التربية الخاصة ( بنين) ( بنات),2022-07-24,2362504.78
التجمع الصحي بمنطقة القصيم,تنفيذ نظام إنذار الحريق ونظام إطفاء الحريق بمباني متفرقة بمستشفى الملك فهد التخصصي ببريدة ,2022-07-20,3046948.0
