الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
مشروع المملكة للإفادة من الهدي والأضاحي,"14 January, 2025",تطوير مركز الدراسات الغير مالية,139368.5
وزارة الصحة,"14 January, 2025",منافسة تأمين احتياج مكتب الرئيس التنفيذي (مطبوعات) NHC-2025-2,99360.0
وزارة الصحة,"14 January, 2025",منصة التنبيهات الموحدة ,1700639.96
وزارة الثقافة,"14 January, 2025",تقديم الخدمات اللوجستية لضيوف مجمع الملك سلمان العالمي للغة العربية ,0.0
وزارة الاقتصاد والتخطيط,"14 January, 2025",تجديد خدمة اشتراك الأجهزة اللاسلكية,39744.0
وزارة البلديات والإسكان,"14 January, 2025",منافسة توريد وتأمين أعمدة الانارة بمركز عريعرة التابع لبلدية عريعرة,99682.0
هيئة الحكومة الرقمية,"14 January, 2025",إقامة ورشة عمل خاصة بالهيئة في منطقة القصيم ,0.0
وزارة الصحة,"14 January, 2025",منافسة تامين ادويه ومستلزمات وغازات طبيه لمستشفيات تجمع نجران الصحي ASD- 2024-002,4981400.0
وزارة الصحة,"14 January, 2025",منافسة تامين مستلزمات طبية DRESSING TRANSPARENT لمستشفيات تجمع نجران الصحي TH-2025-001,493000.0
وزارة البلديات والإسكان,"14 January, 2025",توريد ديزل ,57040.0
وزارة البلديات والإسكان,"14 January, 2025",عملية منافسة تأمين بردورات لصيانة شارع مركز الفريده الشرقي التابعه لبلدية اللهابه,98871.25
وزارة البلديات والإسكان,"14 January, 2025",عملية منافسة تأمين ديزل لمعدات ولآلات البلدية لبلدية اللهابه ,95634.0
