الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
وزارة البلديات والإسكان,"1 February, 2025",عملية منافسة توريد مواد كهرباء  متنوعه بلدية اللهابه,99417.5
وزارة التعليم,"1 February, 2025", تجديد الاشتراك في قاعدة بيانات Arcif,29742.5
وزارة البلديات والإسكان,"1 February, 2025",أعمال صيانة لحديقة الربوه,99992.5
وزارة البلديات والإسكان,"2 February, 2025",صيانة دورات المياه بمحافظة رابغ ,1149178.9
مجمع الملك عبدالعزيز للمكتبات الوقفية,"2 February, 2025",نقل الكتب النادرة لمكتبة عارف حكمت من مقر الجامعة الإسلامية إلى مقر مجمع الملك عبدالعزيز للمكتبات الوقفية ,13344.6
البيئة والمياه والزراعة,"2 February, 2025",توريد بنزين الهيئة السعودية للمياه منظومة انتاج الشعيبة - الساحل الغربي.,88596.0
وزارة البلديات والإسكان,"2 February, 2025",صيانة طرق شمال الثامرية بالمذنب,9895011.0
وزارة البلديات والإسكان,"2 February, 2025",تأمين كوفي بريك ووجبة غداء لوفد وكالة الوزارة للإسكان التنموي-أمانة منطقة الباحة-,76400.25
وزارة البلديات والإسكان,"2 February, 2025",صيانة طريق الملك عبدالعزيز بالمذنب,11800955.0
وزارة النقل,"2 February, 2025",الخدمات الهندسية للإشراف على الطريق الذي يربط الجبيل بطريق الرياض/ الدمام السريع وطريق الظهران/ بطحاء وبعض الطرق بالمنطقة الشرقية,22051848.0
وزارة البلديات والإسكان,"2 February, 2025",صيانة وحدات الكهرباء والسباكة في المركز الحضاري بمحافظة النبهانية ,98419.3
وزارة البلديات والإسكان,"2 February, 2025",صيانة ابواب داخلية وخارجية في المركز الحضاري ,97784.5
وزارة البلديات والإسكان,"2 February, 2025",استئجار سيارة دفع رباعي لبلدبة هروب,97980.0
وزارة البلديات والإسكان,"2 February, 2025",صيانة وسائل السلامة والاسطح بالمركز الحضاري ومبنى البلدية ,494316.0
وزارة الموارد البشرية والتنمية الاجتماعية,"2 February, 2025",ملتقى استدامة منظمات القطاع غير الربحي بمنطقة مكة المكرمة,41400.0
الهيئة الملكية للجبيل وينبع,"2 February, 2025",توريد مواد بناء وأدوات سباكة,52527.78
المؤسسة العامة للموانئ,"2 February, 2025",توريد الزي الرسمي لموظفي الأمن الصناعي بميناء الملك فهد الصناعي بالجبيل,53705.0
هيئة الرقابة النووية والإشعاعية,"2 February, 2025",ورشة عمل لإستعراض انجازات الهيئة وأعمالها المستقبلية مع الوكالة الدولية للطاقة الذرية,279335.0
وزارة البلديات والإسكان,"2 February, 2025",بشأن تأجير معدات للبلدية لزوم إدارة الخدمات,99360.0
وزارة التعليم,"2 February, 2025",شحن سائل الهيليوم لجهاز الرنين المغناطيسي ,85913.63
الهيئة الملكية للجبيل وينبع,"2 February, 2025",توريد قطع غيار سيارات الضيافة,25856.5
وزارة البلديات والإسكان,"2 February, 2025",تأمين وتوريد مجسمات واشكال جمالية لبلدية محافظة ينبع,99797.0
وزارة البلديات والإسكان,"2 February, 2025",توريد ديزل لاستهلاك شهر فبراير 2025,54695.0
وزارة البلديات والإسكان,"2 February, 2025",توريد بنزين ,74735.0
وزارة البلديات والإسكان,"2 February, 2025",توريد مواد بناء ,99360.0
وزارة البلديات والإسكان,"2 February, 2025",تأمين كفرات للمعدات التابعة لبلدية قيا ,224704.25
هيئة تطوير مكة,"2 February, 2025",عملية استئجار قاعة لإقامة برنامج تدريبي لبعض منسوبي الهيئة,0.0
وزارة البلديات والإسكان,"2 February, 2025",تأمين كيابل كهرباء لبلدية قيا,14720.0
المؤسسة العامة للموانئ,"2 February, 2025",تحديد القيمة الايجارية للقطع البحرية بميناء الملك فهد الصناعي بينبع,46000.0
وزارة البلديات والإسكان,"2 February, 2025",تأمين أجهزة شبكة خاصة لبلدية الخبراء ,15268.55
وزارة البلديات والإسكان,"2 February, 2025",تأهيل حديقة القنعة (تدخل حضري ),495650.0
وزارة البلديات والإسكان,"2 February, 2025", تجهيز احتفالية بحديقة النافورة بعسفان,98670.0
وزارة النقل,"2 February, 2025",بشان تامين قطع غيار وصيانه التاهو التابع لفرع وزارة النقل والخدمات الوجستية بجازان,8501.45
وزارة البلديات والإسكان,"2 February, 2025",صيانة الشبكات وأجهزة الاتصالات في مبنى بلدية عسفان,98181.25
وزارة البلديات والإسكان,"2 February, 2025",صيانة مكيفات البلدية والمرافق التابعة لها ,99394.5
وزارة الصحة,"2 February, 2025",تأمين أرفف معدنية ذات وزن ثقيل لتخزين المواد الكيميائية ( كلوركس أو صابون ),11040.0
وزارة البلديات والإسكان,"2 February, 2025",صيانة دهانات البلدورات ,95680.0
وزارة التعليم,"2 February, 2025",تأمين سكن لفريق الاعتماد الأكاديمي الأمريكي لكلية الصيدلة,12094.0
البيئة والمياه والزراعة,"2 February, 2025",توريد كمبروسورات للهيئة السعوديه للمياه منظومة انتاج الشعيبه الساحل الغربي,71070.0
وزارة الصحة,"2 February, 2025",منافسة تأمين وتوريد قطع غيار مركبات المحافظات التابعة لتجمع نجران الصحي ADR-2025-16,498755.0
وزارة الصحة,"2 February, 2025",منافسة تأمين احتياج زيوت للعربات المتنقلة التابعة لتجمع نجران الصحي ADR-2025-15,0.0
البيئة والمياه والزراعة,"2 February, 2025",توريد قطع غيار تكييف للهيئة السعوديه للمياه منظومة انتاج الشعيبه الساحل الغربي,68977.0
البيئة والمياه والزراعة,"2 February, 2025",توريد قطع غيار موتورات كهربائية  للهيئة السعوديه للمياه منظومة انتاج الشعيبه الساحل الغربي,68863.15
وزارة البلديات والإسكان,"2 February, 2025",تامين اثاث لزوم مختلف الادارات بالامانه (شرق الدمام - وكاله الخدمات -تصريف الامطار -غرب الدمام),97991.5
وزارة الموارد البشرية والتنمية الاجتماعية,"2 February, 2025",توريد وتركيب غرف نوم لدار التربية الاجتماعية للبنين بشقراء,43757.5
وزارة البلديات والإسكان,"2 February, 2025",توريد اسمدة زراعية,39675.0
وزارة البلديات والإسكان,"2 February, 2025",عملية صيانة وتأهيل مرفق للبلدية ,99820.0
وزارة البلديات والإسكان,"2 February, 2025",تامين ثطع غيار وسائط نقل ( 2 ),9135.6
وزارة البلديات والإسكان,"2 February, 2025",توريد ديزل لمحطة بلدية القوارة,99900.0
وزارة البلديات والإسكان,"2 February, 2025",توريد بنزين لمحطة بلدية القوارة,87200.0
وزارة البلديات والإسكان,"2 February, 2025",تأمين مستلزمات للأحتفالات السنوية للبلدية ,99650.95
وزارة البلديات والإسكان,"2 February, 2025",توريد دهانات لزوم تحسين المشهد الحضري ومعالجة الكتابات المشوهة,294112.5
وزارة التعليم,"2 February, 2025",الاشتراك في تراخيص مسارات التعلم المرن لزوم عمادة التعلم الالكتروني وتقنية المعلومات ,426937.5
وزارة المالية,"2 February, 2025", تطوير أجهزة الإقرار في المنافذ الجوية,300000.0
وزارة التعليم,"2 February, 2025",تجهيز معرض المنتجات العضوية بالمقر الرئيسي ,0.0
وزارة التعليم,"2 February, 2025",صيانة طفايات الحريق بالمدينة الجامعية ,99925.92
وزارة البلديات والإسكان,"2 February, 2025",تامين مواد بناء لبلدية محافظة ابانات ,96137.54
المؤسسة العامة للموانئ,"2 February, 2025",تجهيز الإحتفال بيوم التأسيس بميناء الملك فهد الصناعي بالجبيل,52785.0
وزارة التعليم,"2 February, 2025",تأمين ستائر لزوم الكلية التطبيقية ,98756.25
وزارة البلديات والإسكان,"2 February, 2025",استبدال ماكينة رصاصة ترابية CS533E,99372.65
وزارة البلديات والإسكان,"2 February, 2025",صيانة ومعالجة واستبدال لوحات التسمية بالجزر الوسطية بالفردانية,99222.0
وزارة البلديات والإسكان,"2 February, 2025",صيانة وتحويل شبكة الري العادية الى اوتوماتيك بالفردانية,99187.5
وزارة البلديات والإسكان,"2 February, 2025",صيانة واستبدال مصدات الرياح المدخل الجنوبي بعين دار,98681.5
وزارة البلديات والإسكان,"2 February, 2025",توريد وتنفيذ ارضيات مطاطية لمنتزه الأمير فهد بن سلطان ببلدية محافظة تيماء ,290168.0
وزارة البلديات والإسكان,"2 February, 2025",صيانة العاب حديقة مركز الفردانية,96600.0
وزارة البلديات والإسكان,"2 February, 2025",إزالة ورفع المخلفات مجهولة المصدر بالمخططات السكنية بمركز دميغ,99360.0
وزارة الاقتصاد والتخطيط,"2 February, 2025",توزيعات الموظفين في برج الرياض,98049.0
وزارة النقل,"2 February, 2025",تأمين كفرات وبطاريات لسيارات فرع وزارة النقل والخدمات اللوجستية بمنطقة مكة المكرمة,0.0
وزارة الإعلام,"2 February, 2025",حجز صالة تنفيذية لضيوف وزارة الإعلام (كبار المسئولين) لعام 2025,345000.0
وزارة المالية,"2 February, 2025",توضيب علوي للمولدات بمحطة توليد الكهرباء الخاصة بمنفذ سلوى ,20985200.0
وزارة البلديات والإسكان,"2 February, 2025",توريد وتنفيذ اعمال ردم لحديقتي الجهراء والجديد ببلدية محافظة تيماء ,198533.7
وزارة البلديات والإسكان,"2 February, 2025",توريد مصدات خرسانية ديكورية لزوم المحافظة على الارصفة ,292675.0
وزارة البلديات والإسكان,"2 February, 2025",تأمين العلم السعودي,32200.0
البيئة والمياه والزراعة,"2 February, 2025",الاشتراك في منصة قانونية,40250.0
وزارة البلديات والإسكان,"2 February, 2025",مشروع توريد لوحات كلادينج لبلدية الدليميه,489325.0
وزارة التعليم,"2 February, 2025",الاحتفاء بيوم التأسيس 2025 الإدارة العامة لتعليم جازان,253402.5
وزارة البلديات والإسكان,"2 February, 2025",تامين نقاط لبرنامج( مقيم ) لأمانة حفر الباطن,18400.0
وزارة البلديات والإسكان,"2 February, 2025",تجديد اشتراك خدمة برنامج ( مقيم ) لامانة حفر الباطن,13750.55
وزارة النقل,"2 February, 2025",تأمين قطع غيار الشاشات الطولية بمبنى الوزارة الرئيسي,76475.0
وزارة البلديات والإسكان,"2 February, 2025",توريد قواعد خرسانية لأعمدة الانارة / بلدية محافظة الرس,488750.0
وزارة البلديات والإسكان,"2 February, 2025",تأمين مبيدات حشرية لأعمال الأصحاح البيئي لبلدية محافظة عيون الجواء,94748.5
وزارة البلديات والإسكان,"2 February, 2025",تامين غطاسات ودفاعات لصيانة المزروعات بلدية محافظة عيون الجواء ,495834.0
وزارة البلديات والإسكان,"2 February, 2025",عمل دراسة بيئية وبيولوجية لمردم بلدية محافظة ابانات ,54050.0
وزارة البلديات والإسكان,"2 February, 2025",توريد أشجار ودعامات خشبية,249250.0
وزارة البلديات والإسكان,"2 February, 2025", صيانة وتأهيل أرصفه شوارع غرب مخطط العروبه بمحافظة طبرجل,293250.0
وزارة البلديات والإسكان,"2 February, 2025",توريد كفرات لمعدات البلدية,71932.5
وزارة البلديات والإسكان,"2 February, 2025",توريد كيابل لبلدية الخبراء ,0.0
وزارة البلديات والإسكان,"2 February, 2025",توريد إسمنت وبحص وخرسانة جاهزة,99705.0
وزارة التعليم,"2 February, 2025",تجديد صلاحية طفايات الحريق في جميع مقرات جامعة المجمعة ,23092.0
وزارة البلديات والإسكان,"2 February, 2025",لوحات للمواقع استثمارية ,43700.0
وزارة التعليم,"2 February, 2025",تامين احتياج إدارة النشاط الطلابي بتعليم الطائف من متطلبات للإحفاء بيوم التأسيس لعام 2025م,241747.25
وزارة الصحة,"2 February, 2025",تامين فعالية يوم التاسيس لعام 2025 لمستشفى القطيف المركزي,29727.5
وزارة التعليم,"2 February, 2025",تجهيز لحفل الجامعة بيوم التأسيس 2025م,98440.0
وزارة الموارد البشرية والتنمية الاجتماعية,"2 February, 2025",الحصول على شهادة الايزو 9001,53187.5
وزارة السياحة,"2 February, 2025",الخدمات الاستشارية المتخصصة لأعمال مشاركة الوزارة في منتدى الاقتصاد العالمي في مدينة دافوس,1984998.9
وزارة التعليم,"2 February, 2025",تامين قطع غيار لسيارات الحركة 45434       ,99843.0
وزارة البلديات والإسكان,"2 February, 2025",تامين مستلزمات ضيافة لبلدية محافظة طبرجل,0.0
وزارة التعليم,"2 February, 2025",توفير أغطية ولحف للمراتب التي تخص طلاب المنح الخارجية,98670.0
وزارة البلديات والإسكان,"2 February, 2025",تأهيل المنتزه الربيعي بمحافظة الافلاج,406318.0
وزارة التجارة ,"2 February, 2025",تطوير دراسات استراتيجية لتطوير التجربة الرقمية لمنصة اعتماد ,3450000.0
وزارة الاقتصاد والتخطيط,"2 February, 2025",تقديم خدمات تواصلية لوزارة الاقتصاد والتخطيط لعام 2025م,3990500.0
وزارة المالية,"2 February, 2025",تقديم خدمات الإعاشة لموظفي منفذ الربع الخالي,100.05
وزارة المالية,"2 February, 2025",إنشاء مظلة فحص بالوسائل الحية في مسار الشحن الوارد في منفذ الرقعي البري    ,9565746.0
الهيئة العامة للطيران المدني,"2 February, 2025",مشروع احتفال يوم التأسيس 2025م ,450000.0
جهات خاصة بمنافسات,"2 February, 2025",عدد 6 فيديوهات عن قصص النجاح لبعض المشاريع الممولة,172500.0
وزارة الصحة,"2 February, 2025",دراسة وتحليل منحة أبحاث الجائحة المدعومة من المعهد,1300000.0
هيئة تطوير الأحساء ,"2 February, 2025",تنظيم لمهرجان الأحساء للتمور,98325.0
هيئة تطوير منطقة عسير,"2 February, 2025",غسيل سيارات الهيئة ,78991.2
وزارة التجارة ,"2 February, 2025"," مشروع الضيافة والنظافة لمقر لجنة الإفلاس ""إيسار""",28333.24
مكتب تحقيق الرؤية,"2 February, 2025",فعالية الحفل السنوي في مركز برنامج جودة الحياة,0.0
وزارة البلديات والإسكان,"2 February, 2025",تأمين وتوريد وطباعة وتركيب قماش نوع بنر ,99912.0
وزارة البلديات والإسكان,"2 February, 2025",ردم وتسوية المستنقعات بالقليب والهجر التابعة لها لبلدية القليب بالمنطقة الشرقية,99360.0
وزارة البلديات والإسكان,"2 February, 2025",توريد أكياس أسمنت وطابوق لبلدية القليب بالمنطقة الشرقية,98037.5
وزارة البلديات والإسكان,"2 February, 2025",توريد أدوات كهربائية لبلدية محافظة ميسان,850705.13
وزارة البلديات والإسكان,"2 February, 2025",توريد دهانات لبلدية محافظة ميسان,120485.5
وزارة البلديات والإسكان,"2 February, 2025",بشان اشتراك البلديه في خدمة مقيم للعماله التابعين للبلديه,6670.0
وزارة الاقتصاد والتخطيط,"2 February, 2025",الإطار الشامل لحوكمة الرسوم والمقابلات المالية، وتحليل الضرائب العقارية,9500000.5
وزارة الموارد البشرية والتنمية الاجتماعية,"3 February, 2025",استئجار سيارات مع السائقين والمشرفين والمشرفات للنقل المدرسي لبعض فروع الوزارة الإيوائية للأيتام المجموعة الثانية منطقة : مكة المكرمة / المدينة المنورة/ جازان,4201697.5
وزارة الصحة,"3 February, 2025",تأمين مستلزمات يوم التأسيس لعام 2025,29992.0
وزارة الطاقة والصناعة والثروة المعدنية,"3 February, 2025",تجديد استضافة الموقع الخارجي لهيئة المساحة الجيولوجية السعودية لمدة عام واحد,8970.0
وزارة البلديات والإسكان,"3 February, 2025",تامين مطبوعات للبلدية ,23460.0
وزارة البلديات والإسكان,"3 February, 2025",عملية توريد سارية علم ,497766.0
وزارة البلديات والإسكان,"3 February, 2025", استئجار عدد من الباصات لمنسوبي أمانة منطقة الرياض,92000.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة جسور المشاة في بلدية قبة,90447.5
وزارة البلديات والإسكان,"3 February, 2025", طلب مواد دفن للمقبرة شوحط العامة,97106.0
وزارة البلديات والإسكان,"3 February, 2025",تامين مواد متنوعة لقسم الحدادة بالبلدية لمتابعة الاعمال بالمحافظة ,0.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة وتشغيل أجهزة الحاسب الآلى وأنظمة التشغيل للبلدية والخدمات والمراكز التابعة  لبلدية محافظة طبرجل,299356.5
الهيئة الملكية للجبيل وينبع,"3 February, 2025",توريد كتاب التحصلي 2025,142312.5
وزارة البلديات والإسكان,"3 February, 2025",توريد حجر ,99981.0
وزارة النقل,"3 February, 2025",تامين كفرات لزوم عدد 22 سيارة تابعة لفرع وزارة النقل والخدمات اللوجستية بالرياض,41699.0
وزارة البلديات والإسكان,"3 February, 2025",تطوير وتشغيل وتنظيم الأعمال الإدارية بوكالة الشراكات والمسؤولية الاجتماعية - أمانة منطقة الباحة -,327635.0
وزارة البلديات والإسكان,"3 February, 2025",توريد مواد حديد,99457.75
وزارة الصحة,"3 February, 2025",تامين تجهيز ورشة عمل للتخطيط الاستراتيجي بعدد 150 متدرب  مع الحقيبة التدريبية لتجمع الرياض الصحي الاول,98325.0
وزارة البلديات والإسكان,"3 February, 2025",توريد وتركيب أنظمه تتبع المركبات لبلدية محافظه الخرج,205413.0
وزارة البلديات والإسكان,"3 February, 2025",تصميم وتركيب جناح خاص بأمانة المنطقة الشرقية للمشاركة في ملتقى الطرق والنقل بالمنطقة الشرقية .,99475.0
وزارة البلديات والإسكان,"3 February, 2025",عملية توريد شبك لبلدية بلجرشي,495385.5
وزارة البلديات والإسكان,"3 February, 2025",تأمين ضيافة يومية لمنسوبي البلدية ,83840.75
وزارة الطاقة والصناعة والثروة المعدنية,"3 February, 2025",صيانة وتعبئة وفحص طفايات الحريق بمقر الهيئة بمدينة جدة,14459.0
وزارة البلديات والإسكان,"3 February, 2025",انشاء وتسوير محطة الامطار الواقعة في طريق الجش بمحافظة القطيف المرحلة الثانيه,85230.0
البيئة والمياه والزراعة,"3 February, 2025",تأمين محروقات سيارات للوحدات والمراكز التابعة لفرع مركز وقاء بمنطقة حائل,84721.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة واستبدال اللوحات بالميادين,99641.75
وزارة التعليم,"3 February, 2025", تأمين دروع للإهداء بشعار الجامعة,83375.0
وزارة البلديات والإسكان,"3 February, 2025",تأمين ملبوسات لعمال البلدية ,49277.5
وزارة البلديات والإسكان,"3 February, 2025",صيانة بلاغات التشوة البصري  في محافظة الغاط ,495535.0
مجلس الوزراء,"3 February, 2025",توفير الاشتراك بخدمات واتساب أعمال,54050.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة مجسمات رمضان ,94012.5
وزارة البلديات والإسكان,"3 February, 2025",اعمال صيانة ودهان للشوارع والارصفة - بلدية الارطاوية ,284625.0
وزارة البلديات والإسكان,"3 February, 2025",توريد بلدورات وانترلوك لحاجة اعمال الصيانة - بلدية الارطاوية ,184000.0
وزارة البلديات والإسكان,"3 February, 2025", تأهيل مستودع حفظ الوثائق بمبنى البلدية الرئيسي - بلدية محافظة الرس,491050.0
وزارة الصحة,"3 February, 2025",تأمين متطلبات فعاليات الربع الاول لمستشفى الملك خالد التخصصي للعيون ومركز الابحاث,86411.0
هيئة تطوير منطقة حائل,"3 February, 2025",المشاركة في منتدى الاستثمار الرياضي,898000.0
وزارة التعليم,"3 February, 2025",تأمين احتياج قسم النشاط الطلابي بإدارة تعليم جدة لإقامة حفل يوم التأسيس,68300.0
وزارة البلديات والإسكان,"3 February, 2025",تامين وتوريد حقيبة مراقب لبلدية محافظة النبهانية ,75000.0
وزارة الصحة,"3 February, 2025",تأمين قطع غيار سيارات لفرع وزارة الصحة بالمنطقة قطع غيار وسائل النقل ADR-25-1,495742.0
وزارة البلديات والإسكان,"3 February, 2025",تامين سائل عادم الديزل لقلابات المرسيدس,2691.0
وزارة البلديات والإسكان,"3 February, 2025",تنظيم الزملاء من قيادات الأمانة المتقاعدين لعمل جولة في جدة التاريخية وحضور ندوة عن مدينة جدة عبر التاريخ,2000.0
وزارة البلديات والإسكان,"3 February, 2025",تأمين وتوريد (بطاريات وكفرات لمعدات البلدية) ــــ بلدية محافظة بقيق ,0.0
وزارة البلديات والإسكان,"3 February, 2025",توريد زهور لبلدية الخبراء ,98670.0
وزارة البلديات والإسكان,"3 February, 2025",تأمين وتوريد (قطع غيار سيارات البلدية) ــــ بلدية محافظة بقيق ,0.0
وزارة البيئة والمياه والزراعة,"3 February, 2025",تركيب استكرات لاصقة بشعار الهيئة على السيارات الخاصة بها,26681.15
وزارة البلديات والإسكان,"3 February, 2025",صيانة سور طيني لبلدية الخبراء ,57241.25
وزارة الصحة,"3 February, 2025","منافسة تامين مستلزمات طبية BAG URINE DRAINAGE, cotton medical لمستشفيات تجمع نجران الصحي SUB-2025-001",493000.0
وزارة التعليم,"3 February, 2025",تأمين احتياج قسم النشاط الطلابي بإدارة تعليم جدة لإقامة اوبريت يوم التأسيس,81075.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة الحدائق ومسطحات الخضراء وممرات المشاة والساحات وشبكات الري بجازان (صيانة شبكات الري بمدينة جيزان مرحلة أولى),495075.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة الحدائق ومسطحات الخضراء وممرات المشاة والساحات وشبكات الري بجازان (صيانة المضخات والخزانات الاستراتيجية بمدينة جيزان),493235.0
وزارة البلديات والإسكان,"3 February, 2025",توريد زيوت وبطاريات,99579.1
وزارة البلديات والإسكان,"3 February, 2025",توريد كفرات معدات,65110.7
وزارة الصحة,"3 February, 2025",منافسة تامين ادوية ومستلزمات طبية لمستشفيات تجمع نجران الصحي AA-2024-001,2453065.0
وزارة البلديات والإسكان,"3 February, 2025",تجديد الاشتراك وسداد العمليات في خدمة تم,9085.0
وزارة التعليم,"3 February, 2025",توريد غطاء انبوبة لجهاز الاشعة التداخلية لقسم الهندسة الطبية بمستشفى الملك فهد الجامعي بالخبر رقم:47826,60725.75
وزارة الصحة,"3 February, 2025",احتياج فعاليات  الخيمة الشتوية بفرع وزارة الصحة بنجران,99567.0
وزارة البلديات والإسكان,"3 February, 2025",مشروع تقييم الجدارات لموظفي أمانة منطقة تبوك والبلديات التابعة,298425.0
وزارة البلديات والإسكان,"3 February, 2025",توريد ليات زينة ,99590.0
وزارة التعليم,"3 February, 2025",بشأن تنفيذ مظلة لقسم الطوارى بمستشفى جامعة الامام عبدالرحمن بن فيصل بالمدينة الطبية الأكاديمية رقم:49230,351123.75
وزارة البلديات والإسكان,"3 February, 2025",توريد بطاريات سيارات ومعدات قسم الحركة والصيانة بلدية محافظة المويه ,98670.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة وري المسطحات الخضراء والمباني والحدائق التابعة لبلدية قيا,2615514.0
وزارة التعليم,"3 February, 2025",تركيب أبواب ستنل ستيل سحاب كهربائية مقاومة للحريق زجاج مزدوج بمستشفى جامعة الامام عبدالرحمن بن فيصل بالمدينة الطبية الأكاديمية رقم:49237,237296.75
البيئة والمياه والزراعة,"3 February, 2025",تقديم الخدمات الاستشارية في مجال المياه ومكافحة ظاهرة التصحر,4999970.0
هيئة تطوير منطقة المدينة المنورة,"3 February, 2025",المشاركة في مؤتمر ومعرض خدمات الحج 2025,86250.0
هيئة تطوير منطقة المدينة المنورة,"3 February, 2025", تنفيذ وتجهيز جناح الهيئة بمؤتمر ومعرض خدمات الحج ٢٠٢٥,98900.0
وزارة البلديات والإسكان,"3 February, 2025",بشأن صيانة معدات بلدية الوديعة,89585.0
وزارة الصحة,"3 February, 2025",تامين وسيلة نقل ركاب مع السائق لتجمع الرياض الصحي الاول,79800.0
وزارة الاقتصاد والتخطيط,"3 February, 2025",توفير أجهزة وأدوات صوتية وتشغيل وإدارة الصوت لاجتماع ضيوف المعالي (VIP),0.0
البيئة والمياه والزراعة,"3 February, 2025",نقل وقود الديزل لوحدة انتاج العزيزية,99360.0
وزارة البلديات والإسكان,"3 February, 2025",توريد قطع غيار وسائط النقل,81121.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة السوق الشعبي,99935.0
وزارة البلديات والإسكان,"3 February, 2025",تجهيز وتنظيم مهرجان شتاء الجوف والاحتفال بيوم التأسيس للبلدية ,298425.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة الطرق والشوارع بصوير,299000.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة وتشغيل (توريد وتركيب لوحات وبنرات للبلدية ),297448.65
وزارة البلديات والإسكان,"3 February, 2025",كشط أجزاء من طريق الملك عبدالعزيز لبلدية محافظة عيون الجواء,99900.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة ونظافة مباشرة ( صيانة مباني البلدية ),299000.0
وزارة الموارد البشرية والتنمية الاجتماعية,"3 February, 2025",الحوار الاجتماعي الخامس عشر,1964875.05
وزارة البلديات والإسكان,"3 February, 2025",توريد كيبل لبلدية القريع بني مالك,496800.0
وزارة البلديات والإسكان,"3 February, 2025",: صيانة الحدائق ومسطحات الخضراء وممرات المشاة والساحات وشبكات الري بجازان (صيانة وتحسين اثاث الحدائق والساحات وممرات المشاة بالمحور الشمالي لمدينة جيزان),3884125.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة الحدائق ومسطحات الخضراء وممرات المشاة والساحات وشبكات الري بجازان (صيانة وتحسين اثاث الحدائق والساحات وممرات المشاة بالمحور الجنوبي لمدينة جيزان),3929550.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة الحدائق ومسطحات الخضراء وممرات المشاة والساحات وشبكات الري بجازان (صيانة وتحسين اثاث الواجهات البحرية لمدينة جيزان),4303875.0
وزارة المالية,"3 February, 2025",توريد وتركيب وتمديد كابلات الألياف البصرية مع الملحقات في منفذ الخضراء,95404.0
البيئة والمياه والزراعة,"3 February, 2025",توريد قطع غيار لمنظومة إنتاج رأس الخير الساحل الشرقي 60016869,13248.0
وزارة البلديات والإسكان,"3 February, 2025",تأمين زيوت وشحوم لسيارات و معدات بلدية محافظة طبرجل,299805.0
وزارة الصحة,"3 February, 2025",تنفيذ أعمال التقييم للتحقق من الالتزام بضوابط الامن السيبراني في هيئة الصحة العامة,46000.0
وزارة النقل,"3 February, 2025",عمل فديو توعوي لكفاءة الانفاق لموظفي الوزارة,4500.0
وزارة البلديات والإسكان,"3 February, 2025",تامين وتوريد بنزين ,76115.0
البيئة والمياه والزراعة,"3 February, 2025",صيانة نظام الحقن الكيميائي بمحطة التناضح العكسي الثالثة,99981.0
البيئة والمياه والزراعة,"3 February, 2025",صيانة وتغيير خطوط المياه المنتجة بوحدات التناضح العكسي الثالثة للمسار الأول (1st Pass) والمسار الثاني (2nd Pass),99475.0
البيئة والمياه والزراعة,"3 February, 2025",القيام بأعمال اللحام لصيانة المعدات والأنابيب لإصلاح الأعطال المختلفة بمنظومة انتاج المياه المحلاه بجده,89010.0
وزارة البلديات والإسكان,"3 February, 2025",توريد وتامين كفرات معدات بلدية عين دار2025,0.0
وزارة البلديات والإسكان,"3 February, 2025",تأمين مواد ضيافة,11996.8
وزارة الصحة,"3 February, 2025",منافسة تأمين ستاندات إرشادية وشاشات توعوية لمنفذ الوديعة  ADR-2025-19,495880.0
وزارة الإعلام,"3 February, 2025",توريد وتركيب اثاث مكتبي لادارة المراجعة الداخلية وادارة البث والتنسيق بالرياض ,276805.0
وزارة البلديات والإسكان,"3 February, 2025",صيانة وإصلاح معدات بلدية القريع بني مالك ,99900.0
وزارة الصحة,"3 February, 2025",منافسة تأمين احتياج مكتب الرئيس التنفيذي والمكتب السري NHC-2025-5,99820.0
وزارة البلديات والإسكان,"3 February, 2025",تأمين وتوريد مجسمات جمالية - بلدية محافظة قلوة ,60444.0
بنك التنمية الاجتماعية,"3 February, 2025",مشاركة البنك في معرض المنتجات الوطنية السعودية,99000.0
وزارة البلديات والإسكان,"3 February, 2025",‏‏‏‏‏‏‏‏‏‏تفريغ حاويات نفايات,98900.0
وزارة البلديات والإسكان,"3 February, 2025",أدوات سلامة,102005.0
وزارة البلديات والإسكان,"3 February, 2025",إزاحة ونقل الرمال,99043.75
مدينة الملك عبدالله للطاقة الذرية والمتجددة,"3 February, 2025",توريد مواد ومستلزمات ضيافة للمقر الرئيسي لمدينة الملك عبدالله للطاقة الذرية والمتجددة ,29708.5
وزارة البلديات والإسكان,"3 February, 2025",نزح مياه الصرف الصحي والامطار,97750.0
وزارة البلديات والإسكان,"3 February, 2025",توريد [ حفلات وضيافة بمناسبة يوم التاسيس ],19952.5
