الجهة الرئيسية,تاريخ الإنشاء,اسم المنافسة,قيمة الترسية بالريال 
البيئة والمياه والزراعة,"18 February, 2025", مشاركة في مؤتمر الغذاء والرعاية التغذوية,97750.0
وزارة البلديات والإسكان,"18 February, 2025",صيانة عزل مباني بلدية جلاجل,298712.5
وزارة البلديات والإسكان,"18 February, 2025",صيانة الحدائق بجلاجل,297160.0
وزارة البلديات والإسكان,"18 February, 2025",صيانة الشوارع والارصفة بجلاجل,298885.0
وزارة البلديات والإسكان,"18 February, 2025",تشغيل وصيانة ونظافة مراكز إسناد لأعمال الطوارئ بإدارة الطوارئ والأزمات لمدة ثلاث سنوات ميلادية ,5222610.0
الهيئة الملكية للجبيل وينبع,"18 February, 2025",دورات تدريبية داخل المملكة لمنسوبي الهيئة الملكية للجبيل وينبع,2600000.0
الهيئة العامة للطيران المدني,"18 February, 2025",تحديث اللوائح والرخص والتعاميم بهوية الهيئة الجديدة,98900.0
هيئة تطوير الأحساء ,"18 February, 2025",مشروع تجهيز مكاتب في مقر الهيئة,98373.3
وزارة البلديات والإسكان,"18 February, 2025",توريد أعمدة جمالية قص ليزر لتحسين المشهد الحضاري ,293250.0
وزارة البلديات والإسكان,"18 February, 2025",توريد ورش لايت لتحسين واجهات المباني ومرافق البلدية ,292675.0
البيئة والمياه والزراعة,"18 February, 2025",تقديم دراسات تصاميم الحضائر المكثفة في مختلف المناطق الجغرافية,4896470.0
البيئة والمياه والزراعة,"18 February, 2025",تقديم الدراسات لتصميم استراتيجية التحول المصنعي للقاحات البيطرية في المملكة العربية السعودية,4996750.0
وزارة البلديات والإسكان,"18 February, 2025",تسجيل أوبريت احتفال يوم التأسيس 2025م,64400.0
وزارة البلديات والإسكان,"18 February, 2025",تركيب شاشات لاحتفال يوم التأسيس 2025م,91080.0
وزارة البلديات والإسكان,"18 February, 2025",مشروع توريد لوحات وهدايا احتفال يوم التأسيس 2025م,57960.0
وزارة البلديات والإسكان,"18 February, 2025",تأمين وتوريد مجسمات وادوات ليوم التأسيس,99716.5
وزارة البلديات والإسكان,"18 February, 2025",تأمين بنزين ممتاز91 لسيارات بلدية الصرار,78480.0
وزارة البلديات والإسكان,"18 February, 2025",توريد دهانات لزوم صبغ خطوط الارضية و المطبات والارصفة لبلدية الصرار,96312.5
وزارة البلديات والإسكان,"18 February, 2025",تجهيز وتنفيذ موقع احتفال يوم التأسيس 2025م ,80155.0
وزارة البلديات والإسكان,"18 February, 2025",توريد مستلزمات متنوعة لفعاليات يوم التأسيس 2025 م ,44850.0
وزارة البلديات والإسكان,"18 February, 2025",صيانة وتركيب لوحات متنوعة ليوم التأسيس 2025م بالمحافظة والمراكز التابعة ,48875.0
وزارة البلديات والإسكان,"19 February, 2025",توريد اسفلت بارد لبلدية محافظة ميسان,64975.0
البيئة والمياه والزراعة,"19 February, 2025",توريد مستلزمات لإدارة الشراكة المجتمعية بفرع الوزارة بعسير ,9999.25
وزارة البلديات والإسكان,"19 February, 2025",صيانة سيارات بلدية محافظة خليص,98200.0
وزارة الصحة,"19 February, 2025",تأمين VIRAL TRANSPORT MEDIA KIT ( VIAL & SWAP ),12000.0
وزارة النقل,"19 February, 2025",تأمين قطع غيار لمعدة دركتر كفرات رقم (113/502) ومعدة دركتر كوماتسو رقم (502/147) فرع وزارة النقل والخدمات اللوجستية بمنطقة مكة المكرمة,26910.0
وزارة البلديات والإسكان,"19 February, 2025",صيانة سفلتة وأرصفة وانارة وتحسين لشوارع المستشفى الجديد,2667080.0
وزارة البلديات والإسكان,"19 February, 2025",تأمين وتوريد مبيدات,85572.65
البيئة والمياه والزراعة,"19 February, 2025",توريد تمور صنف خلاص فاخر معبأة,72450.0
وزارة البلديات والإسكان,"19 February, 2025",صيانة الانظمة والتطبيقات لبلدية محافظة الخرمة ,99360.0
وزارة النقل,"19 February, 2025",بشان تامين قطع غيار وكفرات وبطاريات لفرع وزارة النقل بجازان,12962.8
وزارة البلديات والإسكان,"19 February, 2025",تأمين وتوريد صبه خرسانة 350 عادي لبلدية محافظة البدائع ,96463.15
وزارة البلديات والإسكان,"19 February, 2025",صيانة و تأمين قطع غيار المعداب لبلديه محافظه الدلم ,279979.0
وزارة البلديات والإسكان,"19 February, 2025",تركيب وتوريد مظلات وكراسي لمضمار السلام بمحافظة البدائع ,99705.0
وزارة البلديات والإسكان,"19 February, 2025",صيانة الانترلوك الواقع في طريق الملك عبد العزيز بالسعيرة,1362060.0
الهيئة العامة للغذاء والدواء,"19 February, 2025",معايرة أجهزة تقدير النشاط الاشعاعي,51750.0
وزارة التعليم,"19 February, 2025",توريد طابعة بطاقات ,96025.0
وزارة البلديات والإسكان,"19 February, 2025",تأمين قطع غيار وكفرات وبطاريات لوسائط النقل التابعة لبلدية قيا,0.0
وزارة التعليم,"19 February, 2025",نظام الإيراد البديل وتطبيق الجوال للنظام الإدراي,499675.0
وزارة البلديات والإسكان,"19 February, 2025",صيانة شاشات الطريق العام ,39801.5
وزارة البلديات والإسكان,"19 February, 2025",توريد قطع غيار سيارات بلدية ظهران الجنوب,379659.85
وزارة البلديات والإسكان,"19 February, 2025",تأمين محروقات ديزل لبلدية محافظة عيون الجواء,98808.0
وزارة البلديات والإسكان,"19 February, 2025",توريد كفرات معدات بلدية ظهران الجنوب,238303.0
وزارة التعليم,"19 February, 2025",ملابس النشاط الرياضي والكشافة,465980.0
وزارة البلديات والإسكان,"19 February, 2025",توريد ادوات لقسم الكهرباء بلدية ظهران الجنوب     ,322897.0
وزارة البلديات والإسكان,"19 February, 2025",توريد انترلوك لبلدية ظهران الجنوب,144727.5
وزارة الصحة,"19 February, 2025",تجهيز قاعة زيارة لجنة اصدقاء المرضى في شهر رمضان المبارك لعام 2025 بمجمع الدمام الطبي,16445.0
وزارة البلديات والإسكان,"19 February, 2025",دراسة الهيدروليجية لمخطط مركز الأرطاوي,17152.26
وزارة التعليم,"19 February, 2025",تأثيث الصالون الملكي بقاعة الشيخ محمد بن ابراهيم,99399.99
وزارة البلديات والإسكان,"19 February, 2025",تامين أعلام ليوم التأسيس لبلدية محافظة ابانات,69996.36
وزارة البلديات والإسكان,"19 February, 2025",قطع غيار الالات ومعدات بلدية قبة,495305.0
وزارة البلديات والإسكان,"19 February, 2025",قطع غيار وسائط نقل لبدية قبة,292790.0
وزارة التعليم,"19 February, 2025", تجهيز قاعات الرسم بقسم (الطلاب ) من الاثاث بكلية الهندسة,92920.0
المؤسسة العامة للموانئ,"19 February, 2025",توريد وتركيب لوحات ترقيم الوحدات السنية والشوارع الفرعية بالحي السكني ,79953.75
وزارة البلديات والإسكان,"19 February, 2025",تأمين وتوريد مواد بناء ,98566.5
وزارة البلديات والإسكان,"19 February, 2025",خدمة الاستجابة للحوادث الامن السيبراني,59990.0
وزارة البلديات والإسكان,"19 February, 2025",صيانة مرافق البلدية بمحافظة سميراء,497904.0
وزارة الاتصالات وتقنية المعلومات,"19 February, 2025",افطار وسحور لشهر رمضان لعام 2025م,99524.57
وزارة البلديات والإسكان,"19 February, 2025",الاشتراك الالكتروني في النشرات الإدارية الأمريكية (الملخص الإداري + القيادة التنفيذية),99820.0
وزارة التعليم,"19 February, 2025",توريد بلاطات سقف مع الواح جبس واسمنت لقسم التشغيل والصيانة بمستشفى الملك فهد الجامعي بالخبر رقم :51930,80948.5
وزارة الاقتصاد والتخطيط,"19 February, 2025",معرض فيديك,0.0
وزارة البلديات والإسكان,"19 February, 2025",صيانة دفاعات الحدائق المعطلة التابعة لبلدية محافظة حوطة بني تميم,34385.0
المؤسسة العامة للموانئ,"19 February, 2025",إصلاح الدولاب الكهربائي لميناء جدة الإسلامي,1897.5
وزارة التعليم,"19 February, 2025",توريد مستلزمات طبية لقسم الصيدلية بمستشفى الملك فهد الجامعي بالخبر رقم : 52009,76152.0
وزارة الصحة,"19 February, 2025",تفعيل إشتراك سنوي لقاعدة البيانات الوطنية لمعايير جودة التمريض لمركز القلب (بتجمع المدينة الصحي) ,75325.0
وزارة التعليم,"19 February, 2025",الاحتفاء بيوم التأسيس 1446 بالقريات,97650.0
وزارة النقل,"19 February, 2025",لقاء تأمين قطع غيار للسيارت فرع وزارة النقل والخدمات اللوجستية بمنطقة نجران ,7440.5
وزارة التعليم,"19 February, 2025",مشروع تدريس مقررات اللغة الانجليزية لطلاب وطالبات السنة التمهيدية للمسار الصحي لمدة عام دراسي واحد,9483249.6
وزارة النقل,"19 February, 2025",لقاء تأمين قطع غيار للسيارت فرع وزارة النقل والخدمات اللوجستية بمنطقة نجران ,7199.0
وزارة البلديات والإسكان,"19 February, 2025",انشاء غرفة تحكم وكاميرات مراقبة ببلدية محافظة تيماء ,182045.0
وزارة البلديات والإسكان,"19 February, 2025",توريد أسفلت بارد لبلدية القريع بني مالك ,64975.0
وزارة الإعلام,"19 February, 2025",عملية الصيانة والتشغيل والنظافة لمبنى وكالة الأنباء السعودية والمركز الإعلامي بالرياض وجميع ملحقاته,8920145.0
وزارة البلديات والإسكان,"19 February, 2025",تزيين الشوارع والميادين بذكرى يوم التأسيس2025,97782.2
وزارة البلديات والإسكان,"19 February, 2025",توريد وتمديد كيبلات نحاسيه بحي الخزامى بمحافظة طبرجل ,293250.0
وزارة التعليم,"19 February, 2025",تسكين مناقشين للجامعة الإسلامية عدد 2,5472.4
وزارة البلديات والإسكان,"19 February, 2025",توريد وتنفيذ اعمال صيانة السلامة المرورية ببلدية محافظة تيماء,227125.0
وزارة التعليم,"19 February, 2025",تأمين محول كهرباء الخاص بالماسح الضوئي (Canon DR-M140),19998.5
وزارة البلديات والإسكان,"19 February, 2025",تامين وتوريد ديزل لمحطة بلدية محافظة البكيرية,95160.0
المكتب الاستراتيجي لتطوير منطقة الباحة,"19 February, 2025",تجهيز احتفالية يوم التأسيس,6844.69
الهيئة العامة للترفيه,"19 February, 2025",المرحلة الثانية لأتمتة إجراءات إدارة المشتريات,91437.33
وزارة البلديات والإسكان,"19 February, 2025",صيانه واستبدال مجسمات شهر رمضان بمحافظة الريث,98486.0
وزارة النقل,"19 February, 2025",تأمين مستلزمات ارشادية وعرض محتوى الوزارة,99958.0
وزارة البلديات والإسكان,"19 February, 2025",أعمال تجهيزات واستعدادات للمراكز التابعة لمحافظة البرك للاحتفال بيوم التأسيس 2025م,75612.5
وزارة البلديات والإسكان,"19 February, 2025",تأهيل وتطوير ممرات ومناطق عبور المشاة في الطرق الرئيسية / بلدية محافظة الرس,276690.0
هيئة تطوير منطقة حائل,"19 February, 2025",تقديم خدمات النظافة لمبنى هيئة تطوير حائل,73105.5
وزارة البلديات والإسكان,"19 February, 2025",تأمين زي رسمي الموظفين الإدارة العامة للأمن والسلامة وموظفي إدارة التشغيل والصيانة إدارة الخدمات المساندة بأمانة المنطقة الشرقية,64809.4
وزارة النقل,"19 February, 2025",لقاء مشاركة فرع وزارة النقل والخدمات اللوجستية بمنطقة نجران في يوم التأسيس ,22310.0
وزارة البيئة والمياه والزراعة,"19 February, 2025",عملية طباعة ملصق  حماية لزوم المرافق بالقطاع الأوسط بالمؤسسة العامة للري,4542.5
وزارة البلديات والإسكان,"19 February, 2025",توريد وتركيب قطع غيار وصيانة وسائط النقل بلدية محافظة الليث ,89872.5
جهات خاصة بمنافسات,"19 February, 2025",استشارة نظامية بشأن نص المادة العاشرة من تنظيم هيئة التأمين,49450.0
مشروع المملكة للإفادة من الهدي والأضاحي,"19 February, 2025",إنتاج دورة الكترونية تعريفية بمكافحة غسل الاموال وتمويل الارهاب,51750.0
وزارة الإعلام,"19 February, 2025",الاحتفال بيوم التأسيس 2025م,99935.0
البيئة والمياه والزراعة,"19 February, 2025",تأمين البركسات في المسالخ الاهلية بالعاصمة المقدسة خلال موسم الحج لعام 1446 هــ,1599650.0
البيئة والمياه والزراعة,"19 February, 2025",تامين الاعاشة والوجبات الغذائية بأسواق ومسالخ العاصمة المقدسة لموسم حج 1446 هــ,1086405.0
مكتب تحقيق الرؤية,"19 February, 2025",تقديم خدمات المسوح الهاتفية السريعة للسياحة المحلية لعام 2025م,0.0
وزارة البلديات والإسكان,"19 February, 2025",استبدال ليات زينة واعمال الانارة  على أعمدة الشوارع وموقع فعاليات يوم التاسيس,99015.0
وزارة البلديات والإسكان,"19 February, 2025",توريد أعلام متعددة المقاسات لفعاليات يوم التاسيس السعودي,98601.0
وزارة البلديات والإسكان,"19 February, 2025", توريد وتركيب اللوحات الاعلامية للهوية البصرية لفعاليات يوم التاسيس بالشوارع,97290.0
وكالة الفضاء السعودية,"19 February, 2025",مشروع نظام الإستراتيجية وإدارة الأداء,949900.0
المركز الوطني لإدارة الدين,"19 February, 2025",تقديم خدمات التدريب والتطوير لموظفي المركز,4945.0
وزارة الاقتصاد والتخطيط,"19 February, 2025",تطبيق المتطلبات التي تصدرها المنظمة الدولية للمعايير,328900.0
وزارة التجارة ,"19 February, 2025",بطاقة اعمال للموظفين,16499.28
وزارة المالية,"19 February, 2025",اتفاقية تأمين مياه صالحة للشرب لمنفذ الربع الخالي,33.35
وزارة البلديات والإسكان,"19 February, 2025",منافسة تأمين وتوريد أغراض ومستلزمات حفلات وضيافات ليوم التأسيس السعودي لعام 2025م ,15065.0
وزارة الصحة,"19 February, 2025",تامين ادوية ومستلزمات طبية للتجمع الصحي بمنطقة نجران TAS-2025-041,0.0
وزارة الصحة,"19 February, 2025",تامين ادوية ومستلزمات طبية للتجمع الصحي بمنطقة نجران TAS-2025-043,99500.0
وزارة الصحة,"19 February, 2025",تامين ادوية ومستلزمات طبية للتجمع الصحي بمنطقة نجران TAS-2025-044,98900.0
وزارة الطاقة والصناعة والثروة المعدنية,"20 February, 2025",توثيق حساب المركز في منصة اكس للمركز السعودي للشراكات الإستراتيجية الدولية,23805.0
وزارة البلديات والإسكان,"20 February, 2025",توريد مستلزمات يوم التأسيس بلدية محافظة الليث ,98200.8
وزارة البلديات والإسكان,"20 February, 2025",توريد وتركيب وترتيب غرفة التحكم بالبلدية,46230.0
البيئة والمياه والزراعة,"20 February, 2025",نقل وايواء الماشية السائبة لموسم حج 1446 هـ بمكة المكرمة,218758.75
البيئة والمياه والزراعة,"20 February, 2025",توريد رافعات كهربائية -  OVER/HEAD CRANE - للهيئة السعودية للمياه لمنظومة انتاج جدة بالساحل الغربي ,56861.75
وزارة البلديات والإسكان,"20 February, 2025",توريد مواد كهرباء وسباكة لأعمال الصيانة,0.0
البيئة والمياه والزراعة,"20 February, 2025",توريد مواد وقطع غيار رافعات كهربائية - OVER/HEAD CRANE - للهيئة السعودية للمياه لمنظومة انتاج جدة بالساحل الغربي,18066.5
البيئة والمياه والزراعة,"20 February, 2025",توريد مواد  رافعات كهربائية - OVER/HEAD CRANE - للهيئة السعودية للمياه لمنظومة انتاج جدة بالساحل الغربي,14375.0
وزارة البلديات والإسكان,"20 February, 2025",مشروع تامين وتوريد كفرات لسيارات  بلدية مدينة انبوان ,85744.0
البيئة والمياه والزراعة,"20 February, 2025",توريد مواد وعدد ميكانيكية - ANALYSER PORTABLE - TOOL BOX - للهيئة السعودية للمياه لمنظومة انتاج الشعيبة بالساحل الغربي,18469.0
البيئة والمياه والزراعة,"20 February, 2025",توريد مواد وقطع غيار ميكانيكية - CENTRIFUGAL PUMP - BEARING BALL - للهيئة السعودية للمياه لمنظومة انتاج الشعيبة بالساحل الغربي,2714.0
وزارة الصحة,"20 February, 2025",منافسة تامين مستلزمات طبية عاجلة لمستشفيات تجمع نجران الصحي ALA-2025-002,2139535.0
وزارة البلديات والإسكان,"20 February, 2025",تامين وتوريد مستلزمات يوم التأسيس,29037.5
البيئة والمياه والزراعة,"20 February, 2025",توريد مواد وادوات -HEATER WATER - للهيئة السعودية للمياه لمنظومة انتاج الشعيبة بالساحل الغربي ,48875.0
وزارة المالية,"20 February, 2025",الإشراف على تشغيل وصيانة الشبكات الكهربائية وملحقاتها بالمنافذ البرية,12879301.8200001
وزارة البلديات والإسكان,"20 February, 2025",تأمين مستلزمات أعمال المشاركة في المسابقة العالمية للإتحاد الدولي للمعاقين(تقدير المدن)-أمانة منطقة الباحة-,0.0
وزارة التعليم,"20 February, 2025",جهاز لمختبر المواد بكلية الهندسة.,9430.0
وزارة البلديات والإسكان,"20 February, 2025",توريد خرسانة جاهزة لأمانة منطقة القصيم,1233547.5
وزارة البلديات والإسكان,"20 February, 2025",تركيب بلدورات لصيانة الطرق بمحافظة البدائع ,98999.82
وزارة البلديات والإسكان,"20 February, 2025",تنفيذ وتركيب حاجز خرساني نيوجرسي على طريق حرض بمحافظة الخرج ,770212.5
وزارة البلديات والإسكان,"20 February, 2025",توريد أعمدة انارة لبلدية القريع بني مالك ,396750.0
وزارة البلديات والإسكان,"20 February, 2025",تأمين مستلزمات الفعاليات المصاحبة للمنتزه البري لزوم بلدية محافظة البيضاء-أمانة المنطقة الشرقية,99951.1
وزارة البيئة والمياه والزراعة,"20 February, 2025",عملية تامين ثلج بلوري لزوم موظفين المؤسسة الميدانين بالقطاعات الخارجية,50025.0
وزارة الطاقة والصناعة والثروة المعدنية,"20 February, 2025",طباعة التقرير السنوي والحساب الختامي للهيئة لعام 2024,72852.5
البيئة والمياه والزراعة,"20 February, 2025",توريد تمور مغلفة داخل بوكس ,0.0
وزارة البلديات والإسكان,"20 February, 2025",صيانة الارضيات المطاطية للحديقة النموذجية,99111.6
وزارة البلديات والإسكان,"20 February, 2025",صيانة واستبدال التربة الزراعية للمزروعات لمدخل مركز الفردانية,97405.0
وزارة البلديات والإسكان,"20 February, 2025",صيانة وإزالة واستبدال البردوات الزراعية التالفة بشارع الأمير محمد بن فهد بالمركز الفردانية,99475.0
وزارة البلديات والإسكان,"20 February, 2025",توريد وتنفيذ اعمال سفلتة,99981.0
وزارة البلديات والإسكان,"20 February, 2025",صيانة الخزانات الارضية للقرى التابعة لبلدية عين دار,97980.0
وزارة البلديات والإسكان,"20 February, 2025",صيانة المعدات التابعة لبلدية عين دار عام 2025,98785.0
وزارة الصحة,"20 February, 2025",تجديد رخص أنظمة منصات إدارة حسابات التواصل الإجتماعي لمجلس الضمان الصحي,1199002.37
وزارة البلديات والإسكان,"20 February, 2025",توريد شبك حديد لبلدية بني سعد,99360.0
وزارة البلديات والإسكان,"20 February, 2025",توريد أشكال جمالية لشهر رمضان والعيد لبلدية بني سعد,99475.0
وزارة التعليم,"20 February, 2025",تأمين مشالح وعباءات التخرج للعام الجامعي 1446ه,351742.450000002
وزارة البلديات والإسكان,"20 February, 2025",صيانة واستبدال بنرات ولوحات ,99463.5
وزارة البيئة والمياه والزراعة,"20 February, 2025",عملية تامين مواد كهرباء لزوم وحدة الكهرباء,12063.5
وزارة البلديات والإسكان,"20 February, 2025",توريد أعمدة انارة تجميلية لبلدية البطحاء,99877.5
وزارة البلديات والإسكان,"20 February, 2025",توريد وتامين حواجز خرسانية لزوم بلدية البطحاء,99820.0
وزارة النقل,"20 February, 2025",تأمين أكسس كنترول لارشيف معالي الوزير والإدارة العامة للأمن السيبراني بمبنى الوزارة الرئيسي,90232.45
وزارة البلديات والإسكان,"20 February, 2025",صيانة سيارة مرسيدس راس ادينا بلدية البطحاء,99981.0
وزارة البلديات والإسكان,"20 February, 2025",توريد كفرات المعدات  الثقيلة ,56246.5
وزارة البلديات والإسكان,"20 February, 2025",توريد وتأمين بنزين 91 لبلدية محافظة الكامل,82435.2
وزارة الطاقة والصناعة والثروة المعدنية,"20 February, 2025",توريد عينات لتحليل المياه ,16335.75
وزارة البلديات والإسكان,"20 February, 2025",توريد زيوت للمحركات والألات ,84180.0
وزارة البلديات والإسكان,"20 February, 2025",توريد وتأمين ديزل لبلدية محافظة الكامل,59299.2
وزارة البلديات والإسكان,"20 February, 2025",لوحات تهنئه بشهر رمضان المبارك و عيد الفطر المبارك للعام 1446هـ,98900.0
وزارة الطاقة والصناعة والثروة المعدنية,"20 February, 2025",توريد كشافات طوارئ  ,1863.0
الهيئة الملكية للجبيل وينبع,"20 February, 2025",معايرة أجهزة المختبرات البحرية والكيميائية,15148.26
وزارة البلديات والإسكان,"20 February, 2025",تأمين حاويات نظافة حديد لبلدية محافظة عيون الجواء,96324.0
وزارة البلديات والإسكان,"20 February, 2025",عملية تشغيل وصيانة وسائل السلامة المرورية بمكة المكرمة,9237375.0
وزارة البلديات والإسكان,"20 February, 2025",تجهيز لحفل يوم التاسيس بمحافظة النبهانية ,95000.0
وزارة البلديات والإسكان,"20 February, 2025",توريد كيس اسفلت بارد - بلدية محافظة الرس,99912.92
وزارة الصحة,"20 February, 2025",324066_3236037_NITAZOXANIDE 100MG/5ML SUSPENSION_KFMC,4500.0
وزارة الطاقة والصناعة والثروة المعدنية,"20 February, 2025",تطوير وتحسين نظام شمول وتقديم خدمات الدعم الفني للمركز السعودي للشراكات الاستراتيجية الدولية,815890.5
وزارة الصحة,"20 February, 2025",321356_3236039_SELEGILINE HCL 5 MG TABLET_KFMC,9646.0
وزارة البلديات والإسكان,"20 February, 2025",توريد وتركيب لوحات من البنر والفليكس فيس واعلام ليوم التاسس 2025 م بمحافظة قرية العليا,85900.0
وزارة الرياضة,"20 February, 2025",إعداد وتصميم وتنفيذ برامج ومبادرات رياضية في منطقة حائل,115000.0
وزارة البلديات والإسكان,"20 February, 2025",تأمين وتوريد هدايا وتوزيعات يوم التأسيس لبلدية القريع بني مالك,9401.25
وزارة المالية,"20 February, 2025",توسعة أجهزة الاتصال اللاسلكي و الكاميرات المحمولة 2025,18087.2
وزارة البلديات والإسكان,"20 February, 2025",عملية تأمين وتوريد ملابس خاصة لعمال بلدية معشوقة ,48357.5
وزارة المالية,"20 February, 2025",تشغيل وصيانة أجهزة الاتصال اللاسلكي والكاميرات المحمولة 2025,4410894.0
وزارة الصحة,"20 February, 2025",عملية تصميم وتركيب لوحات لتشغيل المرحلة الاولى من عيادات مستشفى الخميس المركزي ,89999.0
الهيئة العامة لعقارات الدولة,"20 February, 2025",تقييم اجرة عدد 263 وحدة سكنية بمدينة الرياض,79393.13
وزارة الصحة,"20 February, 2025",عملية تأمين مكاتب لعيادات مستشفى خميس مشيط المركزي,99820.0
وزارة الصحة,"20 February, 2025",تأمين بنود غير طبية لتشغيل المرحلة الاولى من عيادات مستشفى الخميس المركزي ,99693.5
وزارة العمل والتنمية الاجتماعية,"20 February, 2025",بشأن عملية التجهيزات والاثاث ونقلها من فرع الكلية التقنية بالخرمه الى الكلية التقنية بجدة ونقلها من الكلية التقنية بالقنفذة الى الكلية التقنية بالقوز ونقلها من الكلية التقنية للبنات بمكة المكرمة الى فرع الكلية التقنية بالخرمة,15755.0
وزارة الموارد البشرية والتنمية الاجتماعية,"20 February, 2025",مشروع دراسة وتصميم الواحة العلمية الافتراضية ,5691446.6
وزارة البيئة والمياه والزراعة,"20 February, 2025",تامين مستلزمات زراعية للأعمال برنامج التشجير,64975.0
وزارة الصحة,"20 February, 2025",منافسة تأمين احتياج زيوت ومشتقاتها لمركبات المراكز التابعة لتجمع نجران الصحي NHC-Z-5,499100.0
وزارة الصحة,"20 February, 2025",منافسة تأمين وتوريد قطع غيار للمركبات الخدمية والحافلات التابعة للإدارات بتجمع نجران الصحي AD-003,499554.25
وزارة البلديات والإسكان,"20 February, 2025",اصلاح خارجي /// حادث فورشينال جيب رقم خاص 1203,4000.0
هيئة الهلال الأحمر السعودي,"20 February, 2025",توفير أشتراك في منصات الرصد والتحليل الإعلامي للعام المالي 2025م,93581.25
وزارة الصحة,"20 February, 2025",الاحتياج التدريبي لمنسوبي تجمع عسير الصحي (الترميز الطبي),1043404.2
وزارة البلديات والإسكان,"20 February, 2025",صيانة واستبدال انارات مضيئة,98842.5
وزارة البلديات والإسكان,"20 February, 2025",تأمين وتوريد قطع غيار معدات و سيارات ببلدية محافظة تيماء,298794.15
وزارة البلديات والإسكان,"20 February, 2025",توريد وتركيب بيت شعر واعلام وهدايا  لاحتفالية يوم التأسيس ,86940.0
وزارة البلديات والإسكان,"20 February, 2025",صيانة مجسمات ومضخات ولوحات متنوعة في بلدية العيساوية,248865.75
وزارة البلديات والإسكان,"20 February, 2025",توريد شجيرات ورهور,249262.5
وزارة البلديات والإسكان,"20 February, 2025",منافسة تأمين وتوريد محروقات الآلات والمعدات والمحطات (ديزل) التابعة لبلدية عريعرة,98995.68
وزارة البلديات والإسكان,"20 February, 2025",مجسمات لتحسين وتجميل التقاطعات الرئيسية ,99705.0
وزارة البلديات والإسكان,"20 February, 2025",توريد وتركيب اعمدة إنارة بالعيساوية,248750.0
وزارة البلديات والإسكان,"20 February, 2025",توريد فوانيس وكشافات كهرباء,248500.0
وزارة البلديات والإسكان,"20 February, 2025",توريد قطع غيار مع صيانة لبعض معدات البلدية ,99590.0
وزارة المالية,"20 February, 2025",التعاقد مع مزود تقديم الخدمات الطبية - 2025 (الكشف الطبي),99762.5
الهيئة الملكية للجبيل وينبع,"20 February, 2025",الرؤساء التنفيذيين,1000000.0
وزارة البلديات والإسكان,"20 February, 2025",تنظيم فعاليات يوم التأسيس لبلدية محافظة المذنب,99900.0
وزارة البلديات والإسكان,"20 February, 2025",مشروع أعمال زينة شهر رمضان المبارك لعام 2025 بمدن حاضرة الدمام ,488577.5
البيئة والمياه والزراعة,"20 February, 2025",60016972 - تويد قطع غيار كهربائية منظومة انتاج الخبر,27600.0
مجلس الوزراء,"20 February, 2025",اعادة طرح تقديم اللوجستي وتجهيز وحجز القاعات في الخارج لعقد الاجتماعات الخارجية,400000.0
البيئة والمياه والزراعة,"20 February, 2025",60016973 - توريد قطع غيار لحام لمنظومة انتاج الجبيل,4554.0
البيئة والمياه والزراعة,"20 February, 2025",60016975 - توريد عدد صناعية لمنظومة انتاج الخفجي,2449.5
البيئة والمياه والزراعة,"20 February, 2025",60016976 - توريد جهاز غسيل العيون لمنظومة انتاج الخفجي,5106.0
البيئة والمياه والزراعة,"20 February, 2025",60016980 - توريد مواد كيميائية لمنظومة انتاج الخفجي,4945.0
وزارة البلديات والإسكان,"20 February, 2025",توريد دهانات لبلدية الوديعة ,29992.0
مركز مشاريع البنية التحتية بمنطقة الرياض,"20 February, 2025",تجديد رخص نظام لجان RIPC والدعم الفني لمدة سنة من 2025م,568743.13
وزارة المالية,"20 February, 2025",الترابط الوظيفي لموظفي مكتب فريق العمل الدائم,7911.89
وزارة المالية,"20 February, 2025",مشروع المراجع الخارجي للأثر المالي للهيئة,230000.0
وزارة البلديات والإسكان,"20 February, 2025",تأمين مواد بناء لحاجة مقبرة محافظة رنية,44620.0
وزارة البلديات والإسكان,"20 February, 2025",تأمين أدوات لقسم الحدائق في بلدية محافظة رنية,0.0
وزارة التجارة ,"20 February, 2025",برنامج تعزيز الاتصال والتواصل في بيئة الصادرات السعودية,20000.0
وزارة البلديات والإسكان,"21 February, 2025",منافسة صيانة ومعالجة التشوة لأرصفة شوارع بااللهابه لبلدية اللهابه,98910.93
وزارة البلديات والإسكان,"21 February, 2025",منافسة توريد ورود لتحسين المشهد الحضري بااللهابه والقرى التابعه لها لبلدية اللهابه,98670.0
وزارة البلديات والإسكان,"21 February, 2025", منافسة توريد نجيل طبيعي حسب ماهو مذكور في جدول الكميات لبلدية اللهابه,99040.3
وزارة البلديات والإسكان,"21 February, 2025",منافسة صيانة معالجة التشوة لأرصفة شوارع القرى التابعه لبلدية اللهابه,98307.75
وزارة البلديات والإسكان,"21 February, 2025",توريد كيابل لصيانة الشوارع بالهدار ,285372.5
وزارة البلديات والإسكان,"21 February, 2025",توريد وتأمين كساوي,38623.9
وزارة التعليم,"21 February, 2025",عملية تصميم وتركيب معرض مع بوثات لاحتفالات يوم التأسيس,399999.98
وزارة البلديات والإسكان,"22 February, 2025",صيانة وتنفيذ ساحة العلم بمحافظة يدمه,98773.5
وزارة البلديات والإسكان,"22 February, 2025",صيانة وتنفيذمجسم رؤية المملكة 2030 بمحافظة يدمه,98583.75
