الجهة الرئيسية,اسم المنافسة,تاريخ الترسية,قيمة الترسية
وزارة المالية,توريد وتركيب واختبار المولد الاحتياطي للإدارة العامة في المغرزات,2023-09-28,3196425.0
المركز الوطني لنظم الموارد الحكومية, منافسة مشروع تنقية بيانات الأنظمة الوطنية والمؤسسية للجهة الأولية,2023-10-16,23894639.0
المركز الوطني لنظم الموارد الحكومية, منافسة مشروع تنقية بيانات الأنظمة الوطنية والمؤسسية للجهة الأولية,2023-10-16,23894639.0
وزارة الصحة,تامين احتياج إدارة تعزيز الصحة وتغيير الثقافة الصحية من المستلزمات الخاصة بتفعيل الحملة الوطنية المشتركة لمكافحة المخدرات,2023-10-01,413471.0
وزارة الشؤون البلدية والقروية,برنامج نقل مخلفات المباني (نقل مخلفات المباني والهدم بشمال المحافظة ),2023-10-24,3803625.0
وزارة الشؤون البلدية والقروية,برنامج نقل مخلفات المباني (نقل مخلفات المباني والهدم جنوب المحافظة ),2023-10-22,3737500.0
وزارة الشؤون البلدية والقروية,برنامج نقل مخلفات المباني (نقل مخلفات المباني والهدم وسط المحافظة ),2023-10-22,3415500.0
وزارة الشؤون البلدية والقروية,برنامج نقل مخلفات المباني (نقل مخلفات المباني والهدم غرب المحافظة ),2023-10-22,2971600.0
وزارة الشؤون البلدية والقروية,برنامج نقل مخلفات المباني (نقل مخلفات البناء والهدم وأعمال التسوية وردم الفجوات بالمراكز الإدارية بالمحافظة (تندحه - الحفائر - يعرى - رغوة ) ),2023-10-22,3749000.0
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي الراقي,2023-10-22,3252809.5
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي الصناعية ,2023-10-22,3881313.25
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي العزيزية الغربي ,2023-10-22,3883412.0
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي العزيزية ,2023-10-22,3889139.0
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي المعزاب,2023-10-22,4090313.1
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي المعمورة ,2023-10-22,3887862.5
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي الوسام ,2023-10-22,3763260.0
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي اليرموك ,2023-10-22,4070229.5
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي نشوان ,2023-10-19,3932367.5
وزارة الشؤون البلدية والقروية,إزالة مخلفات البناء ومعالجة التشوهات البصرية ,2023-10-15,4409761.25
وزارة الشؤون البلدية والقروية,صيانة الانارة لمركز النقيع والقري التابعه لها  ,2023-10-15,2898000.0
وزارة الشؤون البلدية والقروية,صيانة الانارة لمركز النقيع والقري التابعه لها  ,2023-10-15,2898000.0
وزارة الشؤون البلدية والقروية,صيانة الاناره لمركز الجنينة والقري التابعه لها  ,2023-10-15,2716300.0
وزارة الشؤون البلدية والقروية,صيانة الاناره لمركز الجنينة والقري التابعه لها  ,2023-10-15,2716300.0
وزارة الشؤون البلدية والقروية,معالجة تصريف المياة وسط المحافظة ,2023-10-03,269272.5
وزارة الشؤون البلدية والقروية,تفتيت الصخور بالشارع العام وسط المحافظة,2023-10-05,155250.0
وزارة الشؤون البلدية والقروية,صيانة و عمل حمايات جانبية للطرق  ,2023-10-10,290605.0
وزارة الشؤون البلدية والقروية,تامين ونقل محروقات لمحطة البلدية ديزل بنزين91,2023-10-16,1563540.0
البيئة والمياه والزراعة,الصيانة الوقائية للمولدات الكهربائية الاحتياطية لمراكز الابحاث (مركز الامير سعود الفصيل، مركز الملك خالد، ووحدة الإيواء),2023-10-11,949999.99
البيئة والمياه والزراعة,الصيانة الوقائية للمولدات الكهربائية الاحتياطية لمراكز الابحاث (مركز الامير سعود الفصيل، مركز الملك خالد، ووحدة الإيواء),2023-10-11,949999.99
البيئة والمياه والزراعة,الصيانة الوقائية للمولدات الكهربائية الاحتياطية لمراكز الابحاث (مركز الامير سعود الفصيل، مركز الملك خالد، ووحدة الإيواء),2023-10-11,949999.99
البيئة والمياه والزراعة,الصيانة الوقائية للمولدات الكهربائية الاحتياطية لمراكز الابحاث (مركز الامير سعود الفصيل، مركز الملك خالد، ووحدة الإيواء),2023-10-11,949999.99
البيئة والمياه والزراعة,الصيانة الوقائية للمولدات الكهربائية الاحتياطية لمراكز الابحاث (مركز الامير سعود الفصيل، مركز الملك خالد، ووحدة الإيواء),2023-10-11,949999.99
وزارة الشؤون البلدية والقروية,صيانة ورشة البلدية ببلدية الفرشة,2023-09-22,999925.0
وزارة الشؤون البلدية والقروية,توريد نجيلة لزوم حدائق البلدية,2023-10-09,537500.0
وزارة البيئة والمياه والزراعة,المنافسة: تطوير المنظومة الكهربائية لغرف تفتيش قطاع رقم ( 9 ) بمحطة العمران,2023-11-02,2750800.0
وزارة البيئة والمياه والزراعة,المنافسة: تطوير المنظومة الكهربائية لغرف تفتيش قطاع رقم ( 9 ) بمحطة العمران,2023-11-02,2750800.0
وزارة البيئة والمياه والزراعة,المنافسة: تطوير المنظومة الكهربائية لغرف تفتيش قطاع رقم ( 9 ) بمحطة العمران,2023-11-02,2750800.0
وزارة الشؤون البلدية والقروية,صيانة مستودعات البلدية ببلدية الفرشة,2023-09-22,999350.0
وزارة الشؤون البلدية والقروية,تامين قطع غيار لاليات ومعدات بلدية الفرشة,2023-09-22,998821.0
وزارة الشؤون البلدية والقروية,تامين وتوريد اعمال كهربائية لبلدية الفرشة,2023-10-23,900000.35
وزارة الشؤون البلدية والقروية,تامين وتوريد حاويات لبلدية الفرشة,2023-09-22,917700.0
وزارة الشؤون البلدية والقروية,تامين وتوريد كبائن انارة ضغط عالي لبلدية الفرشة,2023-09-22,1012000.0
وزارة الشؤون البلدية والقروية,تامين وتوريد كيابل كهربائية متعددة  الاقطار لبلدية الفرشة,2023-09-22,793500.0
وزارة الشؤون البلدية والقروية,صيانة السوق الإسبوعي بالمحافظة  ,2023-10-05,897270.25
وزارة الشؤون البلدية والقروية,صيانة مبنى البلدية ,2023-10-05,385250.0
وزارة الطاقة والصناعة والثروة المعدنية,الدعم الفني والصيانة لأنظمة الربط والتكامل,2023-12-03,4999050.0
وزارة الطاقة والصناعة والثروة المعدنية,الدعم الفني والصيانة لأنظمة الربط والتكامل,2023-12-03,4999050.0
وزارة الطاقة والصناعة والثروة المعدنية,الدعم الفني والصيانة لأنظمة الربط والتكامل,2023-12-03,4999050.0
وزارة الشؤون البلدية والقروية,صيانة الحدائق والمرافق العامة ببلدية قنا,2023-09-21,3886632.0
وزارة الشؤون البلدية والقروية,صيانة الطرق المسلتمة من المواصلات (صيانة السياج الحديدي بطريق الملك فهد),2023-09-18,1116420.0
وزارة الشؤون البلدية والقروية,صيانة الحدائق التابعة للبلدية,2023-10-03,2706640.0
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي الشفا,2023-10-19,4849586.12
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي قرى وسط تندحه (ال مستنير ),2023-10-19,4744497.5
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي طيب الإسم ,2023-10-18,3934035.0
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي عتود الجنوبي ,2023-10-18,4749378.1
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي عتود الشمالي ,2023-10-18,4710876.1
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي عتود الشمالي ,2023-10-18,4710876.1
وزارة الشؤون البلدية والقروية,صيانة حدائق مركز النقيع والمرافق التابعه لها ,2023-10-18,3753289.5
وزارة الشؤون البلدية والقروية,صيانة حدائق مركز النقيع والمرافق التابعه لها ,2023-10-18,3753289.5
وزارة الشؤون البلدية والقروية,صيانة الشوارع بحي مصلوم       ,2023-10-18,3912932.5
وزارة الشؤون البلدية والقروية,صيانة حدائق مركز الجنينة والمرافق التابعه لها ,2023-10-15,4012005.0
وزارة الشؤون البلدية والقروية,صيانة حدائق مركز الجنينة والمرافق التابعه لها ,2023-10-15,4012005.0
وزارة الشؤون البلدية والقروية,صيانة المسطحات الخضراء  بالمواقع التابعة للبلدية ,2023-10-03,2441450.0
وزارة الشؤون البلدية والقروية,صيانة المسطحات الخضراء  بالمواقع التابعة للبلدية ,2023-10-03,2441450.0
وزارة الشؤون البلدية والقروية,صيانة المسطحات الخضراء  بالمواقع التابعة للبلدية ,2023-10-03,2441450.0
وزارة الشؤون البلدية والقروية,صيانة وسفلتة طريق صدر الباقرة ,2023-10-19,3168066.0
وزارة الشؤون البلدية والقروية,صيانة الشوارع بمداخل المدن ,2023-10-19,3653320.0
وزارة الشؤون البلدية والقروية,صيانة المواقف الموقع العام لملعب الخب,2023-09-21,4943907.5
وزارة الشؤون البلدية والقروية,صيانة اعمال السلامة المرورية بمركز قنا,2023-09-21,2832795.0
وزارة الإعلام,تطوير الأجهزة التقنية للإعلام الرقمي ,2023-11-22,2686000.0
المركز الوطني لإدارة الدين,بناء التوجهات الاستراتيجية الاتصالية والإعلامية والتسويقية للمركز ,2023-11-15,579600.0
المركز الوطني لإدارة الدين,بناء التوجهات الاستراتيجية الاتصالية والإعلامية والتسويقية للمركز ,2023-11-15,579600.0
المركز الوطني لإدارة الدين,بناء التوجهات الاستراتيجية الاتصالية والإعلامية والتسويقية للمركز ,2023-11-15,579600.0
المركز الوطني لإدارة الدين,بناء التوجهات الاستراتيجية الاتصالية والإعلامية والتسويقية للمركز ,2023-11-15,579600.0
المركز الوطني لإدارة الدين,بناء التوجهات الاستراتيجية الاتصالية والإعلامية والتسويقية للمركز ,2023-11-15,579600.0
البيئة والمياه والزراعة,إنشاء مشاتل رعوية للمحطات الفرعية بطبرجل – عرعر – تبوك,2024-01-06,10311900.5
البيئة والمياه والزراعة,إنشاء مشاتل رعوية للمحطات الفرعية بطبرجل – عرعر – تبوك,2024-01-06,10311900.5
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تقديم خدمات التحرير والتدقيق اللغوي للإبحاث العلمية بمستشفى الملك فيصل التخصصي ومركز الأبحاث,2023-10-15,632500.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,تقديم خدمات التحرير والتدقيق اللغوي للإبحاث العلمية بمستشفى الملك فيصل التخصصي ومركز الأبحاث,2023-10-15,632500.0
وزارة التعليم,توريد وتركيب لواقط الحماية لمفاتيح الجهد المتوسط والمنخفض بمحطة التوزيع الرئيسية ومفاتيح الجهد المتوسط بمحطات التحويل الفرعية,2024-02-07,9674958.02
وزارة الشؤون البلدية والقروية,توريد وتركيب مظلات مواقف السيارات للمباني الإدارية التابعة لأمانة المدينة المنورة,2023-12-19,4025000.0
وزارة الشؤون البلدية والقروية,توريد وتركيب مظلات مواقف السيارات للمباني الإدارية التابعة لأمانة المدينة المنورة,2023-12-19,4025000.0
وزارة الشؤون البلدية والقروية,توريد وتركيب مظلات مواقف السيارات للمباني الإدارية التابعة لأمانة المدينة المنورة,2023-12-19,4025000.0
وزارة الشؤون البلدية والقروية,صيانة الموقع العام بمسرح الشرايا ,2023-09-21,2566800.0
وزارة الشؤون البلدية والقروية,مباني ومرافق بلدية (انشاء عدد خمس دورات مياه بجازان),2023-12-06,3546715.0
وزارة الشؤون البلدية والقروية,مباني ومرافق بلدية (انشاء عدد خمس دورات مياه بجازان),2023-12-06,3546715.0
وزارة الشؤون البلدية والقروية,مباني ومرافق بلدية (انشاء عدد خمس دورات مياه بجازان),2023-12-06,3546715.0
وزارة الصحة,تطوير بيئة العمل والموقع العام بمستشفى الموسم العام,2023-10-19,1285596.5
وزارة الصحة,تطوير بيئة العمل والموقع العام بمستشفى الموسم العام,2023-10-19,1285596.5
وزارة الصحة,تطوير بيئة العمل والموقع العام بمستشفى الموسم العام,2023-10-19,1285596.5
وزارة الصحة,تطوير بيئة العمل والموقع العام بمستشفى الموسم العام,2023-10-19,1285596.5
وزارة الصحة,تطوير بيئة العمل والموقع العام بمستشفى الموسم العام,2023-10-19,1285596.5
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية بكل من منطقة مكة المكرمة والمدينة المنورة,2024-01-16,17372820.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية بكل من منطقة مكة المكرمة والمدينة المنورة,2024-01-16,17372820.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية بكل من منطقة مكة المكرمة والمدينة المنورة,2024-01-16,17372820.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية بكل من منطقة الرياض و الشرقية,2024-01-16,30940290.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية بكل من منطقة الرياض و الشرقية,2024-01-16,30940290.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الاتصالات وتقنية المعلومات,تأمين عمالة التحميل والتنزيل للأعمال البريدية في المناطق ( القصيم ، حائل ، الجوف ، الحدود الشمالية ، تبوك ),2024-01-03,6674922.0
وزارة الموارد البشرية والتنمية الاجتماعية,مشروع الحراسات الأمنية المدنية لمقر مجلس شؤون الأسرة,2023-09-18,235897.2
وزارة الشؤون البلدية والقروية,توريد كابلات واسلاك  كهرباء ( لن يتم إجراء ترسية وتوقيع العقد إلا بعد توفير التكاليف المالية للأعمال والمشتريات من قبل وزارة المالية ),2023-10-15,249014.1
وزارة الشؤون البلدية والقروية,توريد كابلات واسلاك  كهرباء ( لن يتم إجراء ترسية وتوقيع العقد إلا بعد توفير التكاليف المالية للأعمال والمشتريات من قبل وزارة المالية ),2023-10-15,249014.1
وزارة الشؤون البلدية والقروية,توريد وتركيب مظلات ( لن يتم إجراء ترسية وتوقيع العقد إلا بعد توفير التكاليف المالية للأعمال والمشتريات من قبل وزارة المالية ),2023-10-26,387078.5
وزارة الشؤون البلدية والقروية,توريد وتركيب مظلات ( لن يتم إجراء ترسية وتوقيع العقد إلا بعد توفير التكاليف المالية للأعمال والمشتريات من قبل وزارة المالية ),2023-10-26,387078.5
وزارة التعليم,عملية توريد وتهيئة مولد إحتياطي لمبني قسطرة القلب بمستشفى الملك فهد الجامعي بالخبر,2023-12-19,2162000.0
وزارة التعليم,عملية توريد وتهيئة مولد إحتياطي لمبني قسطرة القلب بمستشفى الملك فهد الجامعي بالخبر,2023-12-19,2162000.0
البيئة والمياه والزراعة,توريد وتركيب شاشات تفاعلية للاتصال المرئي بالوزارة والفروع التابعة لها,2023-12-07,2642700.0
البيئة والمياه والزراعة,توريد وتركيب شاشات تفاعلية للاتصال المرئي بالوزارة والفروع التابعة لها,2023-12-07,2642700.0
وزارة الخدمة المدنية,فيلم سينمائي للاحتفال باليوم الوطني 93,2023-09-11,400200.0
وزارة الخدمة المدنية,فيلم سينمائي للاحتفال باليوم الوطني 93,2023-09-11,400200.0
وزارة الخدمة المدنية,فيلم سينمائي للاحتفال باليوم الوطني 93,2023-09-11,400200.0
وزارة الشؤون البلدية والقروية,صيانة حديقة الحفيره على الشارع العام في صمخ,2023-10-24,3498875.0
وزارة الشؤون البلدية والقروية,صيانة حديقة المرور في صمخ,2023-10-24,2997492.25
وزارة الشؤون البلدية والقروية,صيانة حديقة المطل في صمخ,2023-10-24,2998625.0
وزارة الشؤون البلدية والقروية,صيانة الملاعب في صمخ,2023-10-01,1056620.0
وزارة الشؤون البلدية والقروية,صيانة حديقة ممشى غرب صمخ,2023-11-07,2993082.0
وزارة الشؤون البلدية والقروية, تأمين مركبات امانة حفر الباطن ( تأمين ضد الغير  ),2023-10-05,59616.0
البيئة والمياه والزراعة,مشروع الاجهزة الطبية لمركز الملك عبدالعزيز للخيل العربية الاصيلة,2023-10-03,2528935.0
البيئة والمياه والزراعة,مشروع الاجهزة الطبية لمركز الملك عبدالعزيز للخيل العربية الاصيلة,2023-10-03,2528935.0
البيئة والمياه والزراعة,مشروع الاجهزة الطبية لمركز الملك عبدالعزيز للخيل العربية الاصيلة,2023-10-03,2528935.0
البيئة والمياه والزراعة,مشروع الاجهزة الطبية لمركز الملك عبدالعزيز للخيل العربية الاصيلة,2023-10-03,2528935.0
البيئة والمياه والزراعة,مشروع الاجهزة الطبية لمركز الملك عبدالعزيز للخيل العربية الاصيلة,2023-10-03,2528935.0
وزارة الشؤون البلدية والقروية,صيانة أعمدة الإضاءة (صيانة بمواقع متفرقة بالمحافظة),2023-09-18,583208.7
وزارة الشؤون البلدية والقروية,صيانة المباني والمرافق والمنشات (صيانة دورات المياه بالمرافق العامة بمواقع متفرقة بالمحافظة ),2023-09-18,813588.2
وزارة الشؤون البلدية والقروية,صيانة أعمدة الإضاءة (تكسيات محولات الكهربائية بمواقع متفرقة بالمحافظة ),2023-09-18,517500.0
وزارة الشؤون البلدية والقروية,حديقة البلدية,2023-10-18,1875908.75
وزارة الشؤون البلدية والقروية,حديقة المثلث ,2023-10-18,4982893.0
وزارة الشؤون البلدية والقروية,صيانة حديقة المرور                                        ,2023-10-18,1688372.5
وزارة الشؤون البلدية والقروية,صيانة حديقة المستشفي,2023-10-18,1931080.0
وزارة الشؤون البلدية والقروية,حديقة ال شديد,2023-10-18,2090182.5
وزارة الشؤون البلدية والقروية,صيانة طريق شركة الكهرباء,2023-10-18,3700992.1
وزارة الشؤون البلدية والقروية,صيانة طريق السبعين,2023-10-18,3709382.5
وزارة الشؤون البلدية والقروية,صيانة الطريق العام (بالغزاله) المنطقة المركزية (مندوار الفانوس حتي دوار الساعة ),2023-10-18,4049207.5
وزارة الشؤون البلدية والقروية,صيانة الحزام مخطط العزيزية الجنوبي    ,2023-10-18,3704840.0
وزارة الشؤون البلدية والقروية,صيانة الحزام مخطط التعاون ,2023-10-18,4000798.25
وزارة الشؤون البلدية والقروية,صيانة طريق مدخل تثليث الغربي                       ,2023-10-18,3765732.5
وزارة الشؤون البلدية والقروية,صيانة طريق الملك عبدالعزيز,2023-10-18,4450362.0
وزارة الشؤون البلدية والقروية,صيانة طريق سوق الابل                     ,2023-10-18,3607262.5
وزارة الشؤون البلدية والقروية,صيانة طريق قري شمال تثليث ,2023-10-24,3900000.75
وزارة الشؤون البلدية والقروية,صيانة طريق الملك خالد           ,2023-10-18,3767259.7
البيئة والمياه والزراعة,"مشروع أعمال إصلاحات وتركيب وتجهيز ساحات للخيل ""بواديك"" بمركز الملك عبدالعزيز للخيل العربية",2023-11-11,2570951.5
وزارة الشؤون البلدية والقروية,صيانة ملاعب بلدية محافظة الدرب وقراها,2023-09-12,3695151.25
وزارة الشؤون البلدية والقروية,صيانة الانارة بمحافظة احدرفيدة ,2023-11-06,8733790.0
وزارة الشؤون البلدية والقروية,صيانة الانارة بمحافظة احدرفيدة ,2023-11-06,8733790.0
وزارة الشؤون البلدية والقروية,صيانة الانارة بمحافظة احدرفيدة ,2023-11-06,8733790.0
وزارة الشؤون البلدية والقروية,صيانة الارصفة لبلدية محافظة أحدرفيدة,2023-11-15,4539165.0
وزارة الشؤون البلدية والقروية,صيانة الارصفة لبلدية محافظة أحدرفيدة,2023-11-15,4539165.0
وزارة الشؤون البلدية والقروية,صيانة الارصفة لبلدية محافظة أحدرفيدة,2023-11-15,4539165.0
وزارة الشؤون البلدية والقروية,صيانة شوارع محافظة أحدرفيدة,2023-12-04,11474907.0
وزارة الشؤون البلدية والقروية,صيانة شوارع محافظة أحدرفيدة,2023-12-04,11474907.0
وزارة الشؤون البلدية والقروية,صيانة المباني والمرافق و المنشآت لبلدية محافظة أحدرفيدة,2023-11-15,4365170.0
وزارة الشؤون البلدية والقروية,صيانة المباني والمرافق و المنشآت لبلدية محافظة أحدرفيدة,2023-11-15,4365170.0
وزارة الشؤون البلدية والقروية,صيانة الحدائق والمسطحات الخضراء لبلدية محافظة أحدرفيدة,2023-11-15,4249756.0
وزارة الشؤون البلدية والقروية,صيانة الحدائق والمسطحات الخضراء لبلدية محافظة أحدرفيدة,2023-11-15,4249756.0
وزارة الشؤون البلدية والقروية,صيانة حديقة المملكة ببلدية القوز ,2023-10-25,6508080.0
وزارة الشؤون البلدية والقروية,صيانة ونقل شاشات العرص التابعة لبلدية خميس مشيط ,2023-11-01,1419905.0
وزارة الشؤون البلدية والقروية,صيانة وتوريد وتركيب انارة مركز قنا والطرق التابعة لها م3,2023-09-21,4852712.5
وزارة الشؤون البلدية والقروية,تأمين وتوريد مواسير ومناهيل وأغطية لصيانة الخطوط القائمة بمحافظة البكيرية,2023-09-04,681950.0
وزارة الشؤون البلدية والقروية,تأمين وتوريد كيبل نحاس مقاس 16 ملم للبلدية وتكون حسب المواصفات المطلوبة,2023-09-28,1719250.0
وزارة الشؤون البلدية والقروية,تأمين وتوريد أعمدة إنارة بكامل ملحقاتها للبلدية وتكون حسب المواصفات المطلوبة,2023-09-28,1854950.0
وزارة الشؤون البلدية والقروية,تأمين وتوريد وتركيب وحدات إنارة للحدائق وتكون حسب المواصفات المطلوبة,2023-10-09,2899150.0
البيئة والمياه والزراعة,توريد وتركيب أجهزة كهربائية وأنظمة تبريد لمبنى الحباري بمركز الأمير سعود الفيصل لأبحاث الحياة الفطرية بمحافظة الطائف ,2023-11-05,433170.5
البيئة والمياه والزراعة,توريد وتركيب أجهزة كهربائية وأنظمة تبريد لمبنى الحباري بمركز الأمير سعود الفيصل لأبحاث الحياة الفطرية بمحافظة الطائف ,2023-11-05,433170.5
وزارة الشؤون البلدية والقروية,صيانة طريق حايل وتكون حسب المواصفات المطلوبة,2023-09-28,2941700.0
وزارة الشؤون البلدية والقروية,توريد وتركيب درابزين صاج للكبائن,2023-09-19,196420.0
وزارة الشؤون البلدية والقروية,صيانة طريق  مكة وتكون حسب المواصفات المطلوبة,2023-09-28,2941700.0
وزارة الشؤون البلدية والقروية,توريد شتلات زراعية ,2023-09-13,21332.5
وزارة الشؤون البلدية والقروية,صيانة طريق  مخطط الإسكان ظلم وتكون حسب المواصفات المطلوبة,2023-10-03,2962630.0
وزارة الشؤون البلدية والقروية,توريد مبيدات ,2023-09-13,18400.0
وزارة الشؤون البلدية والقروية,صيانة  دهان الأرصفة الطرق وتكون حسب المواصفات المطلوبة,2023-09-28,497375.0
صندوق التنمية العقارية, توريد نظام أرشفة البريد الإلكتروني ,2023-11-20,788812.6
صندوق التنمية العقارية, توريد نظام أرشفة البريد الإلكتروني ,2023-11-20,788812.6
وزارة الشؤون البلدية والقروية,صيانة إنارة نطاق الغرب,2023-11-07,2465600.0
وزارة الشؤون البلدية والقروية,صيانة إنارة قطاع تهامة,2023-10-09,2704800.0
وزارة الشؤون البلدية والقروية,صيانة إنارة نطاق الشرق ,2023-10-09,2589800.0
وزارة الشؤون البلدية والقروية,صيانة انارة مخططات البلدية ,2023-10-09,2704800.0
وزارة الشؤون البلدية والقروية,صيانة إنارة مخطط الياسمين,2023-10-09,2704800.0
وزارة الشؤون البلدية والقروية,صيانة انارة نطاق الجنوب ,2023-10-09,2589800.0
وزارة الشؤون البلدية والقروية,صيانة طرق مخططات الغيل,2023-10-09,2312650.0
وزارة الشؤون البلدية والقروية,صيانة انارة نطاق الشمال ,2023-10-09,2589800.0
وزارة الشؤون البلدية والقروية,صيانة طرق مخطط النسيم,2023-10-25,2679500.0
وزارة الشؤون البلدية والقروية,صيانة طرق مخطط البوادي,2023-10-15,2796800.0
وزارة الشؤون البلدية والقروية,صيانة طريق الحاجر والثويلة ,2023-10-12,3763950.0
وزارة الشؤون البلدية والقروية,صيانة طرق مخطط الجنادرية,2023-10-12,2341400.0
وزارة الشؤون البلدية والقروية,صيانة طريق مخطط الرحيب ,2023-10-25,2978500.0
وزارة الشؤون البلدية والقروية,فتح وتسوية الطريق الرابط بين البقعة وقاعة بتهامة,2023-10-09,1437500.0
وزارة الشؤون البلدية والقروية,صيانة طريق قرى الطلحة ,2023-10-25,2978500.0
وزارة الشؤون البلدية والقروية,صيانة طرق منطقة العشة,2023-10-12,3920925.0
وزارة الشؤون البلدية والقروية,صيانة طرق قرى القبضة,2023-10-15,2868100.0
وزارة الشؤون البلدية والقروية,صيانة طرق قرى الغيل ,2023-10-12,2978500.0
وزارة الشؤون البلدية والقروية,صيانة طرق قرى رشاد وملاح,2023-10-15,2711700.0
وزارة الشؤون البلدية والقروية,صيانة طرق مركز الغايل ,2023-10-25,3588000.0
وزارة الشؤون البلدية والقروية,صيانة طرق مخطط القو,2023-10-12,2442600.0
وزارة الشؤون البلدية والقروية,صيانة طرق ال ثابت والارنب ,2023-10-25,2978500.0
وزارة الشؤون البلدية والقروية,صيانة  طرق مركز الحمرة,2023-10-15,2865800.0
وزارة الشؤون البلدية والقروية,صيانة طرق قرى الرهوة وكتام ,2023-10-15,2762300.0
وزارة الشؤون البلدية والقروية,صيانة طرق قرية الملحة ,2023-10-15,2833600.0
وزارة الشؤون البلدية والقروية,صيانة طرق قرى الشحاك والمجزعة ,2023-10-25,2996900.0
وزارة الشؤون البلدية والقروية,صيانة طرق مخطط القاعة والمجزعة,2023-10-15,2847400.0
وزارة الشؤون البلدية والقروية,صيانة طرق مخطط الحمرة ,2023-10-09,2225250.0
وزارة الشؤون البلدية والقروية,صيانة طرق مخطط الصناعية ,2023-10-12,2341400.0
وزارة الشؤون البلدية والقروية,صيانة طرق ال مونس وهياج ,2023-10-25,2679500.0
وزارة الشؤون البلدية والقروية,فتح وتسوية الطرق الرئيسية بالحمرة ,2023-10-09,1437500.0
وزارة العمل والتنمية الاجتماعية,توريد المياه العادية للكلية التقنية بالعيص وفرع الكلية التقنية ببدر,2023-12-16,443394.0
البيئة والمياه والزراعة,إجراء تحاليل مخبرية على عينات مياه والتربة والمواد النباتية ومتبقيات مبيدات للمركز الوطني لأبحاث وتطوير الزراعة المستدامة(استدامة),2023-10-29,2533266.0
البيئة والمياه والزراعة,إجراء تحاليل مخبرية على عينات مياه والتربة والمواد النباتية ومتبقيات مبيدات للمركز الوطني لأبحاث وتطوير الزراعة المستدامة(استدامة),2023-10-29,2533266.0
