Date,Forecasted_Amount
2025-07-26,96.0476259773836
2025-07-27,95.46679230169059
2025-07-28,95.61486939712752
2025-07-29,95.44356458285894
2025-07-30,95.60144566364377
2025-07-31,95.45325724588463
2025-08-01,95.59212445595368
2025-08-02,95.4619738160433
2025-08-03,95.58395351304488
2025-08-04,95.46963165833782
2025-08-05,95.57677641725437
2025-08-06,95.47635817712215
2025-08-07,95.57047218741914
2025-08-08,95.48226662911536
2025-08-09,95.56493466643612
2025-08-10,95.48745650603568
2025-08-11,95.56007060857864
2025-08-12,95.49201519966253
2025-08-13,95.55579810849899
2025-08-14,95.49601947334811
2025-08-15,95.55204522202735
2025-08-16,95.4995367546268
2025-08-17,95.54874875471161
2025-08-18,95.50262627062018
2025-08-19,95.54585319769281
2025-08-20,95.50534004535612
2025-08-21,95.54330979299739
2025-08-22,95.50772377579585
2025-08-23,95.54107571250697
2025-08-24,95.50981760132015
