Date,Forecasted_Amount
2025-07-26,90.89498665819087
2025-07-27,101.18148873392262
2025-07-28,92.0058076294984
2025-07-29,101.22658690215229
2025-07-30,92.0274032650948
2025-07-31,101.20887847320076
2025-08-01,92.0452991802616
2025-08-02,101.19103023071384
2025-08-03,92.06311339749719
2025-08-04,101.1732507549561
2025-08-05,92.08085824462056
2025-08-06,101.15554047162485
2025-08-07,92.09853403163407
2025-08-08,101.13789911374539
2025-08-09,92.11614102744151
2025-08-10,101.1203264130791
2025-08-11,92.1336794997672
2025-08-12,101.10282210242362
2025-08-13,92.15114971529304
2025-08-14,101.08538591561646
2025-08-15,92.1685519396631
2025-08-16,101.068017587531
2025-08-17,92.18588643748757
2025-08-18,101.05071685407248
2025-08-19,92.20315347234684
2025-08-20,101.03348345217388
2025-08-21,92.22035330679547
2025-08-22,101.01631711979206
2025-08-23,92.23748620236624
2025-08-24,100.99921759590369
